# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000280285	4	56662469	56665694	-	3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000128040	4	56809860	56821742	-	11883	13	8	3	5	1	8	5	9	2	9	5	14	10	17	17	15
gene:ENSG00000084093	4	56907876	56966678	+	58803	638	543	434	423	410	684	389	579	45	883	377	584	415	953	418	1165
gene:ENSG00000084092	4	56963350	56977606	-	14257	245	308	208	212	111	92	113	280	46	246	75	225	176	273	75	367
gene:ENSG00000047315	4	56977722	57031158	+	53437	1438	1361	983	1157	829	772	781	1273	201	1549	563	1355	1048	1656	801	2676
gene:ENSG00000163453	4	57030773	57110385	-	79613	1252	3600	1206	1963	1605	1564	1431	1823	1091	3411	810	3105	2023	3516	1631	3302
gene:ENSG00000150471	4	61201258	62078335	+	877078	170	201	162	300	200	307	193	351	99	333	142	610	464	261	399	1035
gene:ENSG00000205678	4	64275257	64409468	-	134212	91	11	7	7	2608	5	20	18	775	23	18	20	5273	22	31	932
gene:ENSG00000145242	4	65319563	65670495	-	350933	607	656	578	568	583	498	563	642	265	651	491	574	614	664	600	748
gene:ENSG00000145241	4	67468762	67545503	-	76742	576	485	396	609	223	277	402	951	70	693	276	1275	463	800	409	1418
gene:ENSG00000035720	4	67558727	67607337	+	48611	16	109	13	71	10	77	28	61	3	293	26	96	15	426	64	66
gene:ENSG00000279464	4	67607856	67610313	-	2458	3	9	3	7	10	6	10	10	2	12	10	8	3	18	19	28
gene:ENSG00000033178	4	67612652	67701155	-	88504	722	767	462	681	562	487	833	1008	62	746	602	1592	756	1218	952	2344
gene:ENSG00000109163	4	67739328	67754360	-	15033	18	26	9	4	5	19	5	1	3	32	11	7	10	27	13	19
gene:ENSG00000153802	4	67820876	67884002	-	63127	15	40	6	5	4	9	7	3	3	47	5	11	7	34	18	15
gene:ENSG00000187054	4	67909385	67964140	-	54756	5	6	7	5	7	7	12	8	2	15	7	7	13	14	20	13
gene:ENSG00000198092	4	68053198	68129869	-	76672	11	11	7	12	2	13	18	19	5	20	9	13	9	30	49	17
gene:ENSG00000185873	4	68226653	68245694	-	19042	2	3	0	1	0	1	3	0	1	3	1	5	3	1	10	5
gene:ENSG00000083896	4	68310387	68350089	-	39703	864	1084	620	1026	809	928	1113	1950	199	1382	557	2171	1008	1538	1101	2509
gene:ENSG00000087128	4	68447463	68497604	+	50142	8	9	5	8	4	2	8	7	2	3	3	21	2	0	13	13
gene:ENSG00000197888	4	68537184	68568527	-	31344	733	18	664	38	12	4	171	10	10	14	602	16	16	6	412	28
gene:ENSG00000196620	4	68646597	68670652	-	24056	2278	32	2025	91	21	5	360	10	9	10	2209	10	29	10	661	14
gene:ENSG00000109181	4	68815994	68832023	+	16030	2786	114	2418	165	21	33	31	5	3	198	2235	2	20	122	572	13
gene:ENSG00000135220	4	68928463	68951804	-	23342	317	1025	264	8	4	371	73	5	3	690	314	5	2	955	102	24
gene:ENSG00000171234	4	69051363	69112987	+	61625	3030	3870	2737	269	50	1644	169	53	23	3679	2580	136	79	4939	734	295
gene:ENSG00000213759	4	69199951	69214748	-	14798	522	62	443	32	4	41	12	3	2	110	771	2	11	126	57	11
gene:ENSG00000135226	4	69280475	69295050	+	14576	152	19	147	3	1	8	2	2	0	124	196	6	0	23	19	6
gene:ENSG00000156096	4	69480165	69526014	-	45850	4079	104	3746	522	285	19	896	52	50	88	2596	31	721	58	1060	181
gene:ENSG00000173610	4	69588417	69653249	-	64833	288	3	198	4	3	0	43	0	1	105	20	2	2	134	103	6
gene:ENSG00000271271	4	69589309	69639642	-	50334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000173597	4	69721167	69787961	-	66795	1271	24	850	137	30	23	399	132	6	50	399	70	49	36	489	364
gene:ENSG00000284695	4	69810780	69847786	-	37007	104	2	64	10	3	3	5	15	2	11	195	5	1	5	2	40
gene:ENSG00000109193	4	69841212	69860145	-	18934	620	3	400	38	4	2	10	43	0	10	430	17	3	5	6	297
gene:ENSG00000126545	4	69931068	69946574	+	15507	0	0	0	1	1	1	3	4	0	0	0	5	0	1	2	3
gene:ENSG00000135222	4	69955256	69961007	-	5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000126549	4	69995931	70002570	+	6640	0	1	0	0	1	0	0	1	0	0	1	3	0	0	1	0
gene:ENSG00000205649	4	70028413	70036538	+	8126	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
gene:ENSG00000126550	4	70050438	70058848	+	8411	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
gene:ENSG00000187533	4	70133616	70176799	+	43184	7	7	3	7	1	2	5	7	2	5	5	8	3	7	12	11
gene:ENSG00000109205	4	70196496	70204576	+	8081	0	6	0	7	2	5	0	54	0	33	1	80	0	3	0	28
gene:ENSG00000181617	4	70226124	70235252	+	9129	0	3	0	1	0	0	0	0	0	0	0	2	1	1	0	2
gene:ENSG00000171209	4	70242588	70251428	+	8841	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
gene:ENSG00000145309	4	70334981	70337116	+	2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000109208	4	70360760	70367158	+	6399	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene:ENSG00000171201	4	70370093	70390244	+	20152	6	7	5	8	2	4	2	7	1	4	4	7	8	5	10	13
gene:ENSG00000171199	4	70397931	70410195	+	12265	1	0	0	2	0	0	0	0	0	1	8	0	1	0	0	0
gene:ENSG00000171195	4	70430492	70482997	+	52506	4	5	4	7	2	5	5	7	3	10	5	6	2	8	9	11
gene:ENSG00000187689	4	70518569	70532743	+	14175	2	1	1	13	0	2	4	4	0	0	2	3	3	2	7	15
gene:ENSG00000178522	4	70592256	70607288	+	15033	3	7	6	0	1	1	2	4	0	3	4	6	3	8	11	6
gene:ENSG00000132464	4	70628744	70646824	+	18081	41	118	41	4	128	517	26	6	5	353	17	11	88	538	24	20
gene:ENSG00000132465	4	70655541	70681817	-	26277	419	636	395	1641	194	202	737	1187	11	115	113	1425	57	644	338	1273
gene:ENSG00000132467	4	70688532	70690551	+	2020	490	393	400	332	252	230	292	463	37	473	269	324	237	501	366	543
gene:ENSG00000018189	4	70704204	70808619	+	104416	1488	1751	972	1096	865	1503	1459	1742	342	2331	737	2351	1451	4001	1397	3370
gene:ENSG00000132463	4	70815783	70839897	-	24115	1392	1401	1024	1007	1174	1137	970	1494	239	1592	757	1239	1430	1888	791	1919
gene:ENSG00000173542	4	70902326	71022449	+	120124	434	697	317	435	440	907	320	824	80	1701	299	1162	770	3065	408	2037
gene:ENSG00000156136	4	70992538	71030914	+	38377	179	228	115	252	122	177	112	265	14	315	115	491	163	489	124	596
gene:ENSG00000080493	4	71062667	71572087	+	509421	918	1549	682	269	217	583	550	581	83	3420	1105	1148	500	5131	1174	875
gene:ENSG00000145321	4	71741696	71804041	-	62346	4560	205	3914	748	404	83	3250	56	52	415	3502	57	215	82	2365	82
gene:ENSG00000056291	4	72031804	72148067	+	116264	5	27	9	13	7	10	13	6	12	11	10	16	12	17	22	20
gene:ENSG00000156140	4	72280969	72569221	-	288253	46	186	29	129	87	54	51	202	5	98	21	158	58	111	77	299
gene:ENSG00000163626	4	73052362	73069755	-	17394	563	436	425	359	130	188	184	236	58	529	289	321	341	489	224	516
gene:ENSG00000132466	4	73073376	73258798	-	185423	2336	1445	1697	1298	1396	1642	1633	2178	236	2240	1215	3201	1940	2806	1591	4066
gene:ENSG00000163631	4	73397114	73421482	+	24369	8132	1959	7223	3147	2288	1130	4805	777	796	2181	9213	704	2097	2924	5232	1307
gene:ENSG00000081051	4	73431138	73456174	+	25037	55	15	24	5	2	1	10	2	2	105	82	2	1	42	43	6
gene:ENSG00000079557	4	73481745	73504001	+	22257	3374	214	2657	143	78	31	1848	19	9	1457	3730	15	129	1139	2475	50
gene:ENSG00000169435	4	73571550	73620631	-	49082	234	735	111	126	4	288	26	130	4	325	24	152	5	621	90	158
gene:ENSG00000169429	4	73740541	73743716	+	3176	148	306	82	602	54	32	241	1105	14	183	42	2467	185	310	264	815
gene:ENSG00000124875	4	73836640	73849064	+	12425	112	527	67	8	18	22	136	39	1	9	78	39	12	117	53	62
gene:ENSG00000109272	4	73853296	73854483	+	1188	11	16	0	5	5	0	6	5	1	8	6	21	3	8	25	8
gene:ENSG00000163739	4	73869393	73871308	+	1916	131	385	103	159	119	59	119	687	54	28	35	351	180	397	152	408
gene:ENSG00000163737	4	73980811	73982027	-	1217	11	3	8	16	7	1	11	18	1	1	1	65	16	4	57	65
gene:ENSG00000163736	4	73986439	73988190	-	1752	25	4	9	71	24	1	29	42	2	2	3	301	45	24	261	435
gene:ENSG00000163735	4	73995642	73998677	-	3036	16	73	13	64	21	11	16	684	3	12	21	410	20	14	39	995
gene:ENSG00000163734	4	74036589	74038807	-	2219	79	51	53	164	25	12	56	414	62	16	9	869	91	42	95	398
gene:ENSG00000081041	4	74097040	74099196	-	2157	2350	192	1853	404	257	53	1396	1217	537	42	224	1315	848	262	2052	619
gene:ENSG00000163738	4	74114174	74303099	+	188926	2122	470	1390	278	542	443	1132	404	39	611	245	510	550	592	2230	613
gene:ENSG00000182585	4	74308470	74316789	+	8320	11	1	5	4	7	6	22	10	0	4	1	15	43	5	4	14
gene:ENSG00000124882	4	74365145	74388749	+	23605	12	12	1	42	200	9	34	310	3	6	2	255	231	14	114	603
gene:ENSG00000109321	4	74445136	74455005	+	9870	41	132	29	380	692	13	46	944	8	5	2	446	296	49	189	1241
gene:ENSG00000174808	4	74744759	74794523	-	49765	38	214	35	118	4	250	10	170	2	481	32	270	27	377	25	403
gene:ENSG00000169116	4	74933095	75050115	+	117021	79	1346	88	645	1336	555	134	1591	256	2236	29	1267	1740	1885	149	1409
gene:ENSG00000163743	4	75479037	75514764	-	35728	472	419	324	313	474	474	449	634	45	691	309	561	624	848	477	1188
gene:ENSG00000174796	4	75513946	75550473	+	36528	551	661	373	489	277	343	286	304	97	679	341	386	425	686	242	783
gene:ENSG00000174792	4	75556048	75565885	+	9838	6	10	3	6	6	3	4	7	0	12	3	4	6	12	9	16
gene:ENSG00000138769	4	75576496	75630716	-	54221	15	446	21	120	24	565	34	545	4	618	19	389	22	451	88	207
gene:ENSG00000138757	4	75642782	75724525	-	81744	1547	1356	1164	1253	1198	886	821	1900	150	1809	906	2736	1435	2169	1020	2772
gene:ENSG00000138768	4	75724593	75814286	+	89694	2247	1286	1702	1195	1351	881	1618	1657	212	1776	1173	2000	1697	1996	1369	2517
gene:ENSG00000156194	4	75859864	75902571	-	42708	16	22	14	21	22	17	49	46	9	29	25	41	44	32	66	55
gene:ENSG00000138744	4	75913660	75941013	-	27354	753	610	560	742	300	631	608	718	87	1211	658	905	456	1398	578	1685
gene:ENSG00000198301	4	75940950	75990962	-	50013	654	577	417	462	406	336	425	460	67	685	342	453	381	677	410	1018
gene:ENSG00000138755	4	76001275	76007509	-	6235	6	33	6	814	0	3	1	91	35	287	45	320	20	204	12	422
gene:ENSG00000156219	4	76011184	76112802	+	101619	25	20	14	20	1149	13	29	31	104	23	26	79	1493	22	85	101
gene:ENSG00000169245	4	76021118	76023497	-	2380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000169248	4	76033682	76041415	-	7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000138750	4	76114659	76148444	-	33786	658	597	437	537	365	276	322	828	57	641	386	876	425	606	332	1072
gene:ENSG00000138760	4	76158737	76234536	-	75800	3249	2090	2535	2675	2378	1619	3260	3993	445	2596	2118	3917	1714	3118	1997	4553
gene:ENSG00000189157	4	76214040	76283783	+	69744	38	24	26	29	2	8	13	11	1	35	33	27	15	18	19	37
gene:ENSG00000272414	4	76251721	76311129	+	59409	53	50	41	39	16	84	72	55	4	100	113	74	35	122	35	114
gene:ENSG00000118804	4	76306026	76311599	+	5574	16	7	2	3	6	0	12	2	0	0	23	14	3	3	33	18
gene:ENSG00000163749	4	76312997	76421868	-	108872	451	439	282	183	140	144	251	235	23	367	278	275	143	407	199	363
gene:ENSG00000138771	4	76435229	76783253	+	348025	1250	1287	809	730	327	1103	823	2679	62	1368	1034	2504	399	1677	1011	1536
gene:ENSG00000186212	4	76894152	76898144	-	3993	522	164	427	45	3	143	199	154	2	267	458	31	6	452	213	61
gene:ENSG00000138758	4	76949703	77040384	+	90682	1782	1875	1234	2079	854	1438	1299	1855	307	2767	626	3084	1270	3659	1106	4685
gene:ENSG00000118816	4	77047155	77075989	-	28835	1612	2507	1327	2393	2221	2129	2033	3253	315	2665	1125	3404	2422	3319	1308	3940
gene:ENSG00000138764	4	77157207	77433388	+	276182	4997	1240	3522	749	373	1279	405	1280	94	1510	218	1483	349	1876	336	1475
gene:ENSG00000156234	4	77511753	77611834	+	100082	1097	119	813	187	82	135	278	222	34	227	329	82	80	182	244	161
gene:ENSG00000138767	4	77713387	77819615	-	106229	741	870	507	953	681	767	749	1448	68	1020	360	1752	826	1514	1574	3284
gene:ENSG00000169288	4	77862830	77952785	+	89956	566	507	378	321	320	367	398	387	78	652	257	229	545	598	340	703
gene:ENSG00000138759	4	78057323	78544269	+	486947	689	1459	569	869	431	1839	455	1124	109	3075	438	2187	657	4337	646	2802
gene:ENSG00000138772	4	78551747	78610451	+	58705	101	904	86	1337	789	155	129	2163	390	502	93	2693	1478	634	438	2703
gene:ENSG00000138756	4	78776342	78916372	+	140031	355	326	192	326	35	31	116	296	20	178	130	922	112	160	208	554
gene:ENSG00000163291	4	78887127	78939438	-	52312	376	202	269	225	160	186	191	575	12	347	135	487	317	410	146	674
gene:ENSG00000156269	4	79225694	79326061	-	100368	29	70	18	102	64	21	22	194	13	42	17	61	72	38	44	219
gene:ENSG00000196475	4	79406361	79408228	-	1868	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3
gene:ENSG00000163297	4	79901146	80125454	-	224309	1433	647	1127	1473	1020	308	1262	2174	122	755	761	1760	1087	716	575	2716
gene:ENSG00000152784	4	80183879	80204329	+	20451	25	53	16	98	124	19	33	188	13	34	2	131	105	43	42	209
gene:ENSG00000138675	4	80266599	80336680	+	70082	11	45	7	7	16	6	13	5	5	7	7	6	68	22	29	12
gene:ENSG00000197826	4	80335720	80963756	+	628037	61	89	47	126	35	43	81	115	16	91	42	364	58	121	195	249
gene:ENSG00000152785	4	81030708	81057632	+	26925	2	15	6	28	5	5	3	93	0	8	1	291	28	8	4	46
gene:ENSG00000138669	4	81087370	81215117	-	127748	13	83	16	55	10	42	40	218	5	81	14	321	14	75	37	180
gene:ENSG00000138670	4	81426393	82044244	-	617852	1736	435	1252	1393	309	258	1564	2555	86	483	508	4639	404	461	1372	1465
gene:ENSG00000138668	4	82352498	82374503	-	22006	2149	1991	1615	1916	1394	1362	1540	2570	407	2373	1292	2916	2290	3080	1767	4452
gene:ENSG00000152795	4	82422564	82430408	-	7845	2445	3037	1908	2711	1998	1777	2122	3699	496	3127	1588	3438	2534	3561	1875	4764
gene:ENSG00000145293	4	82430590	82461177	+	30588	419	647	312	462	208	378	298	527	59	699	227	585	325	681	280	806
gene:ENSG00000249242	4	82483170	82562357	-	79188	729	551	572	405	429	834	344	337	183	1054	709	668	611	1831	362	910
gene:ENSG00000145284	4	82629539	82798796	-	169258	138	788	94	412	254	914	145	657	55	1379	169	1109	204	1405	212	945
gene:ENSG00000138674	4	82818509	82901166	-	82658	3694	3440	2904	3143	1830	1797	2488	4606	497	3116	1790	5751	3058	4824	2480	6055
gene:ENSG00000168152	4	82900684	82919969	+	19286	38	6	13	18	26	34	29	38	1	20	11	25	26	66	25	53
gene:ENSG00000189308	4	82909973	83012926	-	102954	466	284	271	257	182	174	270	353	27	327	203	440	232	648	294	667
gene:ENSG00000138663	4	83034447	83075818	+	41372	510	557	354	431	446	395	379	602	102	750	265	650	578	734	276	859
gene:ENSG00000145287	4	83090048	83137075	-	47028	173	78	84	339	20	20	146	344	8	51	119	733	34	76	295	730
gene:ENSG00000173085	4	83261536	83284914	-	23379	329	189	253	241	283	92	169	147	53	219	124	215	332	274	169	378
gene:ENSG00000173083	4	83292461	83335153	-	42693	63	96	36	147	16	59	54	275	4	87	27	231	50	393	126	351
gene:ENSG00000163312	4	83407343	83455855	-	48513	443	411	296	354	221	264	350	441	52	512	192	382	353	596	382	781
gene:ENSG00000163319	4	83455932	83469735	+	13804	129	99	110	97	95	90	97	122	18	130	79	86	114	138	66	197
gene:ENSG00000163322	4	83459517	83523348	-	63832	47	115	42	93	58	73	67	100	14	120	27	127	77	145	70	208
gene:ENSG00000138678	4	83535914	83605875	+	69962	393	519	258	132	1129	472	249	413	74	2082	113	737	1414	2049	403	550
gene:ENSG00000163623	4	84491987	84498450	-	6464	0	1	0	4	0	1	0	23	0	1	0	1	0	0	2	1
gene:ENSG00000163624	4	84583127	84651334	+	68208	106	622	55	283	33	625	73	568	8	915	56	894	69	998	76	511
gene:ENSG00000163625	4	84669610	84966391	-	296782	1033	1686	657	1216	662	1158	901	1709	197	2565	614	2483	1119	2917	1162	3844
gene:ENSG00000138639	4	85475150	86002668	+	527519	141	675	107	338	148	529	177	532	49	1214	104	947	180	890	348	685
gene:ENSG00000109339	4	85990007	86594625	-	604619	155	1065	133	404	171	675	144	298	87	1439	141	1067	349	1440	345	826
gene:ENSG00000163629	4	86594315	86815171	+	220857	124	1318	120	566	222	1386	215	1139	69	3228	100	1679	444	3036	226	1587
gene:ENSG00000145283	4	86823468	86849384	-	25917	7	13	14	17	38	10	14	34	4	14	2	21	35	25	31	50
gene:ENSG00000163633	4	86876205	86892422	-	16218	44	41	35	42	27	16	31	48	6	54	15	66	34	44	28	73
gene:ENSG00000285458	4	86886472	86936178	-	49707	204	523	139	262	395	449	219	352	130	549	171	354	486	592	164	636
gene:ENSG00000172493	4	86935002	87141054	+	206053	2374	2783	1718	1825	2134	2136	2003	3132	402	3624	1694	4028	2202	4234	1808	5196
gene:ENSG00000145332	4	87160103	87240314	-	80212	667	393	479	316	443	523	501	580	129	679	294	556	437	1007	497	1019
gene:ENSG00000170509	4	87303789	87322886	-	19098	1721	30	1404	113	60	31	233	207	11	43	1897	299	53	53	536	249
gene:ENSG00000198189	4	87336515	87391188	-	54674	2423	926	2049	1289	523	393	1418	1386	95	837	799	1559	492	984	863	2069
gene:ENSG00000170502	4	87422573	87459455	+	36883	1165	954	910	553	851	897	1057	1549	124	923	500	921	736	1253	444	1259
gene:ENSG00000152583	4	87473335	87531061	-	57727	426	1582	433	4527	4000	1214	1006	4988	1754	1269	305	4126	4922	1597	922	5868
gene:ENSG00000152591	4	87608529	87616873	+	8345	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0
gene:ENSG00000152592	4	87650280	87664361	+	14082	1	0	2	3	1	2	1	1	1	2	1	4	1	0	8	3
gene:ENSG00000029559	4	87799554	87812435	+	12882	0	2	0	1	0	0	1	1	1	3	1	4	3	1	3	5
gene:ENSG00000152595	4	87821411	87846817	+	25407	20	8	13	31	1	30	6	9	0	101	16	77	2	28	4	72
gene:ENSG00000118785	4	87975650	87983426	+	7777	600	3382	532	197	119	2662	485	66	38	2379	460	301	128	5345	751	1231
gene:ENSG00000118762	4	88007635	88077777	+	70143	636	1526	479	1551	766	955	553	1695	160	2123	383	1978	963	2121	423	3318
gene:ENSG00000118777	4	88090150	88231628	-	141479	926	120	694	163	58	45	193	363	18	235	546	403	103	189	268	381
gene:ENSG00000163644	4	88257620	88284769	-	27150	519	602	341	757	1627	1126	663	1261	356	1285	192	1325	2894	1393	438	2007
gene:ENSG00000138642	4	88378739	88443111	+	64373	174	328	145	350	86	254	86	222	163	448	153	562	507	577	289	1051
gene:ENSG00000138646	4	88457119	88506163	+	49045	170	212	110	254	102	165	211	504	43	236	93	454	129	311	232	679
gene:ENSG00000145337	4	88520998	88523776	-	2779	609	478	472	518	557	399	510	561	83	700	460	578	490	661	404	712
gene:ENSG00000255072	4	88521573	88521789	-	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000287542	4	88523810	88708450	+	184641	29	162	29	58	60	183	36	58	28	239	46	64	118	403	47	274
gene:ENSG00000138641	4	88592434	88708541	+	116108	0	1	2	1	1	0	0	2	0	0	0	2	1	0	1	7
gene:ENSG00000177432	4	88695913	88697829	-	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000138640	4	88725955	89111398	-	385444	1622	1276	1292	1201	553	1370	1693	2750	175	1636	1377	3022	1158	1621	1284	2420
gene:ENSG00000180346	4	89111500	89114899	+	3400	583	168	430	97	46	70	380	201	19	150	352	104	41	135	369	146
gene:ENSG00000185477	4	89236383	89307800	-	71418	100	380	62	599	163	284	125	563	83	708	105	1444	486	1389	412	1772
gene:ENSG00000145335	4	89700345	89838315	-	137971	80	187	68	393	100	95	69	321	17	259	30	206	176	403	171	519
gene:ENSG00000138722	4	89879532	89954629	+	75098	199	144	210	704	801	107	1155	1561	10	74	45	597	464	87	1036	2237
gene:ENSG00000184305	4	90127535	91601913	+	1474379	630	1257	584	871	674	1032	675	1055	467	1676	580	1120	858	1568	1086	1226
gene:ENSG00000279013	4	91603275	91605292	+	2018	0	8	0	3	9	12	1	4	1	19	0	1	12	21	0	6
gene:ENSG00000280056	4	92260367	92260751	-	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000152208	4	92303966	93810157	+	1506192	137	149	90	98	174	119	179	128	79	196	115	194	145	233	440	284
gene:ENSG00000172238	4	93828753	93830966	+	2214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000163104	4	94207611	94291292	+	83682	794	689	554	593	516	631	671	683	95	871	344	768	510	985	512	1291
gene:ENSG00000163106	4	94298535	94342876	-	44342	34	72	19	149	7	7	16	186	3	37	20	294	36	15	64	468
gene:ENSG00000163110	4	94451857	94668227	+	216371	2876	1885	2215	1221	4624	899	1394	1688	877	1798	1338	2789	7757	2950	1712	4190
gene:ENSG00000138696	4	94757955	95158448	+	400494	82	180	50	116	58	435	118	206	25	857	56	337	101	562	182	259
gene:ENSG00000182168	4	95162504	95549206	-	386703	122	186	94	390	139	144	133	524	75	335	89	793	244	610	247	1129
gene:ENSG00000163114	4	95840093	95841464	+	1372	18	26	18	9	32	25	15	16	10	33	13	18	45	33	12	33
gene:ENSG00000163116	4	97184093	98143476	-	959384	313	425	236	264	216	367	286	299	90	535	250	410	221	488	438	485
gene:ENSG00000138698	4	98261384	98443861	+	182478	1024	723	680	678	319	454	1206	1004	92	748	455	1059	403	898	561	1374
gene:ENSG00000168785	4	98470367	98658611	-	188245	81	225	60	266	73	217	59	470	21	433	34	492	111	627	151	659
gene:ENSG00000151247	4	98871684	98930637	-	58954	529	534	417	395	476	444	505	768	54	728	393	803	454	856	497	1121
gene:ENSG00000164024	4	98995659	99062809	+	67151	832	827	652	469	668	462	563	855	127	877	459	820	882	1244	491	1120
gene:ENSG00000197894	4	99070978	99088801	-	17824	2037	1441	1559	1209	802	939	752	1265	219	1741	1558	1403	1449	1674	725	1835
gene:ENSG00000198099	4	99123657	99157792	-	34136	7947	191	6450	534	87	27	370	43	26	50	7902	98	157	74	2176	134
gene:ENSG00000172955	4	99202638	99219537	-	16900	3816	336	3212	204	36	33	366	40	8	1097	3364	89	42	771	933	105
gene:ENSG00000187758	4	99276369	99291003	-	14635	2642	194	2198	510	294	72	580	497	57	137	3674	447	256	68	1387	525
gene:ENSG00000196616	4	99304971	99352760	-	47790	9457	1934	8296	5084	3529	790	5039	6273	368	1394	7458	4849	2537	739	4667	7328
gene:ENSG00000248144	4	99336497	99352746	-	16250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000196344	4	99412261	99435737	-	23477	25	5	22	4	3	3	7	8	1	2	33	84	3	7	8	9
gene:ENSG00000138813	4	99511012	99542303	+	31292	5	1	2	3	1	2	3	3	0	0	4	5	2	5	13	3
gene:ENSG00000145331	4	99546709	99564039	-	17331	256	86	171	93	218	187	247	227	16	250	208	145	84	188	125	155
gene:ENSG00000138823	4	99563761	99623999	+	60239	3116	118	2510	88	52	89	1015	8	14	366	1874	24	56	350	843	44
gene:ENSG00000248713	4	99636529	99654648	-	18120	1	13	6	0	786	166	4	1	0	209	1	4	11	57	12	8
gene:ENSG00000070190	4	99816827	99870190	+	53364	44	100	34	286	12	19	27	125	4	22	24	247	24	77	118	445
gene:ENSG00000279913	4	99844138	99844696	+	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000109270	4	99878336	99894428	-	16093	580	753	445	508	478	529	487	607	66	967	347	620	599	973	349	958
gene:ENSG00000164031	4	99896248	99946618	-	50371	634	643	433	625	505	507	509	968	53	934	348	1395	573	1221	468	1992
gene:ENSG00000279098	4	99942081	99942522	-	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164032	4	99948086	99950355	-	2270	518	556	390	564	690	499	431	1243	85	621	310	886	440	661	370	992
gene:ENSG00000145358	4	100185870	100190782	-	4913	6	104	3	5	22	739	35	217	19	443	11	33	26	324	8	83
gene:ENSG00000164035	4	100395341	100880126	-	484786	147	1237	107	895	693	547	271	1079	508	3580	194	2908	1242	3105	661	2553
gene:ENSG00000138814	4	101023409	101348278	-	324870	822	843	598	962	496	391	488	1817	111	739	490	2319	686	847	636	2305
gene:ENSG00000153064	4	101411286	102074812	+	663527	117	254	61	346	58	120	118	481	36	222	57	545	104	523	421	516
gene:ENSG00000138821	4	102251041	102431258	-	180218	1002	562	786	2392	346	198	379	3918	32	567	456	5674	392	412	401	4334
gene:ENSG00000109320	4	102501331	102617302	+	115972	846	1025	661	967	730	449	853	1665	139	854	437	2509	772	1119	707	2427
gene:ENSG00000109323	4	102630770	102760994	-	130225	828	834	535	1057	278	428	473	1264	95	847	314	1477	562	921	511	1947
gene:ENSG00000109332	4	102794383	102868896	-	74514	2734	2209	2144	2416	2974	2377	3108	4410	352	2702	1874	5389	3055	3710	2750	5812
