# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/honeybee_genome/GCF_003254395.2_Amel_HAv3.1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR445999_dupsRemoved.bam" "SRR446000_dupsRemoved.bam" "SRR446001_dupsRemoved.bam" "SRR446002_dupsRemoved.bam" "SRR446003_dupsRemoved.bam" "SRR446004_dupsRemoved.bam" "SRR446005_dupsRemoved.bam" "SRR446006_dupsRemoved.bam" "SRR446007_dupsRemoved.bam" "SRR446008_dupsRemoved.bam" "SRR446009_dupsRemoved.bam" "SRR446010_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR445999_dupsRemoved.bam	SRR446000_dupsRemoved.bam	SRR446001_dupsRemoved.bam	SRR446002_dupsRemoved.bam	SRR446003_dupsRemoved.bam	SRR446004_dupsRemoved.bam	SRR446005_dupsRemoved.bam	SRR446006_dupsRemoved.bam	SRR446007_dupsRemoved.bam	SRR446008_dupsRemoved.bam	SRR446009_dupsRemoved.bam	SRR446010_dupsRemoved.bam
gene-LOC100576532	NC_037648.1	13634192	13635232	+	1041	272	430	203	184	211	372	269	316	193	247	298	195
gene-LOC725615	NC_037648.1	13634378	13637512	-	3135	5782	8444	5611	5566	5412	7979	5200	6310	4290	5413	6406	4712
gene-LOC552715	NC_037648.1	13637817	13639440	-	1624	2904	4216	2629	2620	2620	3972	2643	3243	2175	2864	3310	2287
gene-LOC100576646	NC_037648.1	13640232	13642903	-	2672	3261	5575	2359	2083	2127	3502	2550	4512	1982	2831	3191	2585
gene-LOC107965235	NC_037648.1	13643026	13643958	+	933	10	6	6	4	3	3	7	7	4	3	6	3
gene-LOC100576742	NC_037648.1	13643444	13647847	-	4404	72	203	107	68	109	102	92	128	53	80	57	84
gene-LOC100576773	NC_037648.1	13649300	13657512	-	8213	117	172	98	95	107	108	116	168	71	145	102	93
gene-LOC107965236	NC_037648.1	13651477	13654782	+	3306	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC409260	NC_037648.1	13659681	13671130	-	11450	6055	9392	5912	6361	5163	8725	4875	5342	2601	4689	4602	3815
gene-LOC552689	NC_037648.1	13676286	13679302	+	3017	1271	2267	1142	1106	1187	1842	1065	1182	983	1233	1578	1055
gene-LOC552683	NC_037648.1	13679355	13681140	-	1786	2776	4463	3055	3033	2957	4434	2487	3020	2100	2560	3220	2493
gene-LOC725780	NC_037648.1	13681546	13686262	+	4717	7568	11042	6318	5889	6251	9675	6193	7780	4405	6733	7492	5213
gene-LOC102654161	NC_037648.1	13683331	13685102	-	1772	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410253	NC_037648.1	13686610	13708311	-	21702	7646	12824	6732	5984	6254	9988	5345	9244	6894	8406	10239	7024
gene-LOC107965194	NC_037648.1	13692411	13806653	+	114243	235	683	213	223	205	290	229	309	180	205	296	241
gene-TRNAH-GUG-2	NC_037648.1	13776550	13776621	+	72	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219110	NC_037648.1	13792112	13795420	-	3309	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219117	NC_037648.1	13808554	13814108	+	5555	46	100	18	24	26	50	33	58	30	37	50	27
gene-LOC100577041	NC_037648.1	13831900	13834616	-	2717	37	61	22	15	19	62	18	22	26	28	29	18
gene-LOC102654363	NC_037648.1	13836175	13838531	+	2357	5	22	7	7	8	17	5	16	5	9	8	12
gene-LOC408310	NC_037648.1	13845074	13848285	+	3212	156	314	106	93	108	137	125	227	108	189	257	118
gene-LOC113219133	NC_037648.1	13847425	13849118	-	1694	34	72	44	32	31	57	41	70	47	64	70	40
gene-LOC410254	NC_037648.1	13848442	13850983	+	2542	319	678	249	215	184	293	274	504	302	393	496	321
gene-LOC552619	NC_037648.1	13860606	13923685	-	63080	994	4378	528	792	582	790	1378	2241	1002	1130	1420	932
gene-LOC725952	NC_037648.1	13935791	13939562	-	3772	192	295	137	119	114	192	163	191	132	196	227	191
gene-LOC408311	NC_037648.1	13939677	13987149	-	47473	3892	7941	3164	2809	2896	4876	3148	5155	3283	4487	5214	3897
gene-LOC102654792	NC_037648.1	13954070	13958630	+	4561	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654712	NC_037648.1	13974634	13976928	+	2295	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726018	NC_037648.1	13987143	13990427	-	3285	2101	3388	1750	1731	1933	2717	2074	2439	1479	2024	2453	1754
gene-LOC408312	NC_037648.1	13990683	13993935	+	3253	2198	2903	1536	1513	1675	2553	2002	2318	994	1546	1886	1294
gene-LOC107965270	NC_037648.1	13994737	13996257	+	1521	917	1358	1002	768	867	1376	782	1019	702	949	1164	780
gene-LOC410255	NC_037648.1	13996326	14000301	-	3976	5549	8277	4046	4221	4647	6783	5813	6787	3711	5289	6184	4445
gene-LOC410256	NC_037648.1	14000526	14006037	+	5512	5317	7788	3112	3725	3676	6807	5260	5614	2047	3720	4231	3169
gene-LOC552557	NC_037648.1	14008983	14013695	-	4713	3214	5167	3243	3029	3116	4973	2915	3330	2073	3177	3343	2730
gene-LOC113219126	NC_037648.1	14013459	14014950	+	1492	88	172	84	57	95	146	72	82	69	108	88	114
gene-mGlutR1	NC_037648.1	14015127	14045583	-	30457	2976	5696	2044	2245	1885	3021	2750	3966	2341	2888	4107	2589
gene-LOC410257	NC_037648.1	14045601	14052256	+	6656	7643	11454	6442	6358	6674	10626	6960	8648	4689	7073	8244	5824
gene-LOC552511	NC_037648.1	14053071	14055264	-	2194	6134	7714	4559	4564	4831	6485	5607	6441	4580	5716	6380	5109
gene-LOC410258	NC_037648.1	14055464	14059408	-	3945	16133	22876	11462	11003	10866	18448	12781	16744	8773	12257	14736	11539
gene-LOC408314	NC_037648.1	14060222	14062244	-	2023	2132	3000	1872	1786	2066	3095	1930	2350	1411	2065	2409	1659
gene-LOC408315	NC_037648.1	14062937	14084011	+	21075	16954	22733	10399	10136	12473	16313	16273	24848	10535	15246	15041	14258
gene-LOC102655785	NC_037648.1	14072788	14075420	-	2633	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410259	NC_037648.1	14089274	14168184	-	78911	2223	5831	1678	1418	1753	2331	1814	3829	1841	2505	2919	2303
gene-LOC107965165	NC_037648.1	14099941	14103139	+	3199	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102656080	NC_037648.1	14160302	14162720	+	2419	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726301	NC_037648.1	14171668	14173651	-	1984	4788	7205	5030	5249	4910	7439	4255	5165	3559	4661	5530	3913
gene-LOC100577687	NC_037648.1	14173150	14176410	+	3261	6534	9927	6121	5656	6336	9200	5735	7494	4397	6427	7356	5429
gene-LOC408316	NC_037648.1	14176486	14184439	-	7954	5117	10034	2999	2774	3178	5073	4114	7220	2612	4269	5253	3599
gene-LOC113219094	NC_037648.1	14187574	14193398	-	5825	67	166	67	47	78	133	76	81	36	68	72	65
gene-LOC102656537	NC_037648.1	14188005	14189320	+	1316	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219095	NC_037648.1	14197852	14200831	-	2980	356	514	301	291	303	542	263	303	186	305	330	226
gene-LOC113219113	NC_037648.1	14201124	14204777	-	3654	25	114	34	71	40	53	20	36	36	38	28	20
gene-LOC102656683	NC_037648.1	14208347	14211195	+	2849	3	12	2	9	3	4	2	8	5	4	12	7
gene-LOC107965290	NC_037648.1	14210802	14212816	-	2015	2	12	4	3	0	5	2	9	5	6	7	7
gene-LOC102656707	NC_037648.1	14214820	14215922	-	1103	8	19	10	7	7	12	8	16	6	14	9	12
gene-LOC107965253	NC_037648.1	14216763	14229944	-	13182	907	1522	645	601	645	905	740	1048	584	789	851	589
gene-Mir8	NC_037648.1	14231874	14231958	-	85	1	4	1	2	0	0	0	1	2	1	0	0
gene-LOC102656859	NC_037648.1	14237793	14243265	-	5473	170	310	204	185	166	318	131	142	95	163	128	124
gene-LOC100578910	NC_037648.1	14244285	14247060	-	2776	342	451	212	215	242	389	311	336	182	267	347	265
gene-LOC113219065	NC_037648.1	14244593	14245126	+	534	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107965250	NC_037648.1	14247574	14258092	+	10519	6346	9962	3459	3243	3971	6468	5091	7317	3532	5452	6345	4724
gene-LOC410261	NC_037648.1	14256703	14275861	-	19159	155	410	101	115	113	189	96	271	115	180	170	177
gene-LOC100577914	NC_037648.1	14271480	14277309	+	5830	1	7	1	3	3	3	4	5	2	5	3	3
gene-LOC410262	NC_037648.1	14279520	14283426	-	3907	7104	10415	6732	6649	6558	10224	6435	8087	4880	6741	7777	5578
gene-LOC102653824	NC_037648.1	14282098	14282630	-	533	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410263	NC_037648.1	14283797	14289254	+	5458	12707	18178	10520	10345	11239	16523	12118	14051	7672	10804	12415	9795
gene-LOC102654090	NC_037648.1	14289744	14290688	+	945	583	969	564	583	553	809	466	607	471	590	723	512
gene-LOC102654041	NC_037648.1	14290723	14294418	-	3696	209	499	254	243	300	440	209	325	160	227	320	239
gene-LOC102653994	NC_037648.1	14294706	14296033	+	1328	49	111	55	57	51	102	41	47	23	49	58	54
gene-LOC726506	NC_037648.1	14296160	14299225	-	3066	504	1055	725	664	601	1089	460	654	307	474	611	397
gene-LOC552295	NC_037648.1	14299547	14300758	+	1212	3506	5953	3938	3870	3510	5682	3031	3720	2476	3242	3596	2732
gene-TpnCI	NC_037648.1	14303381	14309559	+	6179	1858	1551	968	621	2854	1920	651	991	1239	820	868	880
gene-LOC409152	NC_037648.1	14309646	14313490	-	3845	11658	16212	8707	8898	9957	13552	10836	12840	7097	10015	11768	9381
gene-LOC726875	NC_037648.1	14313639	14324369	+	10731	10959	15737	7566	7123	8503	13880	8966	11543	6101	9215	10966	7522
gene-LOC726861	NC_037648.1	14323653	14330073	-	6421	1201	1137	895	604	716	939	1300	1426	740	1247	1289	1163
gene-LOC413942	NC_037648.1	14331563	14337488	+	5926	289	382	207	163	191	284	154	363	206	278	328	242
gene-LOC413943	NC_037648.1	14337974	14342876	-	4903	5111	10794	4568	4143	4261	6474	4094	7887	3710	5041	6093	4287
gene-LOC413944	NC_037648.1	14343352	14347730	-	4379	6008	8478	5047	4989	5274	7686	5659	6904	3941	5596	6589	4631
gene-LOC413457	NC_037648.1	14348153	14356565	+	8413	13326	19530	9964	10177	11194	16825	12831	14959	7228	10700	13134	9806
gene-LOC726801	NC_037648.1	14358094	14360893	+	2800	3890	5563	2942	2926	3137	4673	3645	4278	2258	3313	3837	2811
gene-LOC409919	NC_037648.1	14363099	14374104	-	11006	6467	10152	3755	3482	3946	6004	4497	7500	3261	4942	5496	4641
gene-LOC107965252	NC_037648.1	14364762	14365397	+	636	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219071	NC_037648.1	14365529	14366168	+	640	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726781	NC_037648.1	14374448	14378919	-	4472	1939	2572	1724	1676	1623	2477	1662	1820	1412	1933	2049	1521
gene-LOC113219129	NC_037648.1	14374900	14375486	+	587	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC551073	NC_037648.1	14377012	14398074	+	21063	23929	39650	19487	18318	18317	29517	18368	27481	15225	21848	25621	17504
gene-LOC408317	NC_037648.1	14399987	14404363	+	4377	558	955	480	310	383	780	382	544	236	448	489	367
gene-LOC113219128	NC_037648.1	14403500	14405586	-	2087	80	106	60	52	71	94	89	70	46	68	84	80
gene-LOC411457	NC_037648.1	14406508	14414597	+	8090	15239	20349	8901	9049	10893	17126	13945	16594	7692	12796	14439	11356
gene-LOC409068	NC_037648.1	14417311	14420257	+	2947	10524	15908	8821	8661	8070	12443	9543	11404	6462	9174	9788	8008
gene-LOC102655688	NC_037648.1	14420635	14422542	-	1908	1787	2568	1716	1630	1722	2517	1544	1950	1324	1629	1929	1570
gene-LOC411458	NC_037648.1	14426719	14431303	-	4585	2947	4604	1941	1891	2030	4121	2623	3151	1389	2050	2658	1838
gene-LOC551987	NC_037648.1	14431863	14439350	+	7488	20757	33401	19823	18689	19043	28820	17572	24674	15143	21804	24943	17233
gene-LOC409070	NC_037648.1	14439730	14444382	-	4653	14163	18712	12059	11387	12645	18285	12600	15615	9705	14209	15453	11436
gene-LOC409476	NC_037648.1	14446241	14453218	-	6978	7307	10627	6289	6186	6537	9958	6974	8304	4686	6458	7935	5968
gene-LOC100576153	NC_037648.1	14447675	14449052	+	1378	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC409475	NC_037648.1	14453382	14456666	+	3285	16596	21902	13391	13175	13732	18921	15952	19264	10374	15220	16140	13169
gene-LOC412944	NC_037648.1	14457486	14462151	-	4666	5428	7958	4444	4441	4921	7925	5219	6161	3166	4532	5802	3954
gene-LOC413916	NC_037648.1	14462530	14464801	+	2272	3470	5239	2829	2842	2900	4358	3135	3634	1860	2881	3196	2499
gene-LOC100576186	NC_037648.1	14466095	14468277	-	2183	283	403	247	207	236	357	223	305	197	242	296	247
gene-LOC726612	NC_037648.1	14468660	14470335	-	1676	1962	2886	1807	1866	1934	2726	1637	2118	1476	1886	2290	1616
gene-LOC107965224	NC_037648.1	14471046	14471848	+	803	295	375	167	191	197	304	296	277	174	223	302	212
gene-LOC100579040	NC_037648.1	14472319	14475344	+	3026	5700	7653	4809	4603	4636	6792	4777	5513	3378	4725	5741	3950
gene-LOC411433	NC_037648.1	14475634	14477823	-	2190	10145	14196	8712	8859	9129	13287	9179	11144	6781	9127	10924	8171
gene-LOC726564	NC_037648.1	14478611	14480706	-	2096	1279	1929	1317	1265	1236	1932	1110	1282	867	1103	1382	958
gene-LOC113219098	NC_037648.1	14490243	14495252	+	5010	857	1293	462	415	478	895	572	830	388	574	708	527
gene-LOC411552	NC_037648.1	14499154	14502255	-	3102	326	595	116	153	146	180	264	293	208	239	281	193
gene-LOC551734	NC_037648.1	14502705	14507031	-	4327	10336	14917	8960	8901	9403	13712	9759	11891	6805	9327	11094	8372
gene-LOC410264	NC_037648.1	14507499	14509625	-	2127	2433	3550	2152	1972	2101	3171	2257	2701	1654	2285	2553	1920
gene-LOC100576185	NC_037648.1	14509739	14515714	+	5976	4497	6719	3846	3615	4074	7014	4153	5312	2877	3721	4612	3608
gene-LOC100576286	NC_037648.1	14515703	14518025	-	2323	4130	5876	3934	3866	3974	5914	3518	4278	3194	3852	4706	3388
gene-LOC410266	NC_037648.1	14518146	14519986	+	1841	2405	3534	2393	2374	2242	3364	2166	2602	1713	2320	2526	1948
gene-LOC724460	NC_037648.1	14521083	14562543	+	41461	3994	7992	3304	3320	3278	4914	3304	5442	3049	3849	4999	3573
gene-LOC102653678	NC_037648.1	14527752	14540438	-	12687	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC724502	NC_037648.1	14563526	14566557	-	3032	979	1355	679	674	770	1180	834	1067	610	889	1094	801
gene-LOC102654866	NC_037648.1	14573308	14579693	+	6386	2765	5388	1550	1257	1360	2446	2481	3840	1299	2191	2274	2110
gene-LOC102654793	NC_037648.1	14595939	14598314	+	2376	40	62	13	26	19	24	25	40	28	29	39	25
gene-LOC100576557	NC_037648.1	14602990	14612564	+	9575	166	493	72	130	114	81	215	291	189	176	231	127
gene-LOC102654613	NC_037648.1	14633535	14634986	+	1452	15	31	8	11	7	7	13	20	18	17	13	11
gene-LOC107965243	NC_037648.1	14652630	14653762	+	1133	7	38	4	13	11	10	14	18	9	10	16	13
gene-LOC102654487	NC_037648.1	14684217	14685772	+	1556	21	30	6	14	12	6	13	26	17	13	12	16
gene-Mir3764	NC_037648.1	14703392	14703512	-	121	63	114	42	34	25	43	42	69	52	64	61	29
gene-LOC102654444	NC_037648.1	14704438	14706839	+	2402	205	546	84	123	91	144	204	301	137	155	214	129
gene-LOC551501	NC_037648.1	14726244	14792698	-	66455	6663	9730	4132	3787	3897	6257	5112	6239	3462	4922	5370	4326
gene-LOC102654947	NC_037648.1	14738389	14744122	+	5734	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107965256	NC_037648.1	14763624	14766614	+	2991	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219075	NC_037648.1	14784587	14785363	+	777	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC408319	NC_037648.1	14793998	14802917	-	8920	6438	10129	5706	5876	6397	10308	5566	7208	4015	5409	7222	4921
gene-LOC724685	NC_037648.1	14803730	14807137	+	3408	12362	17516	10528	10649	10665	15636	10266	12520	8158	11632	13817	9880
gene-LOC113219067	NC_037648.1	14804284	14804812	-	529	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410154	NC_037648.1	14807228	14821153	+	13926	10052	18247	9811	7647	9694	16341	8249	12645	7679	11475	13728	9427
gene-LOC102655371	NC_037648.1	14813423	14814349	-	927	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC724756	NC_037648.1	14814382	14815565	+	1184	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC551424	NC_037648.1	14822084	14830891	-	8808	12425	17787	9847	8815	9636	15275	11305	13744	7274	11150	12650	9226
gene-LOC724842	NC_037648.1	14831018	14832401	+	1384	2759	3738	2204	2329	2422	3605	2327	2824	1869	2292	2969	2279
gene-LOC724877	NC_037648.1	14833004	14836452	-	3449	11237	16276	9642	9334	9520	14180	10380	12123	7177	9956	11163	9240
gene-LOC409595	NC_037648.1	14840591	14842246	+	1656	10574	16362	9611	11024	9655	14173	9415	11392	6791	9738	11188	8613
gene-LOC409877	NC_037648.1	14843232	14847733	-	4502	14846	19259	12162	12665	12844	18440	13438	15778	10557	13287	15598	11649
gene-LOC552769	NC_037648.1	14849353	14851124	+	1772	5529	7675	4554	4524	4701	6789	5161	5952	3433	5003	5599	4164
gene-LOC100577344	NC_037648.1	14852408	14853466	+	1059	1584	1865	1006	958	1173	1615	1435	1388	1008	1305	1444	1120
gene-LOC412219	NC_037648.1	14854455	14860051	-	5597	11998	17410	8755	7523	8670	14373	9118	12677	6218	9418	11562	8166
gene-LOC727234	NC_037648.1	14860822	14862036	+	1215	2620	3884	2296	2328	2341	3430	2429	2767	1912	2468	2797	2029
gene-LOC409393	NC_037648.1	14862031	14870779	-	8749	10885	15846	8135	7979	9110	13566	10549	12432	6462	9727	11300	8634
gene-LOC552744	NC_037648.1	14871558	14874111	+	2554	12180	16070	9994	10182	10660	14400	11389	13539	8698	11252	13733	9928
gene-LOC727222	NC_037648.1	14874984	14877765	-	2782	3601	5567	3196	3219	3122	5412	3310	3782	2023	3033	3517	2465
gene-LOC551313	NC_037648.1	14880279	14881661	-	1383	10582	14360	9029	9007	8772	12536	9959	11423	6457	9409	9885	7784
gene-LOC552733	NC_037648.1	14882103	14883610	+	1508	326	439	295	231	280	391	278	360	214	297	295	228
gene-LOC411505	NC_037648.1	14883659	14886164	-	2506	5205	7619	4969	4895	4826	7935	4767	5646	3309	4574	5499	3905
gene-LOC409491	NC_037648.1	14885850	14888650	+	2801	3524	5186	3344	3257	3245	4767	3251	3954	2757	3451	4110	2979
gene-LOC552714	NC_037648.1	14888468	14892744	-	4277	10019	14779	8250	8336	9106	13063	9575	12099	7083	9199	11291	8475
gene-LOC413822	NC_037648.1	14893059	14895269	+	2211	7585	10875	6691	7146	6857	9583	6995	8395	5369	7111	8014	5797
gene-LOC552700	NC_037648.1	14895428	14902815	-	7388	17160	26288	15393	15413	16071	24656	15579	19230	11120	15691	18821	14013
gene-LOC551276	NC_037648.1	14903046	14905875	+	2830	11038	14703	9758	9933	9665	13948	9931	11616	7990	10131	11306	8636
gene-LOC410108	NC_037648.1	14909381	14917608	+	8228	2497	4778	1627	1513	1711	2811	2057	3424	1656	2125	2965	1836
gene-LOC727221	NC_037648.1	14918600	14933522	+	14923	44657	61758	30322	32813	37454	55989	45427	53259	26717	37083	46497	32509
gene-LOC412046	NC_037648.1	14935634	14950154	-	14521	12614	27620	8211	7532	7548	12482	10275	18654	7533	11658	12938	9565
gene-LOC409329	NC_037648.1	14951260	14953755	+	2496	8083	13253	8638	8802	8065	12955	7183	8914	5484	7534	8677	6622
gene-LOC100576647	NC_037648.1	14953512	14956354	-	2843	1894	3008	1838	1705	1917	2969	1637	2316	1405	1783	2155	1745
gene-LOC551964	NC_037648.1	14957094	14959317	-	2224	5397	8607	5280	5145	5038	7890	4806	5754	3444	4623	5485	4154
gene-LOC107965281	NC_037648.1	14960207	14964371	+	4165	8666	11776	7078	7379	7257	10818	8023	9364	5187	7492	8253	6636
gene-LOC725781	NC_037648.1	14965678	14970934	-	5257	7333	10508	5200	5383	6186	8834	7363	8578	4323	6344	7305	5306
gene-LOC409241	NC_037648.1	14971021	14974836	+	3816	19279	24974	10782	11131	11224	18130	17908	17382	6983	13212	12720	11596
gene-LOC411861	NC_037648.1	14978395	14980464	-	2070	7775	10683	6085	5468	6364	9117	7009	8456	5843	7811	9245	6655
gene-LOC411862	NC_037648.1	14981223	14982597	+	1375	2962	4128	2637	2576	2655	3542	2563	3291	2268	2833	3171	2526
gene-LOC411863	NC_037648.1	14982742	14984667	-	1926	6031	8886	6305	6552	6140	8973	4868	6273	3893	5683	6350	4838
gene-LOC409636	NC_037648.1	14985661	14989450	-	3790	1605	2181	1589	1607	1353	2244	1494	1637	1094	1538	1526	1241
gene-LOC409634	NC_037648.1	14987439	14995739	+	8301	101985	136784	69078	63140	72162	110193	81696	113604	58376	86473	95652	81114
gene-LOC102653856	NC_037648.1	14996216	14996646	-	431	145	221	110	93	131	226	98	139	116	140	173	150
gene-LOC100576717	NC_037648.1	14996872	15002814	+	5943	7497	11274	5721	5841	6078	10046	6831	7986	3523	5619	6318	4852
gene-LOC551467	NC_037648.1	15003330	15005477	-	2148	4472	6175	3728	3659	4010	5702	3896	5011	3362	4304	5126	3830
gene-LOC107965192	NC_037648.1	15005807	15007568	+	1762	7238	10236	6219	6501	6182	8928	6522	7776	4893	6392	7207	5455
gene-LOC409838	NC_037648.1	15007616	15012231	+	4616	5580	7395	4167	4610	5188	8115	5230	6310	3197	4686	6026	4258
gene-LOC409839	NC_037648.1	15013530	15020286	-	6757	22695	32988	18377	16840	19631	30087	20457	26361	15409	22688	26201	20427
gene-LOC413259	NC_037648.1	15021466	15033468	-	12003	1864	3230	1036	873	985	1979	1337	2023	885	1561	1761	1512
gene-LOC100578596	NC_037648.1	15023819	15031633	+	7815	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC413260	NC_037648.1	15035375	15039748	+	4374	4020	5452	2743	2715	3123	4918	3660	4236	2178	3380	4225	2887
gene-LOC725288	NC_037648.1	15040444	15044438	+	3995	1394	2736	1389	1124	1833	2787	1343	2172	1222	1764	1780	1651
gene-LOC113219124	NC_037648.1	15041573	15042756	+	1184	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC725245	NC_037648.1	15043990	15048642	-	4653	1625	3284	1307	1116	1634	2339	1323	2444	1291	1717	1843	1744
gene-LOC102654948	NC_037648.1	15048858	15050388	-	1531	31	75	20	24	41	46	28	48	20	35	44	36
gene-LOC100578745	NC_037648.1	15051248	15054332	+	3085	162	309	130	125	144	219	125	214	129	187	201	164
gene-LOC551146	NC_037648.1	15055023	15061629	-	6607	14514	24611	10104	8546	9591	15628	11371	17994	9200	13122	15797	10651
gene-LOC413261	NC_037648.1	15061994	15066692	+	4699	2631	3829	2006	1988	2119	3032	2350	2872	1685	2381	2658	2183
gene-LOC551061	NC_037648.1	15067326	15077540	+	10215	17420	23701	13180	12900	14744	22519	16590	20571	9646	15209	17533	13287
gene-LOC725051	NC_037648.1	15078747	15085466	+	6720	604	2454	873	1018	1194	1657	530	470	311	2203	504	358
gene-LOC550984	NC_037648.1	15088531	15094015	-	5485	2370	4224	1079	883	946	2034	1617	2589	857	1299	1680	1193
gene-LOC550935	NC_037648.1	15094307	15102991	-	8685	11994	16915	8676	9099	10180	15307	11160	14150	6976	10655	12098	9450
gene-LOC725822	NC_037648.1	15103653	15105085	+	1433	1736	2626	1596	1431	1560	2470	1371	1937	1189	1532	1807	1341
gene-LOC412409	NC_037648.1	15106088	15108696	+	2609	4500	6408	3641	3577	3920	5445	4240	5257	3068	4033	4621	3644
gene-LOC409099	NC_037648.1	15110053	15124106	+	14054	38148	55428	25246	24723	26687	44577	29841	40542	20061	29468	34910	26117
gene-LOC411553	NC_037648.1	15124234	15127597	-	3364	12989	17658	10166	9900	10605	15225	12427	14293	7660	12007	13048	9828
gene-LOC411554	NC_037648.1	15127888	15130817	+	2930	4988	6912	3878	3756	4197	5853	4801	5776	3481	4966	5512	4077
gene-LOC552843	NC_037648.1	15130922	15135170	-	4249	2045	3098	2092	2290	1995	3253	1924	2449	1356	1928	2383	1867
gene-LOC411735	NC_037648.1	15135088	15144685	-	9598	6455	9542	5396	5533	5746	8600	6336	7506	3809	5264	6533	4978
gene-LOC725984	NC_037648.1	15135607	15139098	+	3492	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC411734	NC_037648.1	15144847	15150064	+	5218	8940	13822	6899	7289	7792	11411	8412	10703	5335	7581	9005	7023
gene-LOC409184	NC_037648.1	15149181	15156320	-	7140	9119	12917	7306	7484	7963	11361	8419	10349	5756	8040	9669	7096
gene-LOC413145	NC_037648.1	15156648	15158032	+	1385	6097	8447	5738	5563	5430	7875	5832	6740	4740	6290	6665	5139
gene-LOC413144	NC_037648.1	15158016	15159869	-	1854	2892	4492	2805	2731	2860	4213	2622	3343	2154	2724	3323	2436
gene-LOC552838	NC_037648.1	15160222	15161358	-	1137	6112	8342	5335	5477	5282	7377	5448	6755	4751	5781	6456	4939
gene-LOC551211	NC_037648.1	15161836	15164846	+	3011	19420	27377	18069	18080	18333	26536	17867	21078	13128	17656	19250	15573
gene-LOC726151	NC_037648.1	15164643	15166563	-	1921	3109	4317	2876	2897	2834	4217	2717	3239	2357	2903	3282	2448
gene-LOC102655980	NC_037648.1	15166505	15176188	+	9684	2754	6451	2824	2425	2599	3681	2573	4380	3122	4113	5065	2928
gene-LOC100576421	NC_037648.1	15183030	15238397	-	55368	8072	15639	4686	4435	4973	7366	7157	10877	5783	7416	9052	6409
gene-LOC102656667	NC_037648.1	15226471	15227882	+	1412	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552835	NC_037648.1	15244173	15245244	+	1072	2180	3174	2111	2025	2013	2870	1929	2295	1716	2124	2356	1939
gene-LOC102653972	NC_037648.1	15246318	15253419	-	7102	621	1082	533	510	521	849	507	623	358	506	531	473
gene-LOC100820634	NC_037648.1	15259811	15320719	+	60909	6486	12873	4627	4120	4987	6943	5491	8197	4360	6111	7352	4710
gene-LOC102653896	NC_037648.1	15268699	15272386	+	3688	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219077	NC_037648.1	15278024	15279692	+	1669	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100576585	NC_037648.1	15281436	15283803	+	2368	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964010	NC_037648.1	15293050	15300145	-	7096	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100576609	NC_037648.1	15300898	15301953	-	1056	0	0	0	0	0	0	0	0	0	0	0	0
gene-Mir928	NC_037648.1	15306959	15307058	+	100	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100576519	NC_037648.1	15308432	15315419	-	6988	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102653705	NC_037648.1	15315347	15316389	+	1043	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552832	NC_037648.1	15325631	15328392	-	2762	334	431	238	287	251	304	323	294	214	250	361	426
gene-LOC726408	NC_037648.1	15330566	15332217	-	1652	4304	6176	4076	4410	4109	5968	3937	4464	2926	3891	4683	3503
