# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/zootermopsis_nevadensis_genome/GCA_000696155.1_ZooNev1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR3139733_dupsRemoved.bam" "SRR3139734_dupsRemoved.bam" "SRR3139735_dupsRemoved.bam" "SRR3139736_dupsRemoved.bam" "SRR3139737_dupsRemoved.bam" "SRR3139738_dupsRemoved.bam" "SRR3139739_dupsRemoved.bam" "SRR3139740_dupsRemoved.bam" "SRR3139741_dupsRemoved.bam" "SRR3139742_dupsRemoved.bam" "SRR3139743_dupsRemoved.bam" "SRR3139744_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3139733_dupsRemoved.bam	SRR3139734_dupsRemoved.bam	SRR3139735_dupsRemoved.bam	SRR3139736_dupsRemoved.bam	SRR3139737_dupsRemoved.bam	SRR3139738_dupsRemoved.bam	SRR3139739_dupsRemoved.bam	SRR3139740_dupsRemoved.bam	SRR3139741_dupsRemoved.bam	SRR3139742_dupsRemoved.bam	SRR3139743_dupsRemoved.bam	SRR3139744_dupsRemoved.bam
gene15155	KK853579.1	131553	138955	+	7403	14258	6643	8208	8958	12456	8317	17542	26313	5232	14550	9322	18413
gene15156	KK853579.1	135157	141809	-	6653	1262	607	1184	66	95	1182	1470	102	30	95	772	1600
gene15157	KK853579.1	145545	164094	-	18550	1395	970	1230	1773	1249	2278	992	1046	638	3481	1614	981
gene15158	KK853579.1	176797	193707	+	16911	7019	3349	8256	2341	1592	8998	5922	2279	1227	2530	5151	7064
gene15159	KK853579.1	198205	221826	+	23622	1366	528	1844	599	694	2051	734	188	360	529	584	620
gene15160	KK853579.1	282124	287467	-	5344	599	138	287	309	332	210	419	323	312	412	231	194
gene15161	KK853579.1	289285	292300	+	3016	144	34	106	22	28	83	84	11	57	59	46	54
gene15162	KK853580.1	486	872	-	387	0	3	4	3	1	4	5	4	2	11	7	1
gene15163	KK853580.1	9631	11969	-	2339	43	8	14	16	15	15	36	15	30	21	4	7
gene15164	KK853581.1	3520	15302	-	11783	1181	535	1048	609	783	1043	671	292	308	457	307	681
gene15165	KK853581.1	36865	49195	-	12331	5936	2623	6229	3268	4874	6021	2430	1594	1106	2172	1784	1505
gene15166	KK853581.1	125045	125395	+	351	3	1	4	8	9	7	3	0	5	8	4	1
gene15167	KK853581.1	134856	155743	+	20888	2685	1223	2025	2770	2295	2776	1711	2086	1012	3251	1465	2134
gene15168	KK853581.1	160272	182591	-	22320	2300	710	1349	1199	1552	1318	1512	1029	1008	2282	903	1064
gene15169	KK853581.1	184266	193870	-	9605	1141	160	608	260	246	395	873	246	714	362	266	244
gene15170	KK853581.1	202607	221843	-	19237	492	231	560	299	378	696	384	258	184	391	206	457
gene15171	KK853581.1	224949	231590	-	6642	55221	28632	29473	43673	69626	30406	41900	57449	26110	46628	34050	40177
gene15172	KK853582.1	3828	4622	-	795	723	241	379	411	741	375	412	439	264	274	298	385
gene15173	KK853582.1	7883	12803	+	4921	966	470	399	424	411	493	521	449	158	316	1422	302
gene15174	KK853582.1	15282	20165	-	4884	2254	804	1246	1603	2249	1299	1700	2411	767	1863	2070	1614
gene15175	KK853582.1	20751	23243	+	2493	1466	288	889	445	533	550	1051	417	669	486	386	505
gene15176	KK853582.1	31384	46002	-	14619	1124	294	1115	219	276	986	716	96	496	323	522	352
gene15177	KK853582.1	51832	57602	+	5771	2844	1232	1947	1154	1345	2161	2125	1711	1072	1312	2046	2263
gene15178	KK853582.1	65288	118052	-	52765	6973	2157	5808	2801	3550	5855	4178	1726	2530	3605	3216	2358
gene15179	KK853582.1	76521	79844	+	3324	0	0	0	0	0	0	0	0	0	0	0	0
gene15180	KK853582.1	145645	159331	-	13687	2338	936	1493	1568	1703	1673	1318	1271	841	1812	1096	1335
gene15181	KK853582.1	164257	170690	-	6434	1775	558	1079	1242	1417	1067	1043	881	679	1441	669	714
gene15182	KK853582.1	173057	182503	-	9447	1031	237	616	405	361	424	746	330	478	483	283	358
gene15183	KK853582.1	183245	186014	+	2770	1203	311	594	452	637	439	687	465	527	492	341	331
gene15184	KK853582.1	202920	216379	+	13460	385	198	373	402	459	490	342	386	222	667	236	428
gene15185	KK853582.1	222746	232445	-	9700	1963	881	1623	919	1240	1819	1438	747	449	893	1107	1494
gene15186	KK853582.1	237419	238874	+	1456	36	6	9	18	10	12	20	10	15	17	19	5
gene15187	KK853582.1	246734	301092	-	54359	2643	1048	2002	1459	1360	2611	1500	754	892	1800	2155	1379
gene15188	KK853582.1	303579	304154	-	576	8	3	5	7	7	11	10	3	6	10	24	7
gene15189	KK853582.1	304477	310288	-	5812	229	113	330	97	93	349	168	73	87	142	265	149
gene15190	KK853584.1	5906	7490	-	1585	915	409	665	1137	1140	453	770	1364	487	3023	630	800
gene15191	KK853586.1	3974	8699	-	4726	313	18	161	29	46	40	223	103	192	128	50	47
gene15192	KK853586.1	15313	37698	-	22386	451	207	660	120	137	718	328	99	155	482	402	262
gene15193	KK853586.1	34806	35015	+	210	0	0	0	0	0	0	0	0	0	0	0	0
gene15194	KK869614.1	534	2501	+	1968	100	108	143	90	123	217	51	28	50	166	83	129
gene15195	KK869614.1	804	1001	-	198	0	0	0	0	0	0	0	0	0	0	0	0
gene15196	KK853587.1	7858	8382	-	525	52	43	59	34	25	90	24	17	11	83	44	35
gene15197	KK853589.1	322	5933	+	5612	5024	1339	3428	3193	4164	6125	1684	1334	1056	2535	2386	1539
gene15198	KK853589.1	10601	12290	+	1690	468	246	706	211	404	677	297	36	188	798	578	208
gene15199	KK853589.1	17139	23570	+	6432	2713	1176	2192	1324	2253	1934	1599	390	1117	3833	2221	1371
gene15200	KK853589.1	23887	32230	+	8344	1824	688	1036	942	1823	934	1360	463	811	2569	1715	915
gene15201	KK853589.1	32298	34593	+	2296	397	169	173	179	357	169	283	85	179	445	571	171
gene15202	KK853592.1	1528	6261	-	4734	319	109	174	105	324	45	245	13	187	95	603	89
gene15203	KK853593.1	910	1290	-	381	0	0	0	0	0	0	0	0	0	0	0	0
gene15204	KK853593.1	11200	11850	-	651	68	15	54	15	20	65	65	12	28	31	21	30
gene15205	KK853596.1	110	442	-	333	342	151	134	213	267	156	226	328	112	164	155	337
gene15206	KK853596.1	2352	22313	-	19962	4564	1433	2687	1431	1298	2474	3299	1573	2083	4176	4426	2445
gene15207	KK853596.1	32727	33110	-	384	5	0	2	2	0	2	0	0	2	15	1	0
gene15208	KK853596.1	43859	44287	+	429	0	0	1	1	1	0	0	0	0	15	4	0
gene15209	KK853597.1	25157	25351	+	195	3	1	6	0	6	5	2	2	5	5	5	2
gene15210	KK853597.1	35423	35617	-	195	0	0	0	1	1	0	0	0	1	0	0	0
gene15211	KK853598.1	12304	16675	-	4372	9	4	6	9	18	12	17	75	12	35	4	48
gene15212	KK853598.1	77764	79051	+	1288	2801	726	1460	828	936	783	2597	1047	1377	1045	1568	1137
gene15213	KK853598.1	83383	89138	-	5756	281	143	251	133	98	239	142	42	62	324	108	163
gene15214	KK853598.1	89267	98367	+	9101	1584	547	1066	425	365	1161	818	252	511	517	402	560
gene15215	KK853598.1	102088	108579	+	6492	7888	4220	6062	4555	5460	7625	4121	2365	1542	1653	2512	5003
gene15216	KK853598.1	113447	121049	+	7603	1956	1171	1448	641	1207	1842	3337	1655	657	1679	1742	2651
gene15217	KK853598.1	124022	129312	+	5291	1047	224	648	340	425	437	694	331	496	438	376	363
gene15218	KK853598.1	131727	162214	+	30488	1675	689	2161	618	681	2263	1030	261	544	835	838	726
gene15219	KK853598.1	144185	144928	-	744	0	0	0	0	0	0	0	0	0	0	0	0
gene15220	KK853598.1	167804	168208	-	405	137	67	165	25	47	176	177	48	41	85	75	173
gene15221	KK853598.1	171838	186855	+	15018	584	192	857	143	278	781	437	123	298	267	220	288
gene15222	KK853598.1	201364	202332	-	969	756	286	594	263	384	526	474	195	157	294	366	438
gene15223	KK853598.1	203286	216648	+	13363	4827	1413	4022	1809	2127	3813	3001	1286	1847	1806	2131	2086
gene15224	KK853598.1	226067	229466	-	3400	3030	1606	1615	1766	1400	1975	1041	644	460	1213	836	1307
gene15225	KK853598.1	249466	250930	+	1465	100	105	111	73	130	258	508	912	208	350	141	536
gene15226	KK853598.1	252494	253330	+	837	259	97	204	104	192	216	146	75	91	106	118	136
gene15227	KK853598.1	256044	261303	-	5260	3836	1398	2385	2712	3012	2657	1727	1223	982	1463	835	1419
gene15228	KK853598.1	256349	257713	+	1365	0	0	0	0	0	0	0	0	0	0	0	0
gene15229	KK853598.1	263187	276419	+	13233	1306	328	845	559	1010	676	808	407	553	770	379	363
gene15230	KK869644.1	115	417	+	303	111	39	135	42	38	158	41	4	7	29	36	46
gene15231	KK853600.1	2150	5538	-	3389	133	80	159	155	124	238	81	110	121	357	102	104
gene15232	KK853600.1	21720	22160	-	441	66	21	172	16	14	192	45	11	24	32	29	34
gene15233	KK853601.1	1808	2344	-	537	4	40	9	46	3	39	4	4	3	285	5	7
gene15234	KK853602.1	6934	7317	+	384	278	101	80	121	178	114	376	512	75	186	165	96
gene15235	KK853603.1	41561	55744	-	14184	3262	1875	2101	2372	2250	2340	1403	1347	855	1660	1449	1766
gene15236	KK853603.1	82962	92464	-	9503	143	20	143	24	23	89	85	22	77	45	31	34
gene15237	KK853603.1	93160	102975	+	9816	1724	366	1140	759	829	833	1412	713	1012	1407	712	760
gene15238	KK853603.1	111084	127836	+	16753	1737	624	1555	769	803	1524	1053	283	816	1140	508	468
gene15239	KK853603.1	142546	144665	+	2120	605	229	544	221	329	469	363	115	222	404	251	297
gene15240	KK853603.1	150100	160935	-	10836	2360	880	1487	1489	1556	1649	1295	1155	868	1323	1126	1293
gene15241	KK853603.1	161741	171410	+	9670	1539	472	1234	648	629	1164	956	345	566	853	780	786
gene15242	KK853603.1	178253	210116	+	31864	3614	1417	3592	1287	1794	3738	2420	782	1379	1698	2194	1876
gene15243	KK853603.1	214962	225636	+	10675	1528	140	820	203	344	417	1055	211	791	238	302	320
gene15244	KK853603.1	236338	243711	+	7374	776	453	414	294	173	641	459	180	148	211	537	621
gene15245	KK853603.1	245360	249892	-	4533	1027	418	567	523	336	729	673	404	384	490	839	609
gene15246	KK853603.1	255859	262481	-	6623	1100	492	666	826	913	799	847	1130	429	803	662	980
gene15247	KK853603.1	264998	273353	-	8356	3059	1334	1968	1584	1683	2278	2403	2685	846	1958	1768	2670
gene15248	KK853603.1	278002	281128	+	3127	2450	1096	2013	1087	1287	2189	1463	484	450	774	1132	1299
gene15249	KK853603.1	278038	278465	-	428	0	0	0	0	0	0	0	0	0	0	0	0
gene15250	KK853603.1	286998	289617	-	2620	1588	536	876	706	960	912	1090	719	658	853	796	997
gene15251	KK853603.1	290250	298994	+	8745	1973	536	1121	1064	1261	944	1376	984	1056	1164	735	902
gene15252	KK853606.1	80	5832	-	5753	376	110	238	120	163	279	190	61	126	229	149	167
gene15253	KK853606.1	7014	9398	+	2385	848	407	543	600	800	504	664	713	332	616	562	590
gene15254	KK853606.1	11390	21236	-	9847	1403	603	904	580	502	853	931	469	350	649	1458	676
gene15255	KK853606.1	29405	41457	-	12053	2715	817	1597	1635	1766	1356	1518	1279	928	1806	731	911
gene15256	KK853606.1	47770	48123	-	354	0	1	1	0	1	2	0	0	0	2	1	1
gene15257	KK853606.1	151394	153641	-	2248	563	137	205	238	233	202	348	239	263	316	142	161
gene15258	KK853606.1	173285	174906	-	1622	53	16	74	16	7	56	43	4	10	37	26	17
gene15259	KK853606.1	187419	199636	-	12218	1167	188	566	132	225	203	1084	126	721	322	176	213
gene15260	KK853607.1	9162	15621	+	6460	217	361	123	410	378	142	136	71	86	2750	161	120
gene15261	KK853607.1	14231	15933	-	1703	54	17	10	39	54	12	24	26	11	78	35	20
gene15262	KK853607.1	16265	17329	-	1065	251	153	129	321	505	91	191	178	129	580	286	191
gene15263	KK853607.1	26855	27676	+	822	29	6	22	10	13	12	17	4	14	24	38	10
gene15264	KK853607.1	30702	31403	+	702	12	21	17	11	48	26	28	25	17	60	100	16
gene15265	KK853607.1	31474	33479	+	2006	259	122	223	252	388	272	176	118	113	402	202	149
gene15266	KK853608.1	60	1184	+	1125	66	13	41	9	36	5	27	10	16	59	18	15
gene15267	KK853609.1	11825	79888	+	68064	580	83	282	97	151	192	581	125	420	141	87	91
gene15268	KK853609.1	74478	78447	-	3970	0	0	0	0	0	0	0	0	0	0	0	0
gene15269	KK853609.1	90525	102879	-	12355	3947	1602	2473	2956	3313	2716	2127	2118	1415	2567	2768	2092
gene15270	KK853610.1	3297	3658	+	362	1	2	2	0	0	6	0	1	0	2	1	1
gene15271	KK853612.1	336	3193	-	2858	1548	698	1100	1247	1367	1293	776	793	545	796	869	709
gene15272	KK853612.1	3209	13033	-	9825	200	82	163	170	181	221	99	73	67	231	158	129
gene15273	KK853613.1	4157	4928	+	772	91	37	208	59	45	186	44	22	19	53	44	43
gene15274	KK853613.1	6566	13142	+	6577	410	135	142	329	322	256	150	273	95	476	249	213
gene15275	KK853613.1	13173	13453	+	281	346	99	163	377	573	181	169	475	202	620	268	217
gene15276	KK853614.1	9520	20414	+	10895	26	27	46	39	22	51	30	9	19	93	15	29
gene15277	KK853614.1	10738	12031	-	1294	0	0	0	0	0	0	0	0	0	0	0	0
gene15278	KK853615.1	8741	14844	+	6104	600	222	475	240	491	453	359	410	237	372	324	250
gene15279	KK853615.1	26320	26724	-	405	74	41	64	78	136	71	52	49	29	93	61	61
gene15280	KK853615.1	31604	31969	-	366	109	35	79	78	134	77	47	71	29	88	65	39
gene15281	KK869718.1	297	4106	+	3810	162	223	195	309	149	187	154	134	82	1297	89	80
gene15282	KK853617.1	1152	1657	+	506	873	315	537	669	767	677	496	453	300	781	588	375
gene15283	KK853617.1	6678	7658	+	981	153	52	90	136	175	153	111	59	63	171	119	49
gene15284	KK853617.1	11378	11659	+	282	181	91	65	453	394	150	193	233	104	110	234	22
gene15285	KK869723.1	8	300	-	293	0	0	0	0	0	0	0	0	0	0	0	0
gene15286	KK853622.1	69	1140	-	1072	166	79	243	170	145	204	125	61	130	270	184	226
gene15287	KK853623.1	320	1549	+	1230	183	87	77	273	178	112	84	159	50	348	34	86
gene15288	KK853623.1	2861	3178	+	318	49	81	37	114	71	80	31	36	29	529	34	49
gene15289	KK853625.1	25645	28106	+	2462	44	17	52	38	48	60	30	14	17	64	27	25
gene15290	KK853625.1	29857	30192	+	336	7	0	2	9	7	4	3	6	7	6	3	2
gene15291	KK853625.1	30818	36246	+	5429	98	35	86	73	102	109	41	34	38	105	77	62
gene15292	KK853625.1	34930	35172	-	243	0	0	0	0	0	0	0	0	0	0	0	0
gene15293	KK853625.1	35351	36739	-	1389	2	1	1	0	1	2	0	1	1	1	1	1
gene15294	KK853625.1	42748	44475	-	1728	186	86	195	133	181	281	93	49	60	238	130	88
gene15295	KK853625.1	55797	58852	-	3056	153	105	112	224	208	138	90	185	46	414	94	91
gene15296	KK853625.1	60470	67280	-	6811	247	187	174	270	278	230	139	110	66	478	129	104
gene15297	KK853625.1	71930	72727	-	798	0	58	0	58	0	20	0	0	0	216	0	0
gene15298	KK853626.1	6435	6737	-	303	50	28	22	80	86	30	33	99	19	66	59	37
gene15299	KK853626.1	12250	12597	+	348	2	1	0	0	2	3	0	0	1	6	1	2
gene15300	KK853626.1	19219	23084	-	3866	767	240	439	260	378	351	495	207	274	252	202	219
gene15301	KK853626.1	24138	28999	+	4862	865	319	686	573	659	575	875	760	510	840	771	834
gene15302	KK869745.1	9956	10438	-	483	3166	5	1521	18	16	2	2566	357	2039	2	17	0
gene15303	KK869745.1	10564	10938	+	375	1431	2	570	32	14	7	1431	188	990	7	13	0
gene15304	KK869745.1	13236	13547	-	312	2552	3	1080	19	10	2	2324	333	1891	5	19	0
gene15305	KK869745.1	13798	14208	+	411	1175	4	539	23	12	4	1095	145	778	0	8	0
gene15306	KK853628.1	4443	8796	-	4354	110	46	75	77	44	65	54	37	66	111	74	35
gene15307	KK853628.1	8867	11272	-	2406	69	22	36	26	11	25	39	24	34	42	22	9
gene15308	KK853628.1	13389	27747	+	14359	451	147	310	139	196	255	253	122	177	168	169	181
gene15309	KK853628.1	16265	20450	-	4186	0	0	0	0	0	0	0	0	0	0	0	0
gene15310	KK853628.1	28353	38328	+	9976	1966	835	1296	1570	1655	1754	1347	1608	753	1623	1379	1496
gene15311	KK853628.1	34446	48566	-	14121	881	378	702	747	919	831	556	654	347	777	525	530
gene15312	KK853628.1	60162	60809	+	648	5690	3217	5322	7667	7028	5280	5844	3068	3003	16836	6381	6525
gene15313	KK853628.1	67503	72109	-	4607	1337	218	788	344	328	418	890	312	669	452	305	397
gene15314	KK853628.1	76981	79608	+	2628	1333	510	824	635	910	874	1187	1258	603	802	441	1304
gene15315	KK853628.1	79286	83174	-	3889	679	255	444	277	311	526	686	490	294	425	169	682
gene15316	KK853628.1	87731	91686	+	3956	516	73	315	34	49	156	419	54	207	83	123	147
gene15317	KK853628.1	95701	108492	-	12792	822	460	700	142	129	933	708	92	124	191	1036	768
gene15318	KK853628.1	115739	122772	-	7034	2215	1310	1167	578	796	1759	1996	883	269	438	439	1533
gene15319	KK853628.1	128421	151444	-	23024	1623	408	769	906	1869	1136	964	713	771	622	375	562
gene15320	KK853628.1	153183	158799	+	5617	1987	709	1573	792	1035	1622	1652	679	713	845	657	1596
gene15321	KK853628.1	162358	163395	-	1038	1253	321	692	637	609	543	958	659	644	703	492	527
gene15322	KK853628.1	173352	185914	+	12563	1782	776	1744	694	712	2019	1180	367	521	1269	902	899
gene15323	KK853628.1	195681	200874	-	5194	269	107	152	173	149	177	95	106	87	216	59	115
gene15324	KK853628.1	204705	207353	+	2649	402	79	244	144	136	199	251	79	188	187	119	163
gene15325	KK853628.1	209333	216172	+	6840	5487	1978	3623	2169	2123	3222	4538	3270	2346	3763	3405	3854
gene15326	KK853628.1	218724	226911	-	8188	4016	1311	2313	2158	3179	1909	2530	1785	580	926	1487	1346
gene15327	KK853628.1	227581	228057	+	477	229	49	185	42	80	176	170	29	105	60	59	67
gene15328	KK853630.1	15375	21427	-	6053	4846	2497	4057	948	962	4417	6160	4975	872	3834	121	8258
gene15329	KK853630.1	27557	27790	-	234	823	388	598	193	252	659	1146	1545	227	975	4	1717
gene15330	KK853631.1	6474	6752	-	279	0	2	0	1	1	4	0	1	0	2	0	0
gene15331	KK853632.1	85583	85995	-	413	0	0	1	0	0	0	0	2	1	1	0	0
gene15332	KK853633.1	5976	6373	+	398	1196	351	735	1384	1684	715	627	1440	588	1384	813	635
gene15333	KK869777.1	187	3633	-	3447	1403	479	1150	748	1260	1564	999	583	573	1215	936	955
gene15334	KK853636.1	1206	2476	+	1271	467	153	284	440	420	286	237	166	203	209	545	109
gene15335	KK853638.1	1206	9228	-	8023	486	246	424	321	223	661	644	547	253	617	184	676
gene15336	KK853638.1	1306	2301	+	996	0	0	0	0	0	0	0	0	0	0	0	0
gene15337	KK853638.1	19179	27821	-	8643	1056	573	785	490	355	1506	2113	1952	812	1422	372	2400
gene15338	KK853641.1	5349	8013	-	2665	152	95	198	167	270	153	201	161	170	311	242	107
gene15339	KK853641.1	7004	7348	+	345	0	0	0	0	0	0	0	0	0	0	0	0
gene15340	KK853641.1	19281	19562	-	282	2	2	5	1	0	3	0	3	2	12	2	2
gene15341	KK853642.1	1987	2604	+	618	1	5	1	3	2	11	0	0	3	12	3	4
gene15342	KK853645.1	6110	8447	+	2338	58	22	21	45	384	32	122	423	58	1869	298	135
gene15343	KK869805.1	4743	5096	+	354	1426	691	527	1755	3546	808	8825	14938	17928	13206	14402	933
gene15344	KK853647.1	626	2062	-	1437	70	39	80	137	157	69	82	181	64	213	68	101
gene15345	KK853647.1	6684	18399	-	11716	325	167	223	405	299	323	169	200	123	622	114	131
gene15346	KK869825.1	987	5060	-	4074	474	84	428	106	179	275	327	70	189	213	141	134
gene15347	KK869827.1	494	36347	-	35854	6149	2458	6364	2861	4010	6643	3588	1415	2046	4037	2423	2390
gene15348	KK853649.1	10748	11103	-	356	72	15	53	45	57	37	34	25	31	35	36	22
gene15349	KK853651.1	88297	90268	+	1972	30	5	20	17	13	8	49	18	27	24	13	8
gene15350	KK853653.1	4346	5893	-	1548	2007	1528	1295	2827	2104	1658	1147	1788	911	3408	610	652
gene15351	KK853653.1	9741	10928	-	1188	407	204	330	473	253	467	175	137	140	294	184	92
gene15352	KK853653.1	17436	18714	-	1279	1	0	0	0	0	0	0	0	0	2	0	0
gene15353	KK853654.1	8232	8438	+	207	5	3	1	3	10	6	6	5	2	4	2	6
gene15354	KK853655.1	9920	10222	-	303	802	289	579	221	246	287	794	839	280	732	290	438
gene15355	KK853656.1	2300	2737	+	438	30	8	19	9	19	21	24	17	20	28	7	8
gene15356	KK853656.1	8111	10438	+	2328	212	74	125	165	205	132	175	178	105	245	118	133
gene15357	KK853657.1	54130	67552	-	13423	459	191	333	214	241	319	336	174	165	322	238	202
gene15358	KK853657.1	72286	73933	-	1648	76	22	45	33	33	52	34	10	18	85	54	43
gene15359	KK853657.1	77121	85257	-	8137	752	150	338	195	330	350	480	324	286	410	177	182
gene15360	KK853657.1	90946	106399	+	15454	1245	401	680	640	1094	998	979	1051	410	1296	618	680
gene15361	KK853657.1	113909	124569	-	10661	8435	4400	5734	5809	5511	6481	3997	3437	1942	5765	1535	4393
gene15362	KK853657.1	140156	140485	-	330	26	14	9	20	20	16	5	8	7	26	5	31
gene15363	KK853658.1	319	1349	-	1031	408	160	402	257	482	316	211	173	155	379	338	186
gene15364	KK853658.1	7378	9626	-	2249	134	70	444	69	114	444	50	56	42	91	95	66
gene15365	KK869860.1	12	367	+	356	0	0	0	0	0	0	0	0	0	0	0	0
gene15366	KK869865.1	515	820	-	306	66	31	31	33	50	41	55	20	33	55	19	19
gene15367	KK853659.1	34503	59285	+	24783	702	283	690	298	350	755	491	196	241	659	568	426
gene15368	KK853659.1	65338	73038	+	7701	1082	686	822	395	463	1188	1397	733	356	732	511	1315
gene15369	KK853660.1	9297	14234	-	4938	61	21	51	49	52	51	46	62	29	84	25	35
gene15370	KK853662.1	3395	22538	-	19144	1684	1071	2242	669	339	3503	1866	254	362	1475	328	1722
gene15371	KK853664.1	2388	6228	-	3841	933	778	1703	1190	2525	1940	617	632	930	2838	662	907
gene15372	KK853664.1	6546	6927	-	382	164	161	638	258	491	390	137	149	185	728	250	278
gene15373	KK853664.1	11107	12361	-	1255	118	96	270	150	203	359	63	41	61	448	60	67
gene15374	KK853666.1	551	6749	+	6199	365	268	401	195	193	534	183	35	78	471	153	151
gene15375	KK853670.1	45496	46758	-	1263	55	2	32	5	1	18	26	4	9	4	4	9
gene15376	KK853670.1	125545	136097	-	10553	2251	557	1424	1104	1351	1345	1540	938	1184	1241	886	942
gene15377	KK853673.1	11472	11678	+	207	10	2	1	8	1	5	5	1	3	3	1	1
gene15378	KK853675.1	66060	66311	-	252	0	3	1	2	0	2	0	0	1	9	0	0
gene15379	KK853675.1	342431	342664	+	234	0	0	0	0	0	1	0	0	0	1	0	0
gene15380	KK853676.1	112183	124394	+	12212	512	112	344	124	108	355	260	65	156	121	174	124
gene15381	KK853677.1	460	3186	+	2727	3779	2272	2510	2759	3010	3758	1579	1793	608	549	898	1871
gene15382	KK853677.1	10632	13151	+	2520	1366	631	850	896	1095	949	773	1073	369	627	849	863
gene15383	KK853677.1	27669	33437	+	5769	253	100	872	89	110	868	135	38	116	189	144	89
gene15384	KK853678.1	70	2703	+	2634	36	28	48	51	52	71	30	36	22	79	22	40
gene15385	KK869970.1	749	943	-	195	398	199	144	546	1397	168	3427	6735	7517	4406	5245	268
gene15386	KK853679.1	314	6904	+	6591	89	37	257	30	31	218	72	13	54	46	36	56
gene15387	KK853679.1	8995	14064	+	5070	87	32	172	26	34	171	67	12	41	46	28	41
gene15388	KK853680.1	7729	7894	-	166	1	0	1	1	0	2	0	1	0	0	0	0
gene15389	KK853682.1	1375	5186	+	3812	731	202	453	247	295	379	510	288	322	302	372	351
gene15390	KK853682.1	7946	8386	+	441	28	9	30	32	53	37	18	19	17	22	34	16
gene15391	KK853682.1	10730	11571	-	842	3	6	1	3	6	4	2	5	4	6	3	5
gene15392	KK853682.1	18130	22734	+	4605	2183	401	1048	570	746	653	1627	917	983	848	498	661
gene15393	KK853682.1	23417	24112	-	696	3703	1431	2184	2033	2599	2054	3976	5163	1802	2621	1620	3611
gene15394	KK853682.1	24680	38549	+	13870	4162	1740	3938	4171	3919	4158	2222	1144	1199	4747	1597	2277
gene15395	KK853682.1	42509	45808	+	3300	5882	2548	3022	4646	5325	3340	5390	7301	2760	5882	4847	5182
gene15396	KK853682.1	46930	50148	+	3219	4147	1946	2612	2930	3394	2837	2921	3469	1273	2117	2108	3167
gene15397	KK853682.1	54287	62635	+	8349	2495	904	1377	2455	3063	1240	1549	2245	1165	2628	1796	1018
gene15398	KK870012.1	472	870	+	399	51	24	35	48	45	42	42	37	30	27	18	25
gene15399	KK853686.1	325	688	-	364	0	1	0	0	0	0	0	1	0	0	0	0
gene15400	KK853686.1	922	1296	-	375	0	0	0	0	0	0	0	0	0	0	0	0
gene15401	KK853686.1	20424	26979	-	6556	124	10	56	40	49	27	58	51	61	20	7	7
gene15402	KK853686.1	42428	56554	+	14127	20	2	12	7	9	9	8	4	11	5	1	5
gene15403	KK853687.1	6206	11295	-	5090	1827	689	1276	1761	1236	1261	1306	1898	699	2856	959	1067
gene15404	KK853689.1	3747	6242	+	2496	123	54	95	84	324	130	37	15	40	95	13	33
gene15405	KK853689.1	9749	16848	-	7100	1614	457	1459	674	854	1438	1060	308	628	777	667	803
gene15406	KK853689.1	46006	56719	-	10714	123	32	85	44	68	61	62	41	40	50	43	34
gene15407	KK853689.1	58002	63014	-	5013	600	265	434	952	1254	534	374	551	315	1470	428	426
gene15408	KK853689.1	66316	72118	-	5803	1157	329	762	511	821	600	798	489	543	613	434	392
gene15409	KK853689.1	75273	83396	-	8124	1485	332	904	505	631	605	1113	522	727	757	544	517
gene15410	KK853689.1	88897	100685	-	11789	1489	721	1408	558	564	1643	833	205	336	639	560	742
gene15411	KK853689.1	101436	106587	-	5152	331	95	185	238	320	211	302	215	246	561	163	252
gene15412	KK853689.1	108768	109826	-	1059	28	8	26	22	23	35	21	5	25	55	19	21
gene15413	KK853689.1	113398	116206	-	2809	48	24	48	29	41	82	49	11	38	72	34	64
gene15414	KK853689.1	116935	122855	-	5921	82	21	136	24	41	90	56	8	48	86	44	49
gene15415	KK853689.1	125609	129681	+	4073	986	301	507	572	669	534	614	515	390	463	542	490
gene15416	KK853689.1	131682	141633	-	9952	8082	3060	3851	3162	2624	2324	1984	1342	783	1613	1417	1516
gene15417	KK853689.1	199569	233140	-	33572	179	52	152	36	44	135	111	22	63	102	139	61
gene15418	KK853689.1	237391	237655	+	265	45	6	29	25	14	22	17	11	11	21	21	31
gene15419	KK853689.1	238344	247026	-	8683	810	270	739	341	376	727	423	119	214	364	257	344
gene15420	KK853689.1	249303	258526	-	9224	207	17	117	17	24	24	159	25	109	81	14	23
gene15421	KK853689.1	264655	269309	-	4655	1698	432	935	646	707	730	1089	644	686	522	516	658
gene15422	KK853689.1	274044	276266	-	2223	103	30	67	40	51	53	58	7	40	41	16	32
gene15423	KK853689.1	300431	304935	+	4505	456	95	331	79	83	269	301	73	183	177	144	142
gene15424	KK870039.1	102	348	-	247	0	0	0	0	0	3	0	0	3	5	0	1
gene15425	KK853690.1	3068	5026	+	1959	2	1	4	2	1	6	1	1	1	16	1	0
gene15426	KK853690.1	3467	5056	-	1590	0	0	0	0	0	1	0	0	0	2	0	0
