# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ceratina_calcarata_genome_MIN500/GCF_001652005.1_ASM165200v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR6819907_dupsRemoved.bam" "SRR6819908_dupsRemoved.bam" "SRR6819909_dupsRemoved.bam" "SRR6819910_dupsRemoved.bam" "SRR6819911_dupsRemoved.bam" "SRR6819912_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR6819907_dupsRemoved.bam	SRR6819908_dupsRemoved.bam	SRR6819909_dupsRemoved.bam	SRR6819910_dupsRemoved.bam	SRR6819911_dupsRemoved.bam	SRR6819912_dupsRemoved.bam
gene-LOC108631315	NW_017180126.1	7884	14284	-	6401	0	1	2	1	1	1
gene-LOC108631316	NW_017180126.1	14502	16642	-	2141	0	3	3	0	1	2
gene-LOC108631313	NW_017180126.1	19469	26016	+	6548	2	4	0	10	2	5
gene-LOC108631317	NW_017180130.1	7	512	-	506	168	276	291	444	453	283
gene-LOC113465116	NW_017180142.1	9	561	-	553	115	76	105	98	88	94
gene-LOC108631340	NW_017180156.1	7	662	+	656	2287	2132	3075	396	748	848
gene-LOC108631339	NW_017180156.1	5194	17582	+	12389	5513	5135	5110	6724	6594	7150
gene-LOC108631349	NW_017180156.1	10885	15161	-	4277	0	0	0	0	0	0
gene-LOC108631356	NW_017180156.1	20020	24330	-	4311	1750	1490	1967	1724	1655	1745
gene-LOC108631328	NW_017180156.1	24528	31701	+	7174	1975	1633	1752	1293	1431	1094
gene-LOC108631329	NW_017180156.1	32475	38304	+	5830	2968	2433	2660	2481	2442	2758
gene-LOC108631338	NW_017180156.1	38659	40262	-	1604	4293	3847	4112	4075	3877	4549
gene-LOC108631336	NW_017180156.1	40381	41341	+	961	2546	2574	2553	2797	2672	3485
gene-LOC108631334	NW_017180156.1	41339	42671	-	1333	12874	13545	12864	9160	10123	11957
gene-LOC108631337	NW_017180156.1	42739	45718	+	2980	3970	3534	3811	3556	3678	4396
gene-LOC108631331	NW_017180156.1	43371	44685	+	1315	0	0	0	0	0	0
gene-LOC108631335	NW_017180156.1	45716	47701	-	1986	8348	7915	8467	9047	8913	10329
gene-LOC108631330	NW_017180156.1	53864	63109	+	9246	1994	1616	2056	1380	1427	1440
gene-LOC108631318	NW_017180156.1	63050	68897	-	5848	3861	3235	3877	2750	2911	3328
gene-LOC108631352	NW_017180156.1	71090	98037	-	26948	9153	6697	9445	3924	4494	3208
gene-LOC108631348	NW_017180156.1	99047	126199	-	27153	4848	4789	5217	5341	5189	4957
gene-LOC108631351	NW_017180156.1	130990	138898	+	7909	7314	6592	7124	6342	6210	5818
gene-LOC108631319	NW_017180156.1	139204	141370	-	2167	908	794	914	756	786	942
gene-LOC113465120	NW_017180156.1	141596	145843	-	4248	7	2	4	2	4	4
gene-LOC108631321	NW_017180156.1	147314	180767	-	33454	1059	811	1614	1062	905	1010
gene-LOC108631325	NW_017180156.1	182801	184885	-	2085	3711	2891	4217	1021	1619	1613
gene-LOC108631341	NW_017180156.1	185659	187952	-	2294	1495	1261	1771	1422	1519	1758
gene-LOC108631346	NW_017180156.1	188487	189546	-	1060	829	718	591	1861	466	147
gene-Trnav-aac-3	NW_017180156.1	190139	190211	-	73	0	0	0	0	0	1
gene-LOC108631344	NW_017180156.1	190377	192255	-	1879	2831	3221	3170	2323	2017	2949
gene-LOC108631345	NW_017180156.1	192333	194107	+	1775	2184	2201	2408	2024	1891	2495
gene-LOC108631347	NW_017180156.1	194092	194914	-	823	2639	2466	2750	2292	2412	2827
gene-LOC108631342	NW_017180156.1	195194	209386	-	14193	166	105	129	52	90	85
gene-LOC108631354	NW_017180156.1	226122	254494	-	28373	289	336	486	271	378	361
gene-LOC113465121	NW_017180156.1	282948	286838	-	3891	31	20	32	33	48	36
gene-LOC108631355	NW_017180156.1	319523	328940	-	9418	680	626	923	366	404	474
gene-LOC108631350	NW_017180156.1	365962	392733	-	26772	418	423	548	371	435	390
gene-LOC113465117	NW_017180156.1	409738	480137	-	70400	210	257	219	175	228	255
gene-LOC108631327	NW_017180156.1	494317	595354	-	101038	57	47	63	50	43	39
gene-LOC108631326	NW_017180156.1	649279	733972	-	84694	142	109	136	119	118	132
gene-LOC108631364	NW_017180187.1	5088	6963	+	1876	5038	4822	5714	3818	3778	4680
gene-LOC108631359	NW_017180187.1	8694	12827	-	4134	2259	1873	2157	2053	2180	2312
gene-LOC108631362	NW_017180187.1	12670	14174	+	1505	93	48	88	55	64	45
gene-LOC108631363	NW_017180187.1	14166	15718	-	1553	1001	852	982	918	922	1075
gene-LOC108631358	NW_017180187.1	15703	19910	+	4208	1812	1584	1916	2033	1895	1959
gene-LOC108631360	NW_017180187.1	19903	22742	-	2840	3904	3457	3846	3134	3754	3832
gene-LOC108631365	NW_017180197.1	6	1088	+	1083	1210	1175	1381	1097	1101	1102
gene-LOC108631366	NW_017180197.1	2438	4288	+	1851	13	7	18	6	9	12
gene-LOC108631367	NW_017180197.1	4312	5750	-	1439	0	1	0	0	0	0
gene-LOC108631368	NW_017180197.1	5530	6443	-	914	6	5	4	0	4	0
gene-LOC108631369	NW_017180229.1	782	5317	+	4536	6031	4682	5540	4503	4655	5019
gene-LOC108631371	NW_017180229.1	9154	12938	-	3785	826	650	773	663	730	537
gene-LOC108631372	NW_017180239.1	7009	8771	+	1763	2660	2034	2491	2008	2062	2256
gene-LOC108631374	NW_017180243.1	4	546	-	543	219	164	205	145	159	205
gene-LOC108631375	NW_017180252.1	15	562	-	548	27	20	22	14	11	14
gene-LOC108631376	NW_017180261.1	7	778	-	772	267	359	148	145	161	72
gene-LOC108631377	NW_017180272.1	956	3678	+	2723	901	742	428	16	52	45
gene-LOC108631378	NW_017180274.1	151	554	+	404	667	369	388	96	138	341
gene-LOC113465122	NW_017180275.1	7	569	+	563	85	38	63	152	42	71
gene-LOC108631379	NW_017180282.1	11605	12705	+	1101	0	0	0	0	0	0
gene-LOC108631381	NW_017180313.1	6593	9970	+	3378	0	2	3	14	4	2
gene-LOC113465123	NW_017180313.1	10755	11413	+	659	81	68	52	21	44	64
gene-LOC108631382	NW_017180324.1	14723	15413	-	691	2	0	7	0	0	2
gene-LOC108631408	NW_017180367.1	81	2346	+	2266	2656	2427	2819	2626	2751	3082
gene-LOC108631406	NW_017180367.1	2829	8101	-	5273	2287	1809	2252	1946	1935	2019
gene-LOC108631392	NW_017180367.1	8199	10079	+	1881	8202	7570	7737	6737	7176	8173
gene-LOC108631383	NW_017180367.1	10368	11305	+	938	4378	4128	4156	3616	3774	4499
gene-LOC108631387	NW_017180367.1	11648	13018	-	1371	881	851	938	729	713	815
gene-LOC108631394	NW_017180367.1	13286	14346	+	1061	1096	894	1112	933	956	1226
gene-LOC108631412	NW_017180367.1	14483	30992	-	16510	1324	1160	1242	1864	1760	1965
gene-LOC108631384	NW_017180367.1	37459	38869	+	1411	224	125	193	203	252	251
gene-LOC108631405	NW_017180367.1	42596	380953	-	338358	2747	2531	2616	4082	4243	2484
gene-LOC113465130	NW_017180367.1	398557	401733	-	3177	44	99	69	5	15	9
gene-LOC113465131	NW_017180367.1	440629	577039	+	136411	81	119	99	56	106	91
gene-LOC113465125	NW_017180367.1	726795	729810	-	3016	4	32	91	0	0	3
gene-LOC108631388	NW_017180367.1	740123	742553	-	2431	1350	1105	1333	1155	1132	1390
gene-LOC108631402	NW_017180367.1	742682	870445	-	127764	6255	5024	6028	6091	6363	4839
gene-LOC113465129	NW_017180367.1	806620	808497	+	1878	0	0	0	0	0	0
gene-LOC108631410	NW_017180367.1	875628	883491	-	7864	6928	6102	7517	2983	3107	4367
gene-LOC108631409	NW_017180367.1	883513	887279	-	3767	244	133	199	143	145	173
gene-LOC108631411	NW_017180367.1	887377	889631	+	2255	414	565	448	1480	1289	1507
gene-LOC108631399	NW_017180367.1	890551	912981	+	22431	5015	4346	5322	6174	5879	6046
gene-LOC108631396	NW_017180367.1	913312	945191	-	31880	51757	59414	52325	62060	56247	62385
gene-LOC108631400	NW_017180367.1	947603	977944	-	30342	15648	14250	15793	15696	16730	14236
gene-LOC108631386	NW_017180367.1	982159	986909	+	4751	88	21	43	48	79	57
gene-LOC108631395	NW_017180367.1	1007310	1059578	+	52269	337	265	352	289	345	299
gene-LOC108631391	NW_017180367.1	1067146	1133627	+	66482	57	45	57	68	96	69
gene-LOC108631393	NW_017180367.1	1159481	1163593	-	4113	24	35	29	46	53	49
gene-LOC113465126	NW_017180367.1	1208239	1209058	-	820	0	0	0	0	0	0
gene-LOC113465127	NW_017180367.1	1209960	1212182	-	2223	2	0	0	0	0	0
gene-LOC113465124	NW_017180367.1	1246145	1247275	+	1131	42	16	35	6	6	5
gene-LOC108631390	NW_017180367.1	1248227	1251193	-	2967	3380	3128	3898	3314	3319	4068
gene-LOC113465128	NW_017180367.1	1252184	1252466	-	283	258	239	294	207	174	184
gene-LOC113465132	NW_017180368.1	14963	19454	-	4492	41	54	62	54	47	34
gene-LOC108631423	NW_017180368.1	20398	23431	-	3034	36488	40580	34679	36316	38113	43021
gene-LOC108631422	NW_017180368.1	23803	26018	-	2216	1293	1151	1353	1041	1217	1370
gene-LOC108631421	NW_017180368.1	26156	31191	+	5036	12423	11728	12158	11236	11068	11845
gene-LOC108631420	NW_017180368.1	31470	33512	-	2043	950	821	976	823	952	1112
gene-LOC108631425	NW_017180368.1	34628	36648	+	2021	13885	16803	14120	12307	12727	7224
gene-LOC108631424	NW_017180368.1	36661	39992	-	3332	860	661	859	591	725	664
gene-LOC108631419	NW_017180368.1	40686	53327	+	12642	13946	12766	14604	11783	12308	12588
gene-LOC108631417	NW_017180368.1	53501	54370	+	870	592	584	699	538	623	647
gene-LOC108631426	NW_017180368.1	54495	58504	+	4010	1782	1490	1759	1453	1448	1508
gene-LOC108631418	NW_017180368.1	59255	61461	+	2207	44	26	32	44	50	25
gene-LOC108631413	NW_017180368.1	65041	75370	+	10330	3172	2803	3152	2384	2874	2838
gene-LOC108631414	NW_017180368.1	76427	82884	+	6458	219	133	227	153	191	239
gene-LOC108631415	NW_017180368.1	85063	96833	-	11771	3659	2828	3705	2725	3197	2409
gene-LOC108631431	NW_017180369.1	1413	2829	-	1417	2596	1969	2626	1649	1933	2162
gene-LOC108631468	NW_017180369.1	2971	5152	+	2182	1199	949	1097	636	658	768
gene-LOC108631465	NW_017180369.1	5882	53422	-	47541	16102	13235	15244	10641	12710	10829
gene-LOC108631470	NW_017180369.1	30167	33992	+	3826	0	0	0	0	0	0
gene-LOC108631467	NW_017180369.1	53581	56632	+	3052	1592	1313	1450	1472	1747	1682
gene-LOC113465135	NW_017180369.1	56572	57018	-	447	31	12	25	13	10	19
gene-Trnar-ccu-2	NW_017180369.1	56777	56849	-	73	0	0	0	0	0	0
gene-LOC108631495	NW_017180369.1	57048	59930	+	2883	5018	4517	5018	4476	4447	4852
gene-LOC108631497	NW_017180369.1	59936	61905	+	1970	988	789	1000	756	879	881
gene-LOC108631496	NW_017180369.1	61627	63867	-	2241	3585	3080	3540	2702	2783	3121
gene-LOC108631494	NW_017180369.1	63845	67432	+	3588	2892	2378	2941	2421	2664	2746
gene-LOC108631508	NW_017180369.1	67433	69431	-	1999	422	399	486	462	463	477
gene-LOC108631506	NW_017180369.1	69456	77678	+	8223	6543	5829	5856	4329	4670	4381
gene-LOC108631509	NW_017180369.1	69777	71277	+	1501	0	0	0	0	0	0
gene-LOC108631510	NW_017180369.1	77594	78660	-	1067	2267	1883	2157	1694	1835	2213
gene-LOC108631456	NW_017180369.1	78814	83965	-	5152	2519	2286	2644	3273	3040	2872
gene-LOC108631457	NW_017180369.1	84072	88840	-	4769	3239	2285	2738	2640	2655	2677
gene-LOC108631464	NW_017180369.1	88940	90609	+	1670	1659	1401	1582	1337	1377	1551
gene-LOC108631462	NW_017180369.1	90803	93330	-	2528	11958	10767	11689	11457	11124	12800
gene-LOC108631461	NW_017180369.1	94085	107133	+	13049	1831	1395	1882	1357	1409	1350
gene-LOC108631463	NW_017180369.1	94247	96675	-	2429	0	0	0	0	0	0
gene-LOC108631458	NW_017180369.1	107067	113242	+	6176	1015	740	892	791	893	680
gene-LOC108631460	NW_017180369.1	109732	115508	-	5777	1345	1155	1309	1095	1138	1342
gene-LOC108631498	NW_017180369.1	116036	136648	+	20613	7776	7126	8062	8383	8612	7989
gene-LOC108631499	NW_017180369.1	137651	140662	-	3012	4265	3571	4168	3644	4060	4218
gene-LOC108631515	NW_017180369.1	140763	157645	-	16883	14401	11274	12915	8762	9706	9730
gene-LOC108631516	NW_017180369.1	150272	155532	+	5261	0	0	0	0	0	0
gene-LOC108631505	NW_017180369.1	159913	161364	+	1452	9662	8652	9781	7698	8621	9459
gene-LOC108631504	NW_017180369.1	161470	170224	+	8755	9088	7131	8764	9098	9257	6475
gene-LOC108631454	NW_017180369.1	175270	176723	-	1454	1493	1342	1554	1171	1152	1420
gene-LOC108631450	NW_017180369.1	177437	180329	-	2893	1064	963	1062	893	867	925
gene-LOC108631455	NW_017180369.1	180350	181179	+	830	2115	1777	1943	1345	1442	1757
gene-LOC108631448	NW_017180369.1	181056	184386	-	3331	1423	1056	1360	1227	1222	1429
gene-LOC108631452	NW_017180369.1	184276	186268	+	1993	1982	1751	2089	1920	1917	2163
gene-LOC108631451	NW_017180369.1	186145	193449	-	7305	2080	1677	1968	1362	1408	1515
gene-LOC108631449	NW_017180369.1	186476	190688	+	4213	0	0	0	0	0	0
gene-LOC108631446	NW_017180369.1	201933	224940	+	23008	12333	10360	12615	13143	12638	10119
gene-LOC113465137	NW_017180369.1	216186	217418	-	1233	0	0	0	0	0	0
gene-LOC108631492	NW_017180369.1	231020	233223	-	2204	570	461	503	572	473	496
gene-LOC108631488	NW_017180369.1	233126	244982	+	11857	4520	3905	4075	3563	3862	3790
gene-LOC108631491	NW_017180369.1	234070	235055	-	986	0	0	0	0	0	0
gene-LOC108631489	NW_017180369.1	235158	236969	-	1812	0	0	0	0	0	0
gene-LOC108631487	NW_017180369.1	237167	240993	+	3827	0	0	0	0	0	0
gene-LOC108631522	NW_017180369.1	245323	246985	-	1663	2269	1913	2377	1912	2127	2292
gene-LOC108631523	NW_017180369.1	247367	248397	-	1031	12532	11305	11419	9255	10271	10981
gene-LOC108631485	NW_017180369.1	250593	252815	+	2223	2644	2383	2656	2242	2375	2966
gene-LOC108631486	NW_017180369.1	252716	254513	-	1798	3951	3489	3883	3173	3489	4018
gene-LOC108631475	NW_017180369.1	254814	256857	+	2044	3593	3278	3655	3003	3077	3466
gene-LOC108631472	NW_017180369.1	257640	261737	-	4098	4845	4139	4757	3530	4076	4048
gene-LOC108631474	NW_017180369.1	261866	263297	+	1432	1777	1383	1619	1198	1295	1440
gene-LOC108631471	NW_017180369.1	263286	287105	-	23820	3272	2741	3348	3602	3597	3183
gene-LOC108631476	NW_017180369.1	263802	271168	+	7367	0	0	0	0	0	0
gene-LOC108631478	NW_017180369.1	273908	282617	+	8710	0	0	0	0	0	0
gene-LOC108631501	NW_017180369.1	287479	297895	-	10417	44379	41794	43279	37969	42545	40722
gene-LOC108631502	NW_017180369.1	297991	301355	-	3365	198	132	173	161	115	118
gene-LOC108631512	NW_017180369.1	305043	307572	+	2530	2732	2216	2654	1871	2027	2245
gene-LOC108631511	NW_017180369.1	307479	309440	-	1962	2697	2220	2743	1892	2194	2492
gene-LOC108631428	NW_017180369.1	309583	312032	-	2450	34	32	29	19	16	11
gene-LOC108631514	NW_017180369.1	312140	320901	-	8762	2066	2254	1906	3411	3664	3366
gene-LOC108631517	NW_017180369.1	323887	337427	-	13541	1103	543	983	890	956	1736
gene-LOC108631429	NW_017180369.1	339419	343465	+	4047	40	26	20	15	31	6
gene-LOC108631525	NW_017180369.1	346906	357690	+	10785	990	1370	1912	300	375	367
gene-LOC113465134	NW_017180369.1	359869	368832	+	8964	284	278	282	162	173	153
gene-LOC108631524	NW_017180369.1	368957	380400	+	11444	8268	6866	8941	7509	8194	9782
gene-LOC108631433	NW_017180369.1	382582	385489	-	2908	53	60	67	100	93	68
gene-LOC108631480	NW_017180369.1	387048	390701	+	3654	1391	1131	1319	831	880	946
gene-LOC108631482	NW_017180369.1	390711	392841	-	2131	6513	5293	6045	4759	5719	6099
gene-LOC108631479	NW_017180369.1	392989	408819	+	15831	11476	9524	10942	10022	10269	8530
gene-LOC108631441	NW_017180369.1	409689	413350	+	3662	10804	9190	10151	8322	8820	9670
gene-LOC108631437	NW_017180369.1	413320	417918	-	4599	1519	1028	1672	1084	1028	1136
gene-LOC108631444	NW_017180369.1	417981	439145	+	21165	1469	1261	1473	1242	1357	1465
gene-LOC108631442	NW_017180369.1	419577	433873	-	14297	0	0	0	0	0	0
gene-LOC108631445	NW_017180369.1	436204	438669	-	2466	0	0	0	0	0	0
gene-LOC108631436	NW_017180369.1	442831	451881	+	9051	2926	2475	2987	2188	2389	2596
gene-LOC108631443	NW_017180369.1	451938	458272	-	6335	2556	2146	2359	1808	1947	2018
gene-LOC108631439	NW_017180369.1	454292	457810	+	3519	0	0	0	0	0	0
gene-LOC108631521	NW_017180369.1	458379	460520	+	2142	10078	8877	10382	7964	8774	9834
gene-LOC108631520	NW_017180369.1	467258	558836	-	91579	467	470	633	664	675	401
gene-LOC113465139	NW_017180369.1	572189	636391	+	64203	2885	2294	3187	2756	3135	3992
gene-LOC108631430	NW_017180369.1	580003	589874	-	9872	0	0	0	0	0	0
gene-LOC108631483	NW_017180369.1	590573	611539	-	20967	0	0	0	0	0	0
gene-LOC108631484	NW_017180369.1	613291	635583	-	22293	0	0	0	0	0	0
gene-LOC108631526	NW_017180369.1	639620	641341	+	1722	2210	1767	2128	1697	1917	2204
gene-LOC108631527	NW_017180369.1	641287	642641	-	1355	718	610	829	629	703	776
gene-LOC108631503	NW_017180369.1	646963	659411	-	12449	3485	2667	3189	2900	3023	2422
gene-LOC108631435	NW_017180369.1	659748	660476	-	729	8339	9108	8187	7543	8183	9554
gene-LOC108631519	NW_017180369.1	660717	665214	+	4498	11964	9871	11352	9238	9911	10649
gene-LOC108631518	NW_017180369.1	665208	668690	-	3483	9089	8384	8529	9386	9379	10037
gene-LOC108631434	NW_017180369.1	670984	672188	-	1205	886	388	782	552	875	921
gene-LOC108631529	NW_017180381.1	6968	12305	+	5338	19	17	20	27	24	18
gene-LOC108631530	NW_017180411.1	57	512	+	456	300	300	249	246	373	262
gene-LOC108631531	NW_017180425.1	22	558	-	537	8	10	3	1	13	6
gene-LOC108631532	NW_017180442.1	433	2433	+	2001	1	0	0	0	0	0
gene-LOC108631533	NW_017180442.1	7317	10755	-	3439	2	6	4	2	1	12
gene-LOC108631534	NW_017180442.1	12008	14122	-	2115	0	3	3	4	0	4
gene-LOC108631535	NW_017180474.1	311	1177	+	867	0	0	0	0	0	0
gene-LOC108631536	NW_017180520.1	7	481	-	475	99	60	84	86	72	82
gene-LOC108631537	NW_017180564.1	59	559	+	501	37	36	30	22	29	35
gene-LOC108631538	NW_017180565.1	1799	5032	+	3234	1	0	0	1	6	3
gene-LOC108631563	NW_017180576.1	181	995	+	815	1602	1494	1589	1563	1587	1819
gene-LOC108631562	NW_017180576.1	990	2252	-	1263	2445	2213	2433	1817	2080	2507
gene-LOC108631618	NW_017180576.1	2410	61315	+	58906	1431	1238	1429	1495	1721	1828
gene-LOC108631565	NW_017180576.1	2604	10195	-	7592	0	0	0	0	0	0
gene-LOC108631539	NW_017180576.1	10831	12815	-	1985	0	0	0	0	0	0
gene-LOC108631540	NW_017180576.1	12818	14742	+	1925	0	0	0	0	0	0
gene-LOC108631568	NW_017180576.1	14729	15522	-	794	0	0	0	0	0	0
gene-LOC108631616	NW_017180576.1	18549	50920	-	32372	0	0	0	0	0	0
gene-LOC108631614	NW_017180576.1	50767	63179	-	12413	22	15	15	15	13	15
gene-LOC108631615	NW_017180576.1	64593	99538	-	34946	4427	4163	4028	5568	4842	4484
gene-LOC108631594	NW_017180576.1	99657	101570	+	1914	1704	1377	1651	1444	1417	1586
gene-LOC108631591	NW_017180576.1	101160	103835	-	2676	1555	1304	1561	1170	1203	1442
gene-LOC108631592	NW_017180576.1	104112	112615	+	8504	7007	5820	6588	6055	6198	6543
gene-LOC108631590	NW_017180576.1	112719	118917	-	6199	13471	12617	13823	14026	13819	14949
gene-LOC108631681	NW_017180576.1	119157	121265	+	2109	2358	2244	2414	2258	2313	2591
gene-LOC108631541	NW_017180576.1	121521	124237	-	2717	1162	926	1085	978	979	1021
gene-LOC108631656	NW_017180576.1	134018	173768	-	39751	3825	2863	4383	3070	3333	2363
gene-LOC108631658	NW_017180576.1	157859	168262	+	10404	0	0	0	0	0	0
gene-LOC108631661	NW_017180576.1	174049	181271	+	7223	2216	1909	2220	1715	1653	1912
gene-LOC108631662	NW_017180576.1	176687	178315	-	1629	0	0	0	0	0	0
gene-LOC108631653	NW_017180576.1	178561	187416	-	8856	2063	1836	2065	1954	1937	1940
gene-LOC108631654	NW_017180576.1	187434	190302	+	2869	2169	1588	1988	1781	1751	2125
gene-LOC108631655	NW_017180576.1	190145	194009	-	3865	1507	1277	1375	1400	1457	1624
gene-LOC108631605	NW_017180576.1	195193	203922	+	8730	5217	4006	5076	4320	4558	3769
gene-LOC108631608	NW_017180576.1	205800	207590	-	1791	2037	1851	2048	1462	1511	1780
gene-LOC108631607	NW_017180576.1	209182	219580	-	10399	680	552	689	442	460	564
gene-LOC108631606	NW_017180576.1	210567	218718	+	8152	0	0	0	0	0	0
gene-LOC113465141	NW_017180576.1	211928	214737	+	2810	0	0	0	0	0	0
gene-LOC108631602	NW_017180576.1	219996	221844	+	1849	1725	1477	1782	1317	1287	1487
gene-LOC108631603	NW_017180576.1	221973	240303	-	18331	13330	10922	12790	11515	12247	8507
gene-LOC108631632	NW_017180576.1	243083	257715	+	14633	1074	834	1039	1025	925	958
gene-LOC108631637	NW_017180576.1	258077	258927	-	851	612	495	573	485	491	559
gene-LOC108631635	NW_017180576.1	258883	261180	+	2298	1803	1416	1805	1369	1505	1592
gene-LOC108631636	NW_017180576.1	260942	262714	-	1773	1608	1382	1688	1446	1582	1927
gene-LOC108631634	NW_017180576.1	262440	266284	+	3845	2879	2382	2767	2392	2478	2602
gene-LOC108631559	NW_017180576.1	266394	267163	+	770	3031	2725	3102	2777	2902	3569
gene-LOC108631557	NW_017180576.1	267231	268284	+	1054	1422	1389	1563	670	828	844
gene-LOC108631569	NW_017180576.1	268392	272447	+	4056	164	1737	163	2334	3469	3265
gene-LOC108631556	NW_017180576.1	273084	274801	+	1718	626	905	695	1943	1902	2014
gene-LOC108631555	NW_017180576.1	274755	277576	-	2822	1538	1422	1852	2047	2048	2380
gene-LOC108631566	NW_017180576.1	277881	278703	-	823	5436	4894	5396	5000	5765	6273
gene-LOC108631573	NW_017180576.1	278833	282464	+	3632	889	811	947	697	738	717
gene-LOC108631571	NW_017180576.1	282053	300957	-	18905	12120	9932	11544	11782	11405	9422
gene-LOC108631577	NW_017180576.1	292785	298131	+	5347	0	0	0	0	0	0
gene-LOC108631574	NW_017180576.1	298246	299504	+	1259	0	0	0	0	0	0
gene-LOC108631572	NW_017180576.1	299991	303687	+	3697	9596	7793	8629	7385	7535	8572
gene-LOC108631576	NW_017180576.1	303605	304282	-	678	1256	1287	1472	1355	1468	1816
gene-LOC108631648	NW_017180576.1	304389	306915	-	2527	377	326	394	254	273	284
gene-LOC108631646	NW_017180576.1	306822	314160	+	7339	5609	4498	5367	5201	5461	4740
gene-LOC108631649	NW_017180576.1	314264	315855	+	1592	661	577	597	703	701	936
gene-LOC108631578	NW_017180576.1	316138	332705	+	16568	9161	7069	8573	8263	8651	6325
gene-LOC108631582	NW_017180576.1	332805	334333	+	1529	113	107	105	117	158	134
gene-LOC108631583	NW_017180576.1	334864	335533	+	670	70	46	69	70	77	60
gene-LOC108631579	NW_017180576.1	335564	340131	+	4568	714	382	542	666	709	618
gene-LOC108631581	NW_017180576.1	340172	341771	+	1600	52	60	86	79	85	47
gene-LOC108631580	NW_017180576.1	341787	347834	-	6048	4926	4113	5113	4023	4710	4837
gene-LOC108631674	NW_017180576.1	351025	357442	+	6418	7960	7023	7717	5278	5469	5409
gene-LOC108631560	NW_017180576.1	358006	365875	+	7870	329	191	256	132	154	136
gene-LOC108631564	NW_017180576.1	366671	368054	+	1384	3060	2722	3120	2784	2843	3438
gene-LOC108631659	NW_017180576.1	370867	381705	+	10839	727	750	775	693	1010	766
gene-LOC108631660	NW_017180576.1	381997	382951	-	955	3398	2727	3226	2267	2522	2909
gene-LOC108631687	NW_017180576.1	383739	387602	-	3864	2544	2024	2529	1974	2079	2155
gene-LOC108631685	NW_017180576.1	387699	389004	+	1306	3397	2853	3413	2802	2796	3389
gene-LOC108631684	NW_017180576.1	389448	393466	-	4019	3257	2737	3281	2477	2672	3079
gene-LOC108631682	NW_017180576.1	393515	397039	+	3525	6169	5488	6277	5345	5213	5833
gene-LOC108631642	NW_017180576.1	397923	401433	-	3511	5284	4601	4536	3735	4098	3544
gene-LOC108631645	NW_017180576.1	401459	403074	+	1616	3230	2910	2895	1944	2186	2066
gene-LOC108631643	NW_017180576.1	403489	405379	-	1891	2118	1790	2236	1690	1834	2148
gene-LOC108631644	NW_017180576.1	405406	407760	+	2355	2610	2303	2647	2135	2170	2430
gene-LOC108631596	NW_017180576.1	408160	414481	+	6322	7841	6225	7656	6314	6577	6847
gene-LOC108631542	NW_017180576.1	414599	415357	-	759	1310	1101	1303	1119	1205	1457
gene-LOC108631601	NW_017180576.1	415329	416155	-	827	611	532	635	555	608	716
gene-LOC108631597	NW_017180576.1	416250	425154	-	8905	1287	1118	1408	1121	1033	1215
gene-LOC108631595	NW_017180576.1	422839	428376	+	5538	472	572	602	744	624	470
gene-LOC108631600	NW_017180576.1	428457	429880	+	1424	446	421	474	402	411	361
gene-LOC108631598	NW_017180576.1	429851	431460	-	1610	3425	2927	3158	2503	2747	3087
gene-LOC108631610	NW_017180576.1	431555	433835	+	2281	1353	1089	1215	1112	1140	972
gene-LOC108631609	NW_017180576.1	433783	441551	-	7769	14534	10900	13807	11206	11948	11918
gene-LOC108631612	NW_017180576.1	440637	444240	+	3604	5536	4803	5068	3968	4019	4411
gene-LOC108631613	NW_017180576.1	444487	449201	-	4715	3957	3547	3582	4109	4041	4285
gene-LOC108631622	NW_017180576.1	449420	452313	+	2894	2427	1901	2379	1765	1967	2035
gene-LOC108631623	NW_017180576.1	454110	456977	-	2868	1844	1727	1820	1807	2015	2008
gene-LOC108631625	NW_017180576.1	457104	458276	+	1173	1949	1611	1628	1330	1417	1937
gene-LOC108631621	NW_017180576.1	458207	463351	-	5145	1780	1868	1631	1385	1556	1832
gene-LOC108631680	NW_017180576.1	466850	468916	-	2067	1902	1759	1853	1343	1541	1656
gene-LOC108631678	NW_017180576.1	469512	472074	+	2563	1463	1289	1458	1294	1312	1641
gene-LOC108631666	NW_017180576.1	474250	482349	+	8100	12559	11115	14436	3445	3714	3547
gene-LOC113465140	NW_017180576.1	475534	476418	-	885	0	0	0	0	0	0
gene-LOC113465143	NW_017180576.1	499747	512788	-	13042	180	146	192	126	174	123
gene-LOC108631688	NW_017180576.1	508392	510541	+	2150	0	0	0	0	0	0
gene-LOC113465142	NW_017180576.1	521543	525152	+	3610	71	68	38	33	41	31
gene-LOC108631669	NW_017180576.1	567065	639292	+	72228	3137	2630	3217	2526	2993	3417
gene-LOC108631585	NW_017180576.1	644512	654318	+	9807	11741	9748	10920	9724	10455	9312
gene-LOC108631587	NW_017180576.1	654310	657705	-	3396	1948	1666	2224	1519	1620	1755
gene-LOC108631586	NW_017180576.1	656632	661135	+	4504	1917	1521	1907	1481	1609	1892
