# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/chimp_genome/Pan_troglodytes.Pan_tro_3.0.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "chimp4x0516_heart_rna_dupsRemoved.bam" "chimp4x0516_kidney_rna_dupsRemoved.bam" "chimp4x0516_liver_rna_dupsRemoved.bam" "chimp4x0516_lung_rna_dupsRemoved.bam" "chimp4x0519_heart_rna_dupsRemoved.bam" "chimp4x0519_kidney_rna_dupsRemoved.bam" "chimp4x0519_liver_rna_dupsRemoved.bam" "chimp4x0519_lung_rna_dupsRemoved.bam" "chimpYN07-147_heart_rna_dupsRemoved.bam" "chimpYN07-147_kidney_rna_dupsRemoved.bam" "chimpYN07-147_liver_rna_dupsRemoved.bam" "chimpYN07-147_lung_rna_dupsRemoved.bam" "chimpYN07-387_heart_rna_dupsRemoved.bam" "chimpYN07-387_kidney_rna_dupsRemoved.bam" "chimpYN07-387_liver_rna_dupsRemoved.bam" "chimpYN07-387_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	chimp4x0516_heart_rna_dupsRemoved.bam	chimp4x0516_kidney_rna_dupsRemoved.bam	chimp4x0516_liver_rna_dupsRemoved.bam	chimp4x0516_lung_rna_dupsRemoved.bam	chimp4x0519_heart_rna_dupsRemoved.bam	chimp4x0519_kidney_rna_dupsRemoved.bam	chimp4x0519_liver_rna_dupsRemoved.bam	chimp4x0519_lung_rna_dupsRemoved.bam	chimpYN07-147_heart_rna_dupsRemoved.bam	chimpYN07-147_kidney_rna_dupsRemoved.bam	chimpYN07-147_liver_rna_dupsRemoved.bam	chimpYN07-147_lung_rna_dupsRemoved.bam	chimpYN07-387_heart_rna_dupsRemoved.bam	chimpYN07-387_kidney_rna_dupsRemoved.bam	chimpYN07-387_liver_rna_dupsRemoved.bam	chimpYN07-387_lung_rna_dupsRemoved.bam
gene:ENSPTRG00000023906	9	115855002	115869149	+	14148	4	153	229	25	10	205	352	18	0	67	543	9	4	218	588	34
gene:ENSPTRG00000023105	9	115875539	115884885	-	9347	668	3445	1643	1051	684	2398	1217	880	748	1704	1431	1481	365	2261	2179	1422
gene:ENSPTRG00000021602	9	115885902	115971048	-	85147	2658	4087	2168	1758	2004	3730	1478	948	1131	1513	1248	1348	1529	2721	2132	1840
gene:ENSPTRG00000028973	9	115972615	115973028	+	414	564	358	283	208	476	406	216	212	576	318	355	183	618	376	348	289
gene:ENSPTRG00000021603	9	115975441	116017719	-	42279	757	767	367	852	808	850	419	783	954	655	395	926	573	628	488	755
gene:ENSPTRG00000021604	9	116020853	116035137	-	14285	266	463	218	429	208	341	121	275	266	260	164	220	180	272	188	318
gene:ENSPTRG00000021605	9	116049880	116059545	+	9666	1473	2095	742	2447	910	1483	766	1601	1048	949	740	2127	704	1118	1080	1944
gene:ENSPTRG00000028968	9	116059854	116060384	-	531	83	58	23	65	56	93	27	35	56	62	37	75	47	78	39	87
gene:ENSPTRG00000021607	9	116156585	116304006	+	147422	1518	2638	1299	2785	1206	2080	1463	1625	1467	1313	1106	2983	970	1677	1578	2538
gene:ENSPTRG00000021608	9	116343105	116685346	+	342242	43	71	44	84	45	80	43	60	57	70	82	76	39	55	41	75
gene:ENSPTRG00000002056	9	116758428	116760603	+	2176	150	157	80	199	111	149	65	139	126	88	64	107	113	104	67	234
gene:ENSPTRG00000052289	AACZ04000969.1	2723	4171	+	1449	4	5	2	5	21	10	0	5	10	13	9	29	20	5	3	14
gene:ENSPTRG00000044382	AACZ04001026.1	7432	8001	-	570	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000042736	AACZ04001451.1	7020	70613	+	63594	22	744	30	175	23	1060	61	106	11	354	40	236	11	451	36	297
gene:ENSPTRG00000048145	AACZ04001451.1	73972	94030	-	20059	471	587	282	431	605	818	305	493	640	442	270	712	493	613	382	689
gene:ENSPTRG00000051233	AACZ04001451.1	95958	97640	-	1683	1	2	0	2	4	4	0	3	1	0	4	15	2	0	1	2
gene:ENSPTRG00000050192	AACZ04001470.1	236	1240	+	1005	20	52	16	21	19	93	25	31	14	43	51	31	13	85	38	62
gene:ENSPTRG00000044513	AACZ04001496.1	2550	3671	+	1122	205	142	42	206	180	147	50	151	205	106	65	251	122	63	41	154
gene:ENSPTRG00000047251	AACZ04001650.1	35	2943	-	2909	415	556	328	477	327	514	395	276	463	501	265	583	381	475	435	572
gene:ENSPTRG00000041140	AACZ04001765.1	17	907	+	891	81	199	127	90	86	139	118	60	90	144	105	155	65	119	164	153
gene:ENSPTRG00000050318	AACZ04002436.1	2529	2759	-	231	0	0	0	3	0	1	0	4	1	0	2	5	2	5	0	1
gene:ENSPTRG00000044715	AACZ04002436.1	3281	4297	-	1017	0	4	0	5	6	6	2	3	2	1	4	17	6	3	4	3
gene:ENSPTRG00000052287	AACZ04002723.1	1090	1434	-	345	389	682	308	583	567	570	435	599	254	684	360	637	232	590	307	671
gene:ENSPTRG00000045757	AACZ04003559.1	1155	2048	+	894	0	5	0	1	1	1	1	3	2	1	0	5	0	0	0	3
gene:ENSPTRG00000045529	AACZ04003783.1	3682	4158	+	477	4	2	3	3	2	2	8	4	10	3	3	5	3	4	3	3
gene:ENSPTRG00000007020	AACZ04004584.1	754	3484	-	2731	2230	2159	2228	2767	2174	2348	2561	3009	2146	2447	2098	3898	2154	2365	2456	2934
gene:ENSPTRG00000043304	AACZ04004590.1	449	1370	+	922	5	223	108	19	2	39	53	5	1	25	64	2	2	45	35	2
gene:ENSPTRG00000052483	AACZ04004741.1	11176	40792	-	29617	355	641	282	549	396	788	442	700	391	518	242	859	228	559	338	759
gene:ENSPTRG00000009765	AACZ04005426.1	589	1457	+	869	0	5	0	0	3	9	0	3	1	3	0	2	0	9	3	1
gene:ENSPTRG00000047917	AACZ04005968.1	975	1199	+	225	61	78	35	106	35	73	29	55	54	69	35	91	34	71	28	102
gene:ENSPTRG00000044808	AACZ04006123.1	4154	6356	-	2203	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000042853	AACZ04006124.1	511	828	-	318	1	19	0	19	25	4	9	15	1	8	3	51	1	13	1	95
gene:ENSPTRG00000048334	AACZ04006978.1	1064	1786	+	723	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
gene:ENSPTRG00000052183	AACZ04007247.1	104	1792	+	1689	145	175	108	200	120	176	101	183	100	123	72	361	70	184	100	287
gene:ENSPTRG00000048778	AACZ04007423.1	276	880	-	605	1	2	1	1	0	0	0	0	0	1	0	3	1	1	3	3
gene:ENSPTRG00000052292	AACZ04007582.1	1870	2961	-	1092	36	37	19	40	15	39	19	23	31	41	16	65	8	30	24	35
gene:ENSPTRG00000047857	AACZ04007978.1	12565	18200	-	5636	88	141	56	147	81	125	72	120	111	128	33	193	80	120	86	137
gene:ENSPTRG00000049166	AACZ04009176.1	81	1224	-	1144	4	3	1	1	6	7	11	5	8	8	12	11	5	21	25	14
gene:ENSPTRG00000048016	AACZ04009537.1	4900	5253	-	354	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
gene:ENSPTRG00000050963	AACZ04009610.1	362	804	-	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000052597	AACZ04009772.1	454	1470	-	1017	27	2	10	2	0	0	2	17	2	3	2	29	1	0	9	3
gene:ENSPTRG00000047525	AACZ04009814.1	139	1720	+	1582	453	605	399	443	391	538	447	387	442	523	342	529	286	413	430	453
gene:ENSPTRG00000001197	AACZ04010210.1	1	4044	-	4044	4201	3807	2301	3521	3089	4003	1814	3675	2923	3340	1323	4466	3403	3770	1481	4612
gene:ENSPTRG00000049812	AACZ04010288.1	21	1043	-	1023	3	0	0	4	1	0	0	1	0	1	1	0	0	2	1	1
gene:ENSPTRG00000023151	AACZ04010417.1	2792	9290	+	6499	83	96	1680	167	252	81	2309	325	128	102	2003	183	109	43	1610	112
gene:ENSPTRG00000039847	AACZ04010465.1	5176	8329	+	3154	18	11	5	6	25	35	13	25	14	19	3	11	15	21	8	21
gene:ENSPTRG00000049401	AACZ04010694.1	2359	2748	+	390	4	8	2	10	1	2	0	3	1	5	3	6	0	3	4	6
gene:ENSPTRG00000052786	AACZ04010874.1	4520	4924	+	405	54	74	44	27	45	89	66	45	56	81	78	40	43	63	78	32
gene:ENSPTRG00000051249	AACZ04011265.1	99	750	-	652	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0
gene:ENSPTRG00000049131	AACZ04011592.1	1	1363	-	1363	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
gene:ENSPTRG00000042674	AACZ04011793.1	118	1062	+	945	0	0	0	1	0	0	0	0	0	1	2	2	0	3	0	3
gene:ENSPTRG00000052227	AACZ04012341.1	42	1160	+	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000048841	AACZ04012687.1	5130	6064	-	935	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000047844	AACZ04012807.1	47446	197912	-	150467	25	104	30	50	27	49	27	39	36	46	64	116	18	56	58	45
gene:ENSPTRG00000048341	AACZ04012959.1	59887	60816	+	930	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene:ENSPTRG00000050576	AACZ04012959.1	83237	84166	+	930	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000050643	AACZ04012959.1	140947	141892	+	946	1	0	1	1	0	0	0	1	0	0	0	3	2	0	0	1
gene:ENSPTRG00000048318	AACZ04013337.1	8343	9866	-	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000046358	AACZ04013348.1	9801	10304	+	504	4	0	0	2	1	1	0	6	2	0	2	2	0	2	3	6
gene:ENSPTRG00000050475	AACZ04013348.1	19297	20424	+	1128	38	36	21	56	23	23	28	49	27	19	8	34	15	24	26	46
gene:ENSPTRG00000050626	AACZ04013348.1	23257	25219	+	1963	2	0	0	3	1	1	0	2	0	0	0	2	0	0	0	2
gene:ENSPTRG00000043196	AACZ04013348.1	55979	57555	-	1577	2	2	1	2	0	0	0	3	0	0	0	1	0	1	0	1
gene:ENSPTRG00000042733	AACZ04013545.1	2254	4269	-	2016	77	309	840	41	82	346	636	73	104	202	730	21	66	349	748	35
gene:ENSPTRG00000042663	AACZ04014062.1	697	1002	+	306	244	283	180	231	166	219	186	163	174	218	99	232	150	179	155	218
gene:ENSPTRG00000050200	AACZ04014102.1	847	1284	-	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000052814	AACZ04014115.1	28	1152	+	1125	2	3	0	0	0	2	0	0	0	1	1	3	0	2	1	1
gene:ENSPTRG00000045235	AACZ04014600.1	8935	129638	+	120704	498	870	626	1001	281	530	546	533	479	557	372	854	289	472	375	643
gene:ENSPTRG00000049428	AACZ04014600.1	63602	67514	-	3913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000030805	AACZ04014798.1	2	1012	-	1011	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
gene:ENSPTRG00000046492	AACZ04014807.1	5040	5399	+	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000047614	AACZ04014829.1	538	891	+	354	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2
gene:ENSPTRG00000030377	AACZ04014892.1	1	1063	-	1063	18	43	10	36	14	61	17	32	24	35	28	34	15	51	17	55
gene:ENSPTRG00000051483	AACZ04014971.1	851	2204	+	1354	7	1	0	4	7	1	0	2	9	0	0	0	10	2	0	4
gene:ENSPTRG00000048588	AACZ04015755.1	2837	3845	+	1009	44	76	28	99	59	118	28	103	58	56	51	92	52	106	76	118
gene:ENSPTRG00000045806	AACZ04015794.1	42043	44003	+	1961	19	20	5	20	14	20	15	12	20	24	12	24	13	20	16	21
gene:ENSPTRG00000048711	AACZ04015913.1	8278	8698	-	421	2	0	1	3	2	4	2	5	1	1	3	3	0	5	3	3
gene:ENSPTRG00000045714	AACZ04017585.1	2628	2834	-	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000010957	AACZ04017625.1	1404	3193	-	1790	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
gene:ENSPTRG00000045352	AACZ04017740.1	774	1259	+	486	26	52	58	56	20	49	59	30	71	56	97	105	37	68	98	105
gene:ENSPTRG00000047430	AACZ04018243.1	158918	160039	-	1122	44	78	41	54	47	58	75	22	48	45	32	72	44	46	54	83
gene:ENSPTRG00000043384	AACZ04018243.1	232830	233695	+	866	76	36	18	21	73	48	27	26	76	52	14	53	73	47	28	43
gene:ENSPTRG00000022077	AACZ04018243.1	346279	347004	-	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044051	AACZ04018272.1	333	506	-	174	215	248	197	232	196	234	205	206	230	246	185	232	181	227	197	243
gene:ENSPTRG00000050355	AACZ04018315.1	1463	2340	+	878	13	20	5	28	18	55	27	23	18	27	19	38	8	30	16	63
gene:ENSPTRG00000028866	AACZ04018508.1	393	2030	+	1638	302	350	101	216	194	300	225	112	335	329	112	451	253	358	204	348
gene:ENSPTRG00000028611	AACZ04018927.1	308	2562	+	2255	95	142	69	178	97	157	94	203	124	136	84	338	102	122	88	231
gene:ENSPTRG00000046281	AACZ04019192.1	1778	2149	-	372	6	7	2	10	17	14	15	34	5	29	21	82	4	23	18	30
gene:ENSPTRG00000046094	AACZ04019192.1	12672	12815	-	144	0	4	1	5	12	10	7	11	1	11	14	46	0	8	6	26
gene:ENSPTRG00000043269	AACZ04019192.1	17907	18278	-	372	3	7	2	5	9	16	12	11	1	16	17	50	0	12	7	14
gene:ENSPTRG00000044569	AACZ04019329.1	698	1698	+	1001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene:ENSPTRG00000052678	AACZ04019858.1	1008	1750	-	743	151	127	79	138	87	129	73	99	121	130	82	158	91	79	57	104
gene:ENSPTRG00000049595	AACZ04020049.1	43	651	-	609	0	10	0	11	0	1	0	2	0	0	0	6	0	0	0	3
gene:ENSPTRG00000014161	AACZ04020171.1	3967	9497	+	5531	415	542	828	235	349	711	659	259	484	501	1083	271	329	574	1041	383
gene:ENSPTRG00000051494	AACZ04020171.1	8284	14068	-	5785	508	672	890	393	390	914	783	341	591	623	1314	322	424	704	1182	442
gene:ENSPTRG00000043359	AACZ04020613.1	1912	2193	-	282	51	171	53	111	57	137	55	82	65	66	36	102	39	85	53	139
gene:ENSPTRG00000050722	AACZ04020613.1	5117	8858	+	3742	99	77	91	447	216	80	126	750	70	68	45	602	17	100	149	1179
gene:ENSPTRG00000043536	AACZ04020889.1	395	1310	-	916	13	23	9	15	12	14	14	18	12	13	8	26	11	11	7	23
gene:ENSPTRG00000043130	AACZ04021050.1	1841	3913	-	2073	4	1	1	3	6	16	1	13	5	4	10	4	2	9	6	15
gene:ENSPTRG00000051127	AACZ04021445.1	1000	2157	+	1158	383	470	149	347	281	600	162	389	380	465	208	401	315	553	272	508
gene:ENSPTRG00000048777	AACZ04021506.1	16939	17103	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000042944	AACZ04021643.1	547	4631	+	4085	1	0	1	0	25	1	2	9	3	0	0	12	19	0	0	6
gene:ENSPTRG00000050407	AACZ04021700.1	784	1282	+	499	11	52	5	47	14	32	11	20	15	33	7	20	8	32	11	31
gene:ENSPTRG00000052689	AACZ04021748.1	973	3357	-	2385	92	107	45	96	67	122	66	100	77	86	79	122	64	80	66	109
gene:ENSPTRG00000052271	AACZ04022499.1	260	310	-	51	19	92	67	66	39	53	58	92	6	68	62	130	4	67	59	131
gene:ENSPTRG00000052073	AACZ04023515.1	214	1371	+	1158	186	233	70	173	172	347	88	200	171	179	114	176	165	289	163	233
gene:ENSPTRG00000047721	AACZ04023609.1	2708	3560	-	853	43	17	19	56	99	143	310	313	121	208	151	213	54	103	89	160
gene:ENSPTRG00000047086	AACZ04024280.1	1389	1613	-	225	91	115	61	190	85	135	47	110	81	100	62	149	75	111	54	142
gene:ENSPTRG00000050809	AACZ04025331.1	14485	17037	+	2553	230	228	127	164	183	227	96	128	248	174	124	171	191	178	128	228
gene:ENSPTRG00000050123	AACZ04025331.1	17754	26670	-	8917	857	1587	513	1131	648	1714	661	1000	766	1381	516	993	552	1712	567	1032
gene:ENSPTRG00000043694	AACZ04025331.1	33383	50199	+	16817	480	748	259	1214	593	1739	552	1876	564	1566	440	1847	370	1289	383	1740
gene:ENSPTRG00000051805	AACZ04025354.1	441	13496	-	13056	270	317	163	327	265	383	208	283	341	341	179	566	195	302	263	547
gene:ENSPTRG00000048190	AACZ04025354.1	14526	18300	+	3775	226	319	248	233	261	408	295	343	322	352	343	252	209	307	298	351
gene:ENSPTRG00000050512	AACZ04025469.1	11012	17696	+	6685	88	120	57	94	71	139	72	122	72	102	64	121	43	87	84	90
gene:ENSPTRG00000044960	AACZ04025594.1	258	6672	-	6415	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0
gene:ENSPTRG00000049762	AACZ04025908.1	44	1180	-	1137	32	35	21	37	21	21	22	17	26	22	9	27	15	14	25	31
gene:ENSPTRG00000048902	AACZ04026220.1	3125	7832	-	4708	184	50	22	57	124	41	43	40	162	65	21	166	95	32	29	102
gene:ENSPTRG00000048749	AACZ04026613.1	716	1894	-	1179	28	48	6	94	37	71	21	76	39	36	10	67	24	28	5	199
gene:ENSPTRG00000050482	AACZ04027373.1	38	1199	-	1162	1	0	0	2	0	0	2	0	0	0	1	5	0	1	3	0
gene:ENSPTRG00000050516	AACZ04027537.1	1	846	-	846	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene:ENSPTRG00000052217	AACZ04027811.1	62214	87378	-	25165	11	6	0	0	6	0	0	2	4	5	0	0	2	0	0	7
gene:ENSPTRG00000049786	AACZ04027811.1	121813	146977	+	25165	22	6	0	1	9	1	0	1	10	8	3	4	1	0	0	10
gene:ENSPTRG00000043375	AACZ04027994.1	1165	1458	+	294	1	1	0	4	1	7	4	1	2	1	1	6	2	3	4	3
gene:ENSPTRG00000044628	AACZ04028086.1	1160	1343	+	184	7	14	1	6	4	7	1	5	13	7	0	8	8	5	1	4
gene:ENSPTRG00000045873	AACZ04028430.1	1335	1685	+	351	159	455	90	281	315	230	189	522	38	386	118	466	67	305	142	584
gene:ENSPTRG00000042894	AACZ04028430.1	1693	2085	+	393	207	503	129	362	386	288	235	509	83	494	168	501	68	383	152	591
gene:ENSPTRG00000048469	AACZ04028649.1	401	4011	+	3611	12	235	58	75	23	295	74	43	9	214	56	28	4	234	99	66
gene:ENSPTRG00000050167	AACZ04028846.1	755	949	-	195	27	17	3	4	21	5	12	18	34	9	9	32	15	6	12	21
gene:ENSPTRG00000050970	AACZ04029082.1	443319	529213	+	85895	379	371	202	137	221	427	303	106	338	437	202	321	346	365	317	204
gene:ENSPTRG00000043859	AACZ04029082.1	443800	444022	+	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000047505	AACZ04029082.1	531540	547899	-	16360	216	256	125	159	191	348	126	136	225	274	158	174	200	235	124	175
gene:ENSPTRG00000048116	AACZ04029513.1	3725	4072	+	348	130	524	124	238	496	297	396	377	60	372	152	421	59	464	195	529
gene:ENSPTRG00000052507	AACZ04029513.1	4080	4472	+	393	125	484	114	278	544	319	378	390	67	377	170	393	53	439	201	488
gene:ENSPTRG00000046525	AACZ04029513.1	6680	6763	+	84	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	5
gene:ENSPTRG00000039004	AACZ04030282.1	7	2718	+	2712	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
gene:ENSPTRG00000022030	AACZ04030472.1	40	4856	+	4817	1	44	0	37	0	19	0	7	0	17	2	5	0	22	0	14
gene:ENSPTRG00000042946	AACZ04030472.1	29094	34190	-	5097	0	77	1	29	1	17	0	12	2	15	1	5	2	17	1	10
gene:ENSPTRG00000052162	AACZ04031004.1	30585	32720	+	2136	14	90	10	51	19	34	11	14	31	50	20	51	10	39	18	22
gene:ENSPTRG00000048124	AACZ04031234.1	140	20404	-	20265	1591	1679	724	1842	1149	1412	890	1201	1346	1392	614	2028	970	1168	778	1551
gene:ENSPTRG00000051183	AACZ04031234.1	17555	18013	+	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000051763	AACZ04031234.1	26211	27422	-	1212	310	238	137	148	220	247	195	174	270	168	119	117	212	177	160	156
gene:ENSPTRG00000039348	AACZ04031639.1	897	6726	-	5830	3	6	1	11	1	8	6	11	5	8	3	10	3	6	3	14
gene:ENSPTRG00000051449	AACZ04031937.1	10190	13218	+	3029	617	446	292	245	453	433	258	325	534	379	326	249	508	328	289	316
gene:ENSPTRG00000052788	AACZ04031937.1	61403	79312	-	17910	599	1344	961	449	359	1475	674	539	458	1299	916	367	428	1204	1138	333
gene:ENSPTRG00000021834	AACZ04031937.1	98554	99393	-	840	62	111	64	92	28	36	61	26	27	46	22	66	37	26	43	71
gene:ENSPTRG00000046609	AACZ04031941.1	43591	44250	+	660	135	144	68	109	125	166	116	117	123	162	72	156	110	144	83	165
gene:ENSPTRG00000039895	AACZ04031978.1	787	1098	-	312	75	101	51	73	25	58	13	29	50	61	34	29	42	72	44	68
gene:ENSPTRG00000048645	AACZ04032002.1	21	2196	+	2176	2	3	0	3	1	1	0	0	0	1	2	1	0	0	0	1
gene:ENSPTRG00000052803	AACZ04032174.1	430	1711	+	1282	34	45	10	57	44	61	13	69	42	42	22	93	34	56	34	83
gene:ENSPTRG00000049026	AACZ04032854.1	133	618	+	486	3	17	26	9	4	14	58	2	8	7	45	30	5	23	64	30
gene:ENSPTRG00000044225	AACZ04032865.1	4575	5174	-	600	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
gene:ENSPTRG00000043916	AACZ04033160.1	5373	5903	+	531	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0
gene:ENSPTRG00000047235	AACZ04033187.1	164	498	+	335	13	8	1	4	8	5	1	3	16	4	2	17	6	4	3	16
gene:ENSPTRG00000049046	AACZ04033346.1	3472	3654	+	183	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0
gene:ENSPTRG00000022405	AACZ04033544.1	43	1224	+	1182	43	45	0	3	18	32	2	1	25	34	0	8	27	18	1	6
gene:ENSPTRG00000042681	AACZ04034281.1	317	698	+	382	2	8	7	3	6	18	3	6	7	9	6	6	4	8	19	8
gene:ENSPTRG00000048678	AACZ04034399.1	26538	27202	+	665	179	215	106	201	67	143	77	101	96	127	51	233	89	174	82	160
gene:ENSPTRG00000042935	AACZ04034415.1	3497	15647	-	12151	6	10	3	9	5	7	8	5	5	5	5	6	1	8	8	5
gene:ENSPTRG00000052272	AACZ04034549.1	1611	3610	-	2000	453	333	119	370	386	376	153	292	461	273	127	301	379	289	155	371
gene:ENSPTRG00000050573	AACZ04034558.1	80	1612	-	1533	6	6	7	33	2	3	222	53	5	9	18	64	3	11	18	3
gene:ENSPTRG00000047427	AACZ04034903.1	13862	18472	+	4611	59	8	0	3	12	8	0	4	57	8	6	4	24	4	0	1
gene:ENSPTRG00000048716	AACZ04034903.1	25490	26020	-	531	40	49	32	55	35	53	30	53	40	41	31	56	21	41	28	49
gene:ENSPTRG00000045215	AACZ04034903.1	35898	45863	-	9966	11	1967	16	34	14	1854	5	9	5	1028	4	0	10	1267	17	12
gene:ENSPTRG00000050617	AACZ04034983.1	685	11537	-	10853	91	150	67	141	178	203	181	294	301	249	82	555	134	158	93	355
gene:ENSPTRG00000046268	AACZ04035370.1	333	909	+	577	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000046720	AACZ04035575.1	21	1740	-	1720	201	298	110	309	123	225	117	133	187	226	100	250	188	328	219	330
gene:ENSPTRG00000045278	AACZ04035665.1	1424	1842	-	419	1	2	0	2	0	3	0	0	2	4	1	0	0	2	1	4
gene:ENSPTRG00000029573	AACZ04036147.1	382	774	-	393	1	3	0	2	0	0	0	0	1	10	0	4	0	2	0	1
gene:ENSPTRG00000047966	AACZ04037012.1	951	2431	+	1481	65	59	39	49	63	71	41	62	61	64	35	65	52	59	50	62
gene:ENSPTRG00000043795	AACZ04037039.1	3689	4763	-	1075	34	67	56	42	20	53	33	49	25	51	27	57	14	45	56	86
gene:ENSPTRG00000051137	AACZ04037049.1	11	5144	-	5134	124	151	1	8	95	91	12	7	86	80	2	6	103	77	5	15
gene:ENSPTRG00000046256	AACZ04037465.1	135	1900	+	1766	148	499	62	188	27	300	32	30	31	104	22	58	51	346	78	88
gene:ENSPTRG00000051091	AACZ04037560.1	7424	10444	-	3021	484	486	290	519	367	485	307	489	374	354	290	508	239	351	307	447
gene:ENSPTRG00000029579	AACZ04038054.1	21733	22364	-	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene:ENSPTRG00000047700	AACZ04038375.1	6	975	-	970	0	1	0	1	0	4	0	1	0	0	0	1	0	0	0	3
gene:ENSPTRG00000042995	AACZ04038703.1	1023	1510	+	488	12	54	57	13	14	37	35	5	9	62	18	9	16	38	89	33
gene:ENSPTRG00000043066	AACZ04038896.1	968	1280	+	313	10	51	11	21	16	25	6	13	15	27	8	8	6	30	15	19
gene:ENSPTRG00000001643	AACZ04039328.1	18	1346	+	1329	17	47	6	49	13	21	8	19	26	27	4	64	13	21	9	87
gene:ENSPTRG00000042184	AACZ04039653.1	3	1285	-	1283	2	3	0	9	0	7	1	6	5	1	0	3	1	2	1	7
gene:ENSPTRG00000048248	AACZ04039655.1	10	1870	-	1861	153	260	39	239	193	57	107	311	275	65	87	187	138	80	40	281
gene:ENSPTRG00000052458	AACZ04040114.1	436	771	+	336	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0
gene:ENSPTRG00000049229	AACZ04040762.1	3680	4618	-	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000042770	AACZ04040923.1	21	1027	-	1007	1	2	0	4	1	2	0	1	1	1	0	2	1	2	1	2
gene:ENSPTRG00000048840	AACZ04041668.1	7	6924	+	6918	1350	1564	26	139	840	1096	100	91	819	874	18	114	988	938	31	143
gene:ENSPTRG00000050365	AACZ04042028.1	1634	2159	+	526	2	1	0	0	1	0	2	1	1	0	1	1	2	2	1	0
gene:ENSPTRG00000048441	AACZ04042028.1	8817	9429	-	613	4	5	6	0	0	4	1	3	3	0	2	5	1	2	3	2
gene:ENSPTRG00000044649	AACZ04042301.1	1049	1387	-	339	6	45	2	29	14	5	4	17	1	15	2	42	0	14	4	105
gene:ENSPTRG00000052484	AACZ04042623.1	21	1723	+	1703	43	49	30	77	42	83	32	86	54	41	42	107	39	73	64	90
gene:ENSPTRG00000048971	AACZ04042866.1	1802	25796	+	23995	1089	806	339	754	682	580	735	696	697	450	178	937	567	549	283	1088
gene:ENSPTRG00000047536	AACZ04043084.1	1999	4785	+	2787	30	64	53	94	40	59	104	120	38	77	87	260	5	86	92	205
gene:ENSPTRG00000048156	AACZ04043477.1	181	711	-	531	0	1	0	0	1	2	1	1	0	2	2	0	3	1	2	0
gene:ENSPTRG00000039710	AACZ04043678.1	16	690	-	675	37	49	32	38	45	70	51	58	46	63	47	54	40	51	45	57
gene:ENSPTRG00000049240	AACZ04043889.1	114	2677	+	2564	38	61	50	45	32	59	33	65	38	43	24	87	55	47	55	83
