# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/macaca_genome/Macaca_mulatta.Mmul_10.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "macacYN07-314_heart_rna_dupsRemoved.bam" "macacYN07-314_kidney_rna_dupsRemoved.bam" "macacYN07-314_liver_rna_dupsRemoved.bam" "macacYN07-314_lung_rna_dupsRemoved.bam" "macacYN07-315_heart_rna_dupsRemoved.bam" "macacYN07-315_kidney_rna_dupsRemoved.bam" "macacYN07-315_liver_rna_dupsRemoved.bam" "macacYN07-315_lung_rna_dupsRemoved.bam" "macacYN07-317_heart_rna_dupsRemoved.bam" "macacYN07-317_kidney_rna_dupsRemoved.bam" "macacYN07-317_liver_rna_dupsRemoved.bam" "macacYN07-317_lung_rna_dupsRemoved.bam" "macacYN07-330_heart_rna_dupsRemoved.bam" "macacYN07-330_kidney_rna_dupsRemoved.bam" "macacYN07-330_liver_rna_dupsRemoved.bam" "macacYN07-330_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	macacYN07-314_heart_rna_dupsRemoved.bam	macacYN07-314_kidney_rna_dupsRemoved.bam	macacYN07-314_liver_rna_dupsRemoved.bam	macacYN07-314_lung_rna_dupsRemoved.bam	macacYN07-315_heart_rna_dupsRemoved.bam	macacYN07-315_kidney_rna_dupsRemoved.bam	macacYN07-315_liver_rna_dupsRemoved.bam	macacYN07-315_lung_rna_dupsRemoved.bam	macacYN07-317_heart_rna_dupsRemoved.bam	macacYN07-317_kidney_rna_dupsRemoved.bam	macacYN07-317_liver_rna_dupsRemoved.bam	macacYN07-317_lung_rna_dupsRemoved.bam	macacYN07-330_heart_rna_dupsRemoved.bam	macacYN07-330_kidney_rna_dupsRemoved.bam	macacYN07-330_liver_rna_dupsRemoved.bam	macacYN07-330_lung_rna_dupsRemoved.bam
gene:ENSMMUG00000000975	8	109561076	109726700	+	165625	82	190	321	260	193	298	748	630	277	387	944	699	106	320	554	387
gene:ENSMMUG00000016186	8	109736414	109773635	+	37222	521	881	883	991	883	1317	1395	1647	700	1480	1872	1590	594	1166	1223	1222
gene:ENSMMUG00000016187	8	109771763	109888217	-	116455	60	156	297	1320	58	213	808	2943	66	326	683	2891	41	272	446	1594
gene:ENSMMUG00000018706	8	110161108	110168214	-	7107	0	1	0	8	1	5	3	4	0	2	5	3	1	0	1	10
gene:ENSMMUG00000007342	8	112473437	113699965	-	1226529	32	92	61	119	68	143	126	204	57	124	133	153	119	105	101	242
gene:ENSMMUG00000049293	8	113629415	113633242	+	3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000062333	8	114692797	114695972	-	3176	506	1489	1124	1357	727	2281	2025	1852	688	2171	1918	1736	595	1695	1641	1587
gene:ENSMMUG00000007151	8	114796573	114797259	+	687	203	237	327	222	291	365	381	320	223	366	470	318	198	262	367	292
gene:ENSMMUG00000003435	8	115688924	115946201	-	257278	51	602	55	295	102	829	57	750	106	1322	111	597	49	503	49	614
gene:ENSMMUG00000052470	8	116720772	116721815	+	1044	0	0	0	1	0	0	0	1	0	1	2	2	0	0	1	1
gene:ENSMMUG00000001087	8	116766477	116767571	-	1095	40	49	7	165	66	93	5	284	42	81	11	240	30	78	6	130
gene:ENSMMUG00000051729	8	116842714	116844295	+	1582	0	1	0	1	0	1	3	0	0	0	1	1	0	1	2	1
gene:ENSMMUG00000020283	8	116934365	117044930	-	110566	1022	1291	920	1551	1446	1470	1362	2266	1208	1690	1595	2047	1111	1384	1142	1981
gene:ENSMMUG00000020284	8	117058497	117063904	+	5408	362	306	138	359	684	529	288	773	539	463	366	617	402	370	211	494
gene:ENSMMUG00000056417	8	117105457	117108490	-	3034	0	0	0	0	1	1	0	2	0	1	1	1	1	0	1	0
gene:ENSMMUG00000020285	8	117138709	117167815	-	29107	1710	1770	828	2600	2620	2241	1348	3747	2157	2554	1568	3517	2000	2022	1077	3033
gene:ENSMMUG00000028933	8	117228242	117232732	+	4491	1	2	0	408	1	0	1	680	1	13	0	489	0	16	0	541
gene:ENSMMUG00000060321	8	117435415	117483464	+	48050	7	36	10	26	16	47	23	33	12	62	44	31	5	26	24	31
gene:ENSMMUG00000052668	8	117668827	117669972	+	1146	50	108	57	106	92	177	109	226	72	152	105	169	82	128	115	165
gene:ENSMMUG00000002068	8	117837830	117858222	+	20393	154	241	170	452	250	314	266	790	189	304	354	710	158	239	196	597
gene:ENSMMUG00000008635	8	118112803	118427830	-	315028	524	725	1103	1436	935	1029	3459	2248	908	1224	3168	2274	512	900	1105	2692
gene:ENSMMUG00000014786	8	118448537	118449078	-	542	170	217	210	275	288	343	341	418	261	337	451	422	185	209	249	302
gene:ENSMMUG00000004846	8	118502678	118927829	-	425152	617	501	159	515	1697	593	285	686	914	898	399	998	1094	672	249	864
gene:ENSMMUG00000016485	8	119209775	119276692	-	66918	75	298	189	316	86	750	328	346	113	363	223	350	88	435	259	452
gene:ENSMMUG00000000266	8	119353215	119390990	+	37776	1	3	304	117	9	12	689	401	23	8	785	211	4	18	771	517
gene:ENSMMUG00000004296	8	119484207	119546147	+	61941	50	1793	1168	1744	106	1961	1595	2956	109	2143	1854	2702	83	1989	1601	2446
gene:ENSMMUG00000053962	8	119626060	119627146	+	1087	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1
gene:ENSMMUG00000005631	8	119688706	119697006	+	8301	60	44	4	89	172	7	10	226	201	41	9	191	95	93	9	344
gene:ENSMMUG00000050392	8	119802917	119804147	+	1231	0	0	1	1	0	1	2	4	0	1	0	0	0	1	0	1
gene:ENSMMUG00000004903	8	119813760	119938309	-	124550	135	921	1685	1033	294	937	1265	1799	370	1420	1646	2683	831	1474	2760	2756
gene:ENSMMUG00000014702	8	119996756	120101459	-	104704	403	1191	404	869	655	1632	752	1762	588	1816	887	1397	559	1265	600	1381
gene:ENSMMUG00000002788	8	120103809	120124932	-	21124	2	9	6	16	7	23	14	41	6	14	13	25	4	14	6	18
gene:ENSMMUG00000002594	8	120147009	120367724	+	220716	237	1424	470	1060	454	1782	731	1908	333	2279	1023	1878	480	1709	635	1515
gene:ENSMMUG00000002595	8	120403259	120648304	+	245046	1479	331	77	1415	1963	401	139	1368	1668	533	201	2456	1130	439	116	1563
gene:ENSMMUG00000002599	8	120670401	120723438	-	53038	521	713	502	667	798	979	680	1085	719	1046	880	991	681	725	607	850
gene:ENSMMUG00000002601	8	120723779	120800677	+	76899	57	145	41	287	98	138	85	489	57	169	123	378	66	152	80	397
gene:ENSMMUG00000002607	8	120816492	121089653	-	273162	85	283	1027	697	207	307	1503	1360	180	453	1408	1310	147	463	1357	1154
gene:ENSMMUG00000056085	8	120880145	120883581	+	3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000045043	8	121919608	121948302	-	28695	58	2	1	73	73	2	5	148	94	7	2	239	44	2	3	120
gene:ENSMMUG00000052557	8	123010472	123019478	-	9007	122	0	3	4	337	6	5	5	413	0	4	4	173	2	3	2
gene:ENSMMUG00000005363	8	123104497	123283793	+	179297	362	452	293	487	708	668	467	946	759	995	981	983	621	515	463	881
gene:ENSMMUG00000013516	8	123335095	123364570	-	29476	664	1038	1361	1535	998	1517	1777	2662	899	1695	2330	2567	803	1358	1658	2128
gene:ENSMMUG00000021157	8	123396314	123467841	+	71528	1274	676	282	259	2068	837	482	472	1452	881	668	463	1262	781	382	502
gene:ENSMMUG00000006049	8	123497487	123524628	+	27142	3	10	4	10	3	8	12	10	4	11	7	8	5	3	6	11
gene:ENSMMUG00000037751	8	123537329	123558378	-	21050	124	246	111	364	171	310	179	564	162	386	241	528	147	327	196	527
gene:ENSMMUG00000006050	8	123570009	123592934	-	22926	441	760	750	812	700	1344	1257	1445	541	1411	1394	1254	447	1160	1144	1131
gene:ENSMMUG00000020467	8	123635839	123712717	-	76879	534	118	369	530	659	149	715	1060	424	177	763	934	1060	142	693	980
gene:ENSMMUG00000028923	8	123734049	123757765	+	23717	396	133	155	178	519	195	290	323	371	207	449	332	343	171	276	254
gene:ENSMMUG00000023778	8	123811722	123850239	-	38518	939	190	37	148	1895	195	92	273	1809	253	208	320	1249	191	58	279
gene:ENSMMUG00000057945	8	123849566	123850696	+	1131	24	0	1	1	50	0	1	1	67	2	2	1	23	2	2	4
gene:ENSMMUG00000054878	8	123854640	123859796	+	5157	3	4	1	8	1	4	4	3	1	6	6	9	2	2	3	6
gene:ENSMMUG00000019149	8	123948503	123961213	-	12711	1139	14	10	25	2149	56	6	33	1713	55	8	41	1504	39	5	52
gene:ENSMMUG00000063044	8	123984713	124047467	-	62755	42	203	7	10	108	234	35	15	51	607	71	17	5	181	33	24
gene:ENSMMUG00000019646	8	124077504	124126666	+	49163	301	1304	586	1339	638	2147	1118	2611	489	2245	1498	2414	398	1620	915	2190
gene:ENSMMUG00000016375	8	124268537	124438005	+	169469	39	22	11	521	81	44	16	901	24	38	13	547	91	34	11	384
gene:ENSMMUG00000050007	8	124467758	124469592	+	1835	180	99	15	116	161	38	16	56	31	27	26	43	115	31	54	46
gene:ENSMMUG00000054755	8	124644882	124704891	-	60010	626	240	67	244	993	439	92	587	763	443	168	539	538	411	75	509
gene:ENSMMUG00000015490	8	124777610	124779650	+	2041	229	310	169	275	354	417	225	507	289	543	327	448	253	295	199	339
gene:ENSMMUG00000015491	8	124799473	124813486	+	14014	414	490	402	639	697	721	579	1083	575	756	805	941	528	566	500	871
gene:ENSMMUG00000064789	8	124811765	124861564	-	49800	586	838	381	1152	948	1008	557	1816	741	1204	832	1854	725	957	520	1517
gene:ENSMMUG00000015493	8	124861673	124871617	+	9945	854	712	564	805	1159	824	615	1209	1025	926	814	1116	961	731	536	871
gene:ENSMMUG00000015494	8	124874715	125056010	-	181296	625	1834	4056	2167	1068	2368	5992	3861	949	3497	7564	2674	675	2286	3757	2242
gene:ENSMMUG00000058362	8	125254004	125256595	+	2592	0	0	0	1	0	2	0	3	0	4	0	0	0	1	0	1
gene:ENSMMUG00000051484	8	125279677	125329856	+	50180	53	129	54	98	75	150	95	156	50	242	165	117	44	148	95	125
gene:ENSMMUG00000003535	8	125346992	125371819	+	24828	109	446	827	1132	162	532	294	1936	154	576	659	1793	72	472	584	1223
gene:ENSMMUG00000003538	8	125371999	125435993	-	63995	485	1334	613	1213	908	1831	1067	2066	537	2040	1264	1916	597	1514	851	1636
gene:ENSMMUG00000003542	8	125436071	125706564	+	270494	245	620	380	820	503	807	681	1538	342	1064	958	1306	335	708	649	1274
gene:ENSMMUG00000064591	8	125709069	125710084	+	1016	0	2	0	3	0	1	0	12	0	2	4	7	0	2	0	4
gene:ENSMMUG00000021759	8	125773476	125784374	+	10899	569	1077	848	1280	827	1725	803	2235	1470	1325	1135	2162	705	1535	862	1804
gene:ENSMMUG00000050894	8	126027107	126033707	+	6601	1	2	0	3	0	1	3	5	1	1	3	2	2	5	2	5
gene:ENSMMUG00000053718	8	126081701	126083914	-	2214	2	1	0	2	1	2	3	0	0	2	1	0	0	1	1	3
gene:ENSMMUG00000046772	8	126658691	126660398	+	1708	525	322	199	288	811	393	236	444	627	523	366	518	465	394	253	353
gene:ENSMMUG00000053247	8	126826653	126830047	+	3395	0	0	0	0	2	1	0	0	0	3	0	1	0	1	4	1
gene:ENSMMUG00000047109	8	126909696	126915599	-	5904	67	1846	1016	957	218	2718	1599	1445	298	3176	2375	1624	107	2402	1689	1393
gene:ENSMMUG00000050509	8	128034219	128035436	+	1218	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0
gene:ENSMMUG00000040527	8	128098324	128099007	+	684	0	0	0	0	0	0	0	3	0	0	2	2	0	0	1	0
gene:ENSMMUG00000014601	8	128099624	128107320	+	7697	59	112	138	432	135	119	229	797	263	127	1087	724	89	100	168	736
gene:ENSMMUG00000015345	8	130069273	130097935	-	28663	46	2	3	14	94	5	3	34	40	4	5	42	49	4	2	69
gene:ENSMMUG00000015348	8	130131037	130308231	-	177195	605	1098	739	1719	1085	1579	1475	3040	683	1702	1871	2792	627	1304	1226	2418
gene:ENSMMUG00000012145	8	130345064	130737689	-	392626	932	433	238	819	1532	629	433	1819	1375	844	682	1473	1206	622	407	1320
gene:ENSMMUG00000010440	8	131055305	131354992	-	299688	13	45	14	41	26	58	22	78	20	60	27	46	15	52	29	77
gene:ENSMMUG00000052367	8	131841043	131842735	+	1693	0	0	3	1	1	0	1	0	0	2	0	0	0	2	0	0
gene:ENSMMUG00000012559	8	132201167	132300556	+	99390	1368	1399	1056	917	1852	1913	1504	1726	1715	2382	1944	1649	1479	1678	1457	1653
gene:ENSMMUG00000058106	8	132314111	132344442	-	30332	0	0	1	1	2	0	1	4	3	2	2	3	0	1	2	0
gene:ENSMMUG00000012560	8	132355055	132389461	-	34407	1	1	0	2	0	1	3	2	4	4	2	3	0	2	1	4
gene:ENSMMUG00000000892	8	132413983	132768668	-	354686	13	79	21	50	23	117	42	97	33	140	35	154	31	157	23	77
gene:ENSMMUG00000015647	8	132861387	132954845	-	93459	27	306	48	132	46	458	71	264	19	501	51	216	29	374	58	468
gene:ENSMMUG00000010189	8	132989371	133037131	-	47761	261	39	21	192	331	27	49	500	81	51	97	318	1175	43	41	379
gene:ENSMMUG00000010190	8	133052391	133123572	+	71182	509	1038	504	1046	795	1254	843	1870	719	1591	1186	1532	627	1091	694	1439
gene:ENSMMUG00000041378	8	133145758	133419504	+	273747	23	121	30	1258	29	135	51	4072	15	140	45	5257	9	106	28	1900
gene:ENSMMUG00000010197	8	133315898	133382044	-	66147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000010199	8	133471004	133507939	+	36936	7	41	6	113	2	24	6	606	12	19	7	385	3	42	1	704
gene:ENSMMUG00000010200	8	133518959	133579393	-	60435	883	4342	245	4006	1461	5218	348	5130	1439	7084	590	5293	1040	4828	565	4438
gene:ENSMMUG00000012531	8	133736963	133855910	-	118948	1721	1491	2969	6330	2536	2093	6243	9273	2234	2946	8661	7201	1877	1719	3657	7927
gene:ENSMMUG00000058738	8	134051965	134053370	+	1406	2	1	0	0	2	3	0	0	2	0	2	0	0	1	0	0
gene:ENSMMUG00000004918	8	134753254	134987647	-	234394	138	1009	90	235	220	1525	155	426	184	2058	231	415	200	444	112	377
gene:ENSMMUG00000022248	8	135723186	135914392	+	191207	385	318	175	843	516	399	119	940	568	570	445	1050	421	384	292	1062
gene:ENSMMUG00000020326	8	138337593	138568359	-	230767	16	14	26	30	29	43	41	59	17	52	49	36	22	36	29	48
gene:ENSMMUG00000050990	8	138411247	138412350	+	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000054706	8	138644336	138646091	+	1756	1	2	3	5	2	0	1	7	2	1	3	6	0	2	2	2
gene:ENSMMUG00000047643	8	138782662	139078834	-	296173	13	90	13	35	28	143	401	103	36	134	486	77	25	129	286	130
gene:ENSMMUG00000045425	8	139358401	139359135	+	735	254	200	188	281	370	272	238	374	314	292	340	380	256	228	198	275
gene:ENSMMUG00000045821	8	139828907	139929911	-	101005	5	7	1	17	4	19	5	29	3	12	7	23	2	6	6	18
gene:ENSMMUG00000063726	8	139891373	139893679	+	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000048066	8	140331311	140685069	-	353759	521	559	289	484	699	697	441	787	571	900	610	730	504	603	403	621
gene:ENSMMUG00000065332	8	140715267	140716880	+	1614	1	4	1	6	0	0	1	4	3	1	1	4	2	6	2	4
gene:ENSMMUG00000057448	8	140731916	140737576	+	5661	256	408	230	578	310	450	283	819	266	548	345	725	256	509	341	717
gene:ENSMMUG00000056225	8	140737812	140738456	+	645	0	4	1	7	3	1	5	9	1	9	6	18	1	4	4	7
gene:ENSMMUG00000008045	8	140752603	140859496	-	106894	169	248	205	327	351	380	282	685	409	525	629	658	212	342	285	552
gene:ENSMMUG00000002336	8	140880976	141238026	-	357051	1213	2192	1422	2627	2210	2689	2249	4451	1779	3444	2619	4386	1529	2549	2148	3920
gene:ENSMMUG00000013578	8	141363926	141433776	+	69851	367	750	363	4160	621	588	657	7866	520	1266	1640	5870	281	602	310	4463
gene:ENSMMUG00000013579	8	141447826	141491478	-	43653	218	270	65	249	420	252	79	562	339	325	119	554	262	291	69	382
gene:ENSMMUG00000049586	8	141592451	141603447	-	10997	25	14	5	125	33	12	6	88	14	14	3	140	16	29	1	101
gene:ENSMMUG00000019392	8	141628347	141672152	+	43806	3170	412	297	2817	4004	222	176	2763	3163	401	242	3226	2874	330	161	1874
gene:ENSMMUG00000028901	8	141674649	141746229	-	71581	85	80	38	104	282	97	65	218	128	89	78	162	157	84	59	167
gene:ENSMMUG00000055363	8	141754086	141759201	+	5116	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1
gene:ENSMMUG00000052421	8	142487641	142489086	-	1446	0	1	1	0	0	2	1	3	1	1	0	0	0	0	0	0
gene:ENSMMUG00000001432	8	142530868	142665194	-	134327	202	417	149	608	478	607	300	1611	307	922	618	1441	321	737	410	1420
gene:ENSMMUG00000019877	8	142712730	142809269	+	96540	7	7	8	15	17	2	6	25	9	8	52	15	12	3	4	13
gene:ENSMMUG00000018519	8	142886112	142888047	-	1936	1	57	0	223	25	24	2	515	41	19	0	565	1	41	3	290
gene:ENSMMUG00000022452	8	142924423	142945261	-	20839	426	1042	324	1187	869	1722	675	2143	677	2092	1145	2135	582	1396	738	1524
gene:ENSMMUG00000028899	8	142955132	142957433	+	2302	1	7	0	5	1	4	0	18	273	131	0	13	1	6	0	134
gene:ENSMMUG00000019458	8	142976091	142979036	+	2946	1	28	1	7	14	96	5	17	4	66	2	9	0	22	3	1
gene:ENSMMUG00000042112	8	143009581	143018345	+	8765	284	540	440	326	351	755	743	530	311	1186	1252	520	240	442	551	253
gene:ENSMMUG00000018303	8	143022772	143024014	-	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000050706	8	143031834	143034064	-	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene:ENSMMUG00000041404	8	143044697	143056306	-	11610	3597	374	205	537	4882	403	381	929	4101	605	1098	1021	3822	646	438	1075
gene:ENSMMUG00000060008	8	143062903	143065056	-	2154	0	0	0	1	0	0	0	7	0	2	3	9	0	1	0	19
gene:ENSMMUG00000056230	8	143113338	143127568	+	14231	0	16	0	1	0	38	2	0	0	35	0	2	0	4	4	0
gene:ENSMMUG00000013631	8	143164881	143170322	-	5442	0	0	3	0	0	0	3	0	0	0	5	0	0	0	3	0
gene:ENSMMUG00000000959	8	143200042	143206208	-	6167	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gene:ENSMMUG00000050257	8	143292838	143296858	+	4021	137	187	79	575	260	177	178	875	199	208	272	832	146	182	163	627
gene:ENSMMUG00000064147	8	143342164	143343721	+	1558	0	1	0	2	0	0	0	7	0	0	0	2	0	0	0	2
gene:ENSMMUG00000061460	8	143345252	143346803	-	1552	0	0	0	0	0	0	1	0	0	1	0	5	0	1	0	0
gene:ENSMMUG00000014830	8	143418099	143419717	-	1619	2	1	3	1	3	2	1	0	0	0	0	20	0	0	0	1
gene:ENSMMUG00000055361	8	143465972	143472005	+	6034	565	30	4	113	879	37	8	149	680	43	28	760	545	66	16	363
gene:ENSMMUG00000018500	8	143496721	143512172	+	15452	42	140	74	262	101	183	131	440	72	199	220	394	59	171	115	245
gene:ENSMMUG00000059842	8	143504957	143526589	+	21633	166	353	208	582	284	491	290	980	151	654	547	938	148	516	371	732
gene:ENSMMUG00000061203	8	143539505	143548849	+	9345	119	160	80	479	265	294	203	871	134	334	370	689	186	311	225	771
gene:ENSMMUG00000065102	8	143543481	143553192	-	9712	9	27	16	77	19	53	35	164	43	115	275	233	41	13	22	83
gene:ENSMMUG00000022933	8	143554713	143612038	-	57326	447	872	990	2168	853	1204	1265	3682	608	1262	2132	3270	632	1354	1932	2843
gene:ENSMMUG00000010939	8	143630496	143646481	+	15986	44	525	10	258	96	750	13	409	51	938	46	291	57	813	38	374
gene:ENSMMUG00000051833	8	143689364	143690425	-	1062	5	8	0	3	11	6	1	7	4	2	1	1	6	7	0	4
gene:ENSMMUG00000058733	8	143696828	143801629	-	104802	177	408	277	612	344	531	472	1276	258	802	1024	1271	258	448	457	756
gene:ENSMMUG00000001633	8	143820175	143825420	+	5246	198	201	212	1103	390	210	385	1987	371	437	1199	2223	189	302	320	1556
gene:ENSMMUG00000001639	8	143829740	143835180	-	5441	6	37	13	13	7	17	12	34	24	45	38	58	18	22	21	31
gene:ENSMMUG00000001641	8	143832655	143840776	-	8122	192	494	1019	487	276	415	1016	796	233	699	1552	768	287	385	1101	613
gene:ENSMMUG00000001645	8	143842201	143872947	-	30747	1691	2522	1620	3230	2685	3286	2646	5234	2555	4534	4650	5485	2238	3387	3061	4263
gene:ENSMMUG00000014668	8	143861065	143862996	+	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000014664	8	143872837	143880679	-	7843	239	633	557	728	446	775	711	1083	312	969	1006	1020	284	695	694	758
gene:ENSMMUG00000051967	8	143894809	143903430	-	8622	175	271	141	369	247	213	208	625	123	233	200	402	183	205	221	422
gene:ENSMMUG00000016714	8	143903534	143924525	+	20992	306	711	502	926	581	1051	1313	1833	429	1254	1311	1545	560	928	1317	1538
gene:ENSMMUG00000058943	8	143935917	143945975	+	10059	28	58	30	159	44	77	57	320	48	81	69	225	26	65	43	193
gene:ENSMMUG00000014257	8	143942709	143989513	-	46805	93	498	806	795	161	674	1009	1397	95	766	1797	1411	72	610	1004	940
gene:ENSMMUG00000061738	8	143957591	143959006	-	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000053415	8	143958847	143961567	+	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000001187	8	143972219	143978704	+	6486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000057609	8	143996290	144052226	+	55937	29	239	155	228	46	222	187	406	42	308	338	322	41	180	210	339
gene:ENSMMUG00000013552	8	144056014	144078583	-	22570	316	737	536	1244	601	914	789	2088	503	1432	1472	2240	384	839	766	1536
gene:ENSMMUG00000013558	8	144075915	144092334	-	16420	1173	1144	1220	1655	1707	1368	1429	2446	1484	1711	2354	2460	1176	1324	1389	1912
gene:ENSMMUG00000028891	8	144097786	144103579	-	5794	236	255	1208	833	441	275	1429	1178	335	453	2519	1131	290	378	1603	915
gene:ENSMMUG00000000388	8	144186507	144245684	-	59178	6558	2554	2005	6562	9006	3180	2499	12504	9040	6073	5312	13281	6269	3652	2906	9335
gene:ENSMMUG00000059569	8	144245924	144255978	-	10055	389	555	485	2222	557	754	740	3273	405	1036	1275	2981	239	665	499	1909
gene:ENSMMUG00000056458	8	144259750	144263558	+	3809	231	605	604	651	365	834	1027	863	321	873	1211	862	248	699	638	642
gene:ENSMMUG00000050137	8	144355403	144361121	+	5719	261	380	229	377	403	513	300	646	326	621	552	647	238	427	281	498
gene:ENSMMUG00000007161	8	144360514	144371678	+	11165	669	1007	871	1218	942	1265	1126	1716	871	1713	1823	1738	683	1196	1237	1311
gene:ENSMMUG00000007152	8	144372202	144381598	-	9397	432	558	490	834	660	681	646	1333	559	844	1035	1268	399	616	573	946
gene:ENSMMUG00000007149	8	144373023	144376807	+	3785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007155	8	144381687	144386138	+	4452	1071	1025	410	1468	1481	1321	727	2190	1390	1697	1181	2294	1194	1286	764	1956
gene:ENSMMUG00000007157	8	144385637	144389194	+	3558	18	40	52	83	26	44	59	128	21	59	91	119	13	25	71	67
gene:ENSMMUG00000062487	8	144391853	144394287	+	2435	33	72	75	158	62	91	112	259	44	103	170	221	33	67	106	161
gene:ENSMMUG00000014717	8	144416680	144419411	+	2732	156	243	176	298	308	368	307	449	216	468	518	519	187	333	293	335
gene:ENSMMUG00000014716	8	144425898	144543904	+	118007	678	1264	450	1716	1185	1668	910	3559	903	2886	1941	3759	649	1731	975	2646
gene:ENSMMUG00000014724	8	144543385	144574033	-	30649	372	612	427	762	641	795	657	1255	575	1158	1240	1443	394	746	621	838
gene:ENSMMUG00000045410	8	144548776	144550289	+	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000014728	8	144574232	144601495	+	27264	267	274	150	502	447	390	292	923	398	561	496	1005	335	364	262	763
gene:ENSMMUG00000000825	8	144598273	144613371	-	15099	567	633	545	1212	955	897	978	2247	701	1161	1337	2096	631	757	1247	1578
gene:ENSMMUG00000028886	8	144619453	144622423	-	2971	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007374	8	144620127	144646775	+	26649	205	335	158	552	389	481	206	954	320	627	380	1033	267	421	213	704
gene:ENSMMUG00000007368	8	144638884	144640255	-	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007370	8	144640978	144644027	-	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007376	8	144660536	144679010	+	18475	472	410	338	682	879	490	459	1065	565	658	816	1029	946	561	621	850
gene:ENSMMUG00000055579	8	144699234	144700382	+	1149	3	10	4	9	6	10	19	21	30	25	13	26	1	9	10	17
gene:ENSMMUG00000003154	8	144711174	144715330	-	4157	22	171	446	213	40	83	776	323	65	224	1297	202	65	60	591	198
gene:ENSMMUG00000020667	8	144736076	144742159	-	6084	655	941	742	1225	980	1109	1006	1690	763	1282	1330	1573	668	1121	958	1384
gene:ENSMMUG00000002655	8	144741529	144756616	-	15088	63	99	107	265	106	203	233	505	65	275	454	554	44	122	188	298
gene:ENSMMUG00000002659	8	144761508	144776945	-	15438	955	1777	712	2317	1669	2456	1229	4237	1454	3438	2141	4429	1131	2259	1330	3062
gene:ENSMMUG00000002661	8	144777703	144785492	+	7790	95	988	394	958	239	1149	684	1674	167	1567	718	1440	154	1279	638	1166
gene:ENSMMUG00000002663	8	144785127	144789694	-	4568	4	31	28	67	19	54	51	86	6	78	104	98	2	56	67	46
gene:ENSMMUG00000015585	8	144816126	144821292	+	5167	909	825	1636	341	1728	966	2121	592	1116	1628	2987	546	816	884	2316	420
gene:ENSMMUG00000053025	8	144823084	144840476	+	17393	445	808	666	712	854	1161	1000	1304	659	1530	1816	1205	472	925	901	752
gene:ENSMMUG00000040973	8	144836532	144841890	-	5359	198	187	179	150	302	199	296	217	246	307	412	270	206	242	317	201
gene:ENSMMUG00000059443	8	144842140	144843685	-	1546	117	86	128	91	178	122	168	149	148	181	241	190	107	126	183	123
gene:ENSMMUG00000061544	8	144845192	144920016	-	74825	78	422	240	416	160	557	515	665	156	858	533	818	128	558	511	639
gene:ENSMMUG00000028881	8	145032863	145069239	-	36377	212	728	299	808	382	1069	591	1510	280	1207	746	1336	245	728	506	1016
gene:ENSMMUG00000062436	8	145087916	145089953	+	2038	3	7	5	11	13	8	4	19	6	10	8	16	12	11	6	7
gene:ENSMMUG00000014308	8	145088713	145102835	-	14123	50	101	51	140	81	100	74	272	66	139	167	245	63	104	110	203
gene:ENSMMUG00000013379	8	145105178	145107626	-	2449	1095	1014	1025	1263	1261	1128	1080	1525	1178	1231	1312	1496	1091	1092	1090	1368
gene:ENSMMUG00000013408	8	145114133	145127500	+	13368	176	190	70	251	240	233	100	406	204	269	183	373	236	229	209	369
gene:ENSMMUG00000011550	8	145144197	145159512	+	15316	886	1031	690	2063	1691	1111	1097	3147	1280	1236	1504	2633	1431	1025	938	2594
