# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene8489	NC_015775.1	5309834	5313577	-	3744	18	27	27	20	16	12	20	13	24	18	19	15	8	24	15	45	16	35
gene8490	NC_015775.1	5314608	5317636	-	3029	996	1011	962	719	772	885	884	777	740	789	752	637	840	783	842	696	907	718
gene8491	NC_015775.1	5318809	5371488	-	52680	312	316	291	112	180	310	233	226	197	216	228	171	192	256	197	108	186	214
gene8492	NC_015775.1	5474389	5593942	+	119554	273	261	228	16	166	292	261	204	168	164	186	126	184	194	222	121	129	199
gene8493	NC_015775.1	5598861	5600225	+	1365	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
gene8494	NC_015775.1	5613704	5617635	+	3932	275	254	310	177	227	442	244	289	254	307	229	213	328	207	338	157	236	216
gene8495	NC_015775.1	5617201	5622081	-	4881	687	735	847	714	584	710	766	633	617	687	799	619	663	687	597	692	878	651
gene8496	NC_015775.1	5625516	5744955	-	119440	498	539	539	124	385	505	477	409	340	434	380	286	322	385	356	291	462	292
gene8497	NC_015775.1	5633280	5635328	-	2049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8498	NC_015775.1	5691549	5741823	+	50275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8499	NC_015775.1	5748455	5775125	+	26671	486	580	662	315	480	515	708	629	414	452	503	517	407	497	561	444	568	485
gene8500	NC_015775.1	5754215	5754285	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8501	NC_015775.1	5760138	5760209	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8502	NC_015775.1	5775479	5786301	-	10823	417	533	589	253	456	261	583	308	418	426	519	432	364	273	330	324	384	381
gene8503	NC_015775.1	5793403	5798108	+	4706	929	797	955	584	608	713	736	601	678	804	895	676	680	837	655	718	946	725
gene8504	NC_015775.1	5797880	5799839	-	1960	415	371	353	389	348	318	354	245	368	320	369	301	291	467	250	372	412	374
gene8505	NC_015775.1	5817426	5847838	+	30413	112	112	111	76	54	74	88	55	76	84	66	44	54	70	37	58	98	68
gene8506	NC_015775.1	5908266	5932331	-	24066	67	56	44	16	21	46	35	39	38	31	31	17	38	45	46	14	16	32
gene8507	NC_015775.1	5932805	5994085	-	61281	27	36	23	2	14	25	20	20	17	22	20	7	23	16	24	8	22	21
gene8508	NC_015775.1	5979773	5986215	+	6443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8509	NC_015775.1	6051165	6054119	-	2955	9	8	2	1	3	3	7	2	7	5	2	1	7	5	2	5	5	3
gene8510	NC_015775.1	6054655	6092526	+	37872	135	176	125	79	69	93	106	112	98	114	105	69	104	74	97	80	140	90
gene8511	NC_015775.1	6094859	6116052	-	21194	666	651	712	224	419	776	628	537	493	558	548	358	464	684	473	373	536	455
gene8512	NC_015775.1	6116127	6120165	+	4039	317	313	285	197	234	307	318	277	237	272	239	209	300	265	304	230	309	221
gene8513	NC_015775.1	6120243	6148436	+	28194	1608	1426	1355	467	760	1417	1261	1116	943	1110	935	794	1270	1306	1268	661	996	1164
gene8514	NC_015775.1	6149040	6159278	-	10239	119	153	143	92	87	138	146	103	121	107	111	73	131	112	126	126	104	148
gene8515	NC_015775.1	6163292	6199337	-	36046	682	737	676	277	415	711	778	584	453	526	610	385	490	526	601	359	564	605
gene8516	NC_015775.1	6201177	6215055	-	13879	340	524	120	77	80	170	79	272	147	104	119	69	258	102	323	115	278	108
gene8517	NC_015775.1	6213593	6231596	+	18004	4318	3796	3447	3121	3340	3420	3094	3504	3912	3040	3232	2491	3065	2748	3442	3051	3714	2995
gene8518	NC_015775.1	6231700	6235376	-	3677	389	374	402	361	346	391	460	338	327	311	365	347	345	366	366	350	423	375
gene8519	NC_015775.1	6235902	6239996	+	4095	413	384	402	274	359	434	401	321	319	342	348	329	326	340	322	329	385	338
gene8520	NC_015775.1	6240410	6241912	-	1503	297	272	279	310	271	228	288	224	240	197	254	190	233	249	217	207	270	244
gene8521	NC_015775.1	6241945	6245582	+	3638	343	376	312	205	285	385	380	340	341	311	260	264	295	317	359	256	376	304
gene8522	NC_015775.1	6246456	6248324	+	1869	245	269	231	161	199	252	271	256	169	212	223	160	229	205	285	180	306	243
gene8523	NC_015775.1	6248208	6249569	-	1362	882	935	816	732	748	850	1056	866	699	749	743	733	853	725	834	764	978	940
gene8524	NC_015775.1	6249558	6253062	+	3505	638	600	519	545	514	528	566	412	457	428	479	431	495	508	472	507	564	523
gene8525	NC_015775.1	6252613	6255728	+	3116	822	743	801	817	713	778	839	570	746	681	665	663	649	754	661	605	745	722
gene8526	NC_015775.1	6256856	6259798	+	2943	42	40	56	26	43	61	59	49	31	43	44	42	40	30	52	51	38	56
gene8527	NC_015775.1	6258497	6261507	-	3011	35	36	43	10	22	23	37	28	27	26	32	17	23	19	26	35	39	30
gene8529	NC_015775.1	6264217	6268400	-	4184	513	528	528	387	459	459	510	438	407	431	492	410	398	435	457	451	561	416
gene8530	NC_015775.1	6268929	6281621	+	12693	2745	2708	2680	1449	2104	2768	2417	2288	2019	2424	2372	1931	2095	2248	2249	1780	2603	2013
gene8531	NC_015775.1	6281723	6283015	-	1293	61	68	60	55	42	55	56	44	63	46	53	28	54	49	43	37	43	42
gene8532	NC_015775.1	6283607	6286796	+	3190	6964	7364	6543	5052	5329	5616	6458	5632	4724	5370	6025	5033	5738	5444	5675	4806	6079	5381
gene8533	NC_015775.1	6286694	6288481	-	1788	283	212	189	146	156	261	260	240	155	168	170	172	205	187	210	176	231	219
gene8534	NC_015775.1	6288683	6294172	+	5490	223	286	270	104	180	234	260	183	204	213	214	187	184	188	186	187	235	237
gene8535	NC_015775.1	6292749	6294232	-	1484	12	24	18	14	13	15	25	11	16	7	13	12	14	4	10	8	21	18
gene8536	NC_015775.1	6295338	6297754	+	2417	22	15	15	6	17	15	17	16	16	8	14	11	17	16	9	10	16	8
gene8537	NC_015775.1	6297911	6300733	+	2823	441	403	369	413	395	351	440	297	341	417	383	330	326	386	354	372	434	383
gene8538	NC_015775.1	6300782	6302907	-	2126	15	8	11	14	11	16	14	14	10	12	12	12	13	12	8	8	6	16
gene8539	NC_015775.1	6303288	6306950	-	3663	183	184	174	102	112	167	154	126	144	121	120	122	125	117	145	122	137	124
gene8540	NC_015775.1	6307342	6308826	-	1485	595	570	536	558	525	564	720	519	470	451	536	420	497	502	524	470	650	619
gene8541	NC_015775.1	6308869	6314180	+	5312	120	93	129	86	111	131	122	107	99	96	154	49	74	97	126	60	42	88
gene8542	NC_015775.1	6316279	6324176	+	7898	469	396	425	142	270	387	327	358	302	358	308	238	292	317	306	268	405	310
gene8543	NC_015775.1	6325483	6329177	-	3695	326	362	322	244	311	364	419	288	245	233	305	258	257	299	268	257	356	331
gene8544	NC_015775.1	6345999	6366773	+	20775	10	8	13	6	9	12	6	10	1	5	6	7	9	9	13	2	3	8
gene8545	NC_015775.1	6366869	6402063	-	35195	627	461	356	257	240	218	300	222	297	332	433	310	227	341	363	244	326	276
gene8546	NC_015775.1	6405540	6409820	+	4281	126	162	192	106	41	55	115	84	130	178	182	146	89	105	98	128	178	64
gene8547	NC_015775.1	6410766	6413466	-	2701	272	276	267	190	223	187	278	195	209	188	206	215	191	216	240	191	261	223
gene8548	NC_015775.1	6421104	6470988	+	49885	538	435	445	191	305	311	465	285	323	335	406	438	275	221	311	283	420	281
gene8549	NC_015775.1	6465611	6467333	-	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8550	NC_015775.1	6471390	6476214	-	4825	448	414	348	255	279	269	359	254	353	221	339	233	256	305	254	207	260	286
gene8551	NC_015775.1	6476286	6481507	+	5222	195	149	178	35	128	224	188	160	103	174	153	118	148	180	163	130	155	138
gene8552	NC_015775.1	6482244	6486892	-	4649	1837	1599	1783	1298	1528	2031	2074	1374	1450	1588	1650	1454	1511	1756	1548	1231	1350	1851
gene8553	NC_015775.1	6488019	6491997	+	3979	12	17	15	12	18	15	33	14	13	13	21	10	13	15	15	14	16	15
gene8554	NC_015775.1	6491578	6495819	-	4242	10	11	8	11	7	14	14	18	22	12	11	15	12	8	22	13	15	11
gene8555	NC_015775.1	6495704	6496693	+	990	0	0	1	3	0	1	0	0	2	0	0	0	0	1	3	0	2	1
gene8556	NC_015775.1	6514724	6533432	+	18709	8200	8805	5232	113	4004	4774	970	2481	6149	6188	7538	4100	3343	2143	2238	4759	2722	5112
gene8557	NC_015775.1	6586012	6646475	+	60464	115856	119567	104476	76325	75088	90361	38285	51302	79362	85858	97973	65331	76303	91628	50446	84451	66053	88100
gene8558	NC_015775.1	6646697	6650714	+	4018	391	416	372	281	338	357	404	312	311	314	318	317	333	307	387	316	416	299
gene8559	NC_015775.1	6650991	6655221	-	4231	680	719	751	479	662	751	965	669	601	675	643	599	653	613	678	570	876	696
gene8560	NC_015775.1	6655582	6657113	+	1532	74	89	80	63	81	78	135	76	69	55	67	78	73	64	69	70	79	87
gene8561	NC_015775.1	6657352	6658617	-	1266	401	403	434	353	401	431	561	388	382	338	417	342	320	387	369	383	481	482
gene8562	NC_015775.1	6658749	6853903	+	195155	827	707	721	139	577	838	695	641	586	663	711	511	592	572	626	481	589	634
gene8563	NC_015775.1	6867445	6881258	+	13814	10	6	5	2	4	3	11	5	2	5	15	12	6	12	7	6	6	8
gene8564	NC_015775.1	6885379	6955521	+	70143	290	318	286	75	160	344	256	233	177	209	246	149	221	235	226	101	213	218
gene8565	NC_015775.1	6885861	6890302	-	4442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8566	NC_015775.1	6891245	6892816	-	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8567	NC_015775.1	6957601	6961217	-	3617	44	57	56	51	49	71	54	54	39	60	77	44	42	52	46	60	57	41
gene8568	NC_015775.1	6961351	6963682	+	2332	332	367	396	350	333	499	456	419	332	410	364	363	373	330	340	374	417	331
gene8569	NC_015775.1	6963233	6965668	-	2436	789	825	757	484	665	733	771	619	619	674	811	645	663	663	687	629	824	668
gene8570	NC_015775.1	6966227	6968494	-	2268	835	877	820	852	810	757	763	716	744	790	773	675	676	832	800	731	888	702
gene8571	NC_015775.1	6979289	7075095	-	95807	1176	1269	1359	1052	1414	1533	1887	1215	1103	1551	1339	1419	1265	1253	1211	1191	1647	1278
gene8572	NC_015775.1	7171836	7173656	+	1821	177	195	202	151	160	201	239	187	155	172	184	173	182	170	183	176	228	206
gene8573	NC_015775.1	7173667	7176631	-	2965	82	58	48	59	48	50	49	44	61	34	47	38	39	51	46	57	52	55
gene8574	NC_015775.1	7174976	7176341	+	1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8575	NC_015775.1	7176976	7227728	+	50753	1241	1292	1182	511	968	957	1246	716	1161	1126	1132	990	713	814	907	977	972	1085
gene8576	NC_015775.1	7227848	7251369	+	23522	2865	3001	2980	1343	2503	2666	3143	2492	2446	2728	2589	2181	2538	2592	2686	2311	2382	2857
gene8577	NC_015775.1	7251678	7255028	+	3351	181	181	142	141	197	247	223	260	149	193	152	198	353	156	286	217	475	200
gene8578	NC_015775.1	7254986	7260943	-	5958	1	0	1	6	3	1	2	5	2	0	0	2	0	1	1	1	1	1
gene8579	NC_015775.1	7256911	7258773	+	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8580	NC_015775.1	7262053	7276316	+	14264	468	507	384	365	329	412	371	373	410	341	308	269	350	378	343	262	424	336
gene8581	NC_015775.1	7264214	7274279	-	10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8582	NC_015775.1	7276616	7281409	-	4794	60	75	91	30	46	64	47	81	37	68	86	33	50	67	52	36	74	46
gene8583	NC_015775.1	7281820	7283227	-	1408	111	88	99	74	99	96	86	77	72	73	79	60	63	128	80	71	99	78
gene8584	NC_015775.1	7284800	7287540	-	2741	160	154	173	53	113	194	134	148	103	132	132	105	112	144	109	106	147	154
gene8585	NC_015775.1	7287630	7293314	-	5685	543	665	555	365	453	457	549	384	523	466	504	392	377	470	413	438	479	434
gene8586	NC_015775.1	7294793	7301621	-	6829	3977	4647	4083	2378	4738	2950	5107	4098	3396	4956	3693	4446	4238	4892	4478	4133	5557	5356
gene8587	NC_015775.1	7302256	7313028	+	10773	59	92	35	61	37	56	38	44	103	76	63	52	43	27	53	32	66	54
gene8588	NC_015775.1	7313358	7314283	+	926	595	613	592	525	602	638	835	518	583	479	498	507	614	515	627	604	730	718
gene8589	NC_015775.1	7314184	7315708	-	1525	220	188	216	179	196	197	206	137	174	146	174	155	156	162	172	196	216	229
gene8590	NC_015775.1	7315513	7316512	+	1000	269	314	281	271	288	306	430	258	248	223	292	260	277	266	253	261	332	343
gene8591	NC_015775.1	7316425	7318697	-	2273	188	176	172	129	130	164	192	147	124	136	145	134	132	150	136	140	184	157
gene8592	NC_015775.1	7318776	7322716	+	3941	128	109	111	44	109	124	104	90	97	103	111	112	96	120	88	105	111	102
gene8593	NC_015775.1	7320331	7324342	-	4012	42	37	45	46	34	38	64	28	44	41	45	31	31	50	37	32	53	35
gene8594	NC_015775.1	7323141	7323990	-	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8595	NC_015775.1	7324537	7329692	+	5156	104	130	126	23	106	138	129	107	84	144	106	104	97	86	90	98	103	128
gene8596	NC_015775.1	7338023	7340798	+	2776	629	800	652	531	496	536	601	506	530	506	532	432	521	617	530	499	556	525
gene8597	NC_015775.1	7342267	7345112	-	2846	527	559	460	296	428	523	598	440	333	417	494	335	486	491	478	374	509	474
gene8598	NC_015775.1	7345429	7347050	-	1622	616	604	536	605	526	626	602	586	551	634	509	493	586	552	547	507	764	566
gene8599	NC_015775.1	7347691	7403104	+	55414	1840	1731	1627	657	985	1658	1478	1121	1305	1305	1247	911	1188	1231	1264	892	1238	1260
gene8600	NC_015775.1	7417410	7424015	-	6606	17	11	8	4	5	15	5	14	3	12	15	11	13	9	5	5	8	10
gene8601	NC_015775.1	7422682	7423630	+	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8602	NC_015775.1	7428682	7429496	+	815	115	114	96	132	101	107	146	111	105	92	105	78	104	112	86	124	138	125
gene8603	NC_015775.1	7429744	7434709	+	4966	203	183	194	121	179	226	200	196	154	196	159	141	163	146	162	153	212	201
gene8604	NC_015775.1	7435098	7441602	-	6505	986	1159	1030	485	858	980	1167	854	749	929	911	772	897	823	850	783	962	926
gene8605	NC_015775.1	7441628	7445752	+	4125	325	356	306	239	282	329	390	351	248	262	273	245	289	277	350	256	367	323
gene8606	NC_015775.1	7445794	7447348	-	1555	194	199	191	155	153	198	259	150	141	137	158	141	195	180	166	190	225	209
gene8607	NC_015775.1	7447683	7449382	-	1700	223	212	203	204	216	214	345	204	176	175	206	189	201	233	197	227	268	269
gene8608	NC_015775.1	7449573	7452413	+	2841	143	134	139	93	149	212	171	166	100	153	139	99	147	141	183	122	159	145
gene8609	NC_015775.1	7452454	7453807	-	1354	335	327	284	348	337	384	448	300	308	334	302	337	363	328	295	292	323	337
gene8610	NC_015775.1	7454216	7458657	-	4442	43	42	40	23	28	44	33	27	43	32	29	21	34	33	28	27	17	37
gene8611	NC_015775.1	7458157	7464088	+	5932	31	34	32	17	13	33	13	26	44	24	21	13	28	33	25	9	10	14
gene8612	NC_015775.1	7466645	7471544	-	4900	82	74	63	57	67	79	62	72	49	63	72	49	59	50	73	49	67	67
gene8613	NC_015775.1	7471622	7473743	+	2122	691	995	807	583	866	670	966	610	901	652	822	636	628	697	608	769	789	769
gene8614	NC_015775.1	7475147	7478580	+	3434	450	501	418	354	466	424	579	376	386	356	450	430	395	414	458	410	551	457
gene8615	NC_015775.1	7478612	7480092	+	1481	57	64	57	55	56	63	78	62	47	35	54	36	62	54	39	55	64	64
gene8616	NC_015775.1	7479626	7483267	-	3642	426	461	385	298	326	357	414	287	363	267	390	298	301	287	331	375	400	354
gene8617	NC_015775.1	7483366	7484779	+	1414	3212	2650	2510	3421	2536	2478	2843	2043	2895	2609	2383	2187	2455	2597	2469	2437	2778	2571
gene8618	NC_015775.1	7485075	7489622	+	4548	65	75	63	53	66	42	73	46	49	35	36	43	61	56	63	41	54	64
gene8619	NC_015775.1	7489739	7491441	-	1703	516	555	517	415	586	676	806	592	449	508	487	554	518	497	487	575	617	642
gene8620	NC_015775.1	7491772	7498577	+	6806	663	697	710	567	709	710	865	652	563	600	633	563	620	646	594	719	761	733
gene8621	NC_015775.1	7494140	7497987	-	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8622	NC_015775.1	7498556	7501413	+	2858	8	13	16	19	10	16	11	13	15	15	10	7	11	9	18	10	12	13
gene8623	NC_015775.1	7499951	7502256	-	2306	64	58	40	28	32	55	45	43	45	32	42	39	47	58	53	22	29	33
gene8624	NC_015775.1	7502289	7545652	+	43364	1015	1097	992	372	774	1013	985	913	822	892	885	643	780	715	756	655	872	860
gene8625	NC_015775.1	7509832	7511636	-	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8626	NC_015775.1	7545736	7548661	+	2926	227	189	205	210	173	227	293	208	197	171	208	173	173	201	198	193	227	211
gene8627	NC_015775.1	7548600	7549766	-	1167	108	123	109	107	111	113	166	91	101	79	106	85	85	89	100	113	144	122
gene8628	NC_015775.1	7549715	7554423	+	4709	332	424	370	145	388	430	434	337	276	318	316	297	357	314	367	316	395	369
gene8629	NC_015775.1	7554855	7557635	-	2781	920	906	949	656	722	826	931	676	749	688	696	576	620	800	716	627	844	826
gene8630	NC_015775.1	7560345	7578340	+	17996	1630	1769	1632	1121	1770	1404	1873	1430	1596	1554	1349	1476	1562	1419	1569	1382	1806	1832
gene8631	NC_015775.1	7578471	7581188	-	2718	326	355	345	279	304	326	455	274	294	250	298	279	301	306	319	285	436	350
gene8632	NC_015775.1	7581446	7588977	+	7532	205	248	170	103	117	131	147	132	147	175	149	120	115	146	119	123	157	122
gene8633	NC_015775.1	7589485	7590839	+	1355	90	81	83	80	80	89	108	78	76	70	86	65	61	86	64	67	92	83
gene8634	NC_015775.1	7590833	7591669	-	837	169	178	193	168	173	172	248	154	139	159	172	161	146	187	142	157	215	224
gene8635	NC_015775.1	7594272	7740695	+	146424	129	101	78	69	85	123	102	101	51	89	81	72	96	88	79	71	115	133
gene8636	NC_015775.1	7731328	7734122	-	2795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8637	NC_015775.1	7736047	7740406	-	4360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8638	NC_015775.1	7740545	7744412	+	3868	388	411	373	182	287	317	416	400	289	288	379	313	358	308	336	314	357	334
gene8639	NC_015775.1	7744708	7748040	+	3333	544	423	577	613	681	824	940	524	576	578	618	585	473	533	429	638	712	551
gene8640	NC_015775.1	7748658	7758179	-	9522	547	528	550	502	636	464	549	443	501	514	490	434	506	487	504	392	563	528
gene8641	NC_015775.1	7757519	7761215	+	3697	303	332	300	202	254	282	317	257	276	252	259	267	222	265	254	226	287	284
gene8642	NC_015775.1	7764778	7774157	-	9380	898	879	935	120	704	813	868	654	644	729	781	615	577	548	648	593	706	676
gene8643	NC_015775.1	7774570	7776476	-	1907	48	54	47	77	52	31	58	44	48	47	45	41	45	38	42	24	57	36
gene8644	NC_015775.1	7776727	7788750	-	12024	1328	1467	1335	476	1082	1365	1310	1268	1134	1374	1081	1040	1105	1075	1282	965	1364	1117
gene8645	NC_015775.1	7789799	7790944	+	1146	806	822	894	979	951	931	1186	777	875	833	689	768	751	783	773	935	1077	1060
gene8646	NC_015775.1	7791009	7793748	+	2740	93	115	121	85	96	109	142	93	115	98	93	102	90	103	106	94	144	129
gene8647	NC_015775.1	7796906	7800832	-	3927	34	45	44	60	37	27	47	29	37	34	32	18	24	25	27	31	38	34
gene8648	NC_015775.1	7800950	7812674	+	11725	1299	1311	1125	652	1141	1469	1441	1184	866	1094	950	1038	1276	1147	1210	1003	1031	1165
gene8649	NC_015775.1	7812702	7815515	-	2814	268	202	166	179	210	181	237	153	193	157	189	165	159	181	169	214	220	213
gene8650	NC_015775.1	7815251	7819880	+	4630	1049	1100	1000	775	877	1118	1237	940	889	933	944	836	948	783	897	868	1152	936
gene8651	NC_015775.1	7820577	7823149	+	2573	271	255	301	197	259	309	353	239	228	210	256	239	243	262	255	267	283	265
gene8652	NC_015775.1	7823052	7833380	+	10329	6313	6746	4129	1949	3122	7076	4960	4413	3456	3694	5228	3724	4067	2721	4286	2877	4203	3095
gene8653	NC_015775.1	7833813	7837144	-	3332	474	451	435	415	450	441	525	392	362	345	361	384	385	368	360	375	444	399
gene8654	NC_015775.1	7837954	7842374	+	4421	549	543	481	328	484	536	612	481	429	484	490	399	443	448	466	444	593	478
gene8655	NC_015775.1	7842597	7844145	-	1549	40	30	35	23	29	42	46	28	23	20	29	28	41	25	34	22	54	35
gene8656	NC_015775.1	7845226	7872780	+	27555	2059	3133	2259	644	1485	2301	1348	1098	2072	4929	1568	2251	874	1168	1574	1371	1401	1995
gene8657	NC_015775.1	7857209	7860015	+	2807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8658	NC_015775.1	7874593	7877431	-	2839	403	438	406	313	352	362	463	347	309	307	351	315	319	364	364	296	388	355
gene8659	NC_015775.1	7882189	7889580	+	7392	584	607	567	305	552	582	801	515	443	533	482	483	492	484	460	551	690	627
gene8660	NC_015775.1	7890743	7893342	-	2600	1293	1353	1265	1048	1139	1250	1657	1100	1063	1031	1103	979	1039	1222	992	1101	1383	1291
gene8661	NC_015775.1	7894572	7896318	-	1747	324	321	270	232	283	247	353	256	277	275	245	232	238	323	241	256	289	321
gene8662	NC_015775.1	7907091	7917526	-	10436	246	299	261	27	178	337	270	231	192	310	248	200	195	156	184	169	250	242
gene8663	NC_015775.1	7918479	7932733	-	14255	1334	1137	1062	428	753	1430	1069	999	799	1013	914	735	881	944	893	595	838	891
gene8664	NC_015775.1	7931016	7931419	+	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8665	NC_015775.1	7932842	7935753	+	2912	15	22	14	17	13	17	17	21	15	18	26	8	16	11	19	7	19	16
gene8666	NC_015775.1	7954594	7965905	-	11312	89	87	71	64	78	73	78	73	62	77	75	49	65	70	74	52	56	56
gene8667	NC_015775.1	7966127	7969293	-	3167	374	379	320	245	298	312	348	276	308	262	314	245	283	293	240	293	312	276
gene8668	NC_015775.1	7968771	7971848	+	3078	43	33	30	37	37	29	42	25	37	31	20	26	22	46	27	28	39	48
gene8669	NC_015775.1	7969544	7971236	-	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8670	NC_015775.1	7971349	7975595	-	4247	421	473	469	357	390	485	553	447	344	432	427	332	377	361	383	429	513	445
gene8671	NC_015775.1	7975644	7980251	-	4608	104	130	114	49	72	52	94	76	63	80	74	59	60	73	73	66	95	53
gene8672	NC_015775.1	7980974	7981686	+	713	24	27	19	15	10	7	26	16	19	25	5	13	14	16	11	5	16	23
gene8673	NC_015775.1	7983273	7992958	+	9686	148	181	95	51	131	202	202	182	60	119	208	98	138	126	191	83	212	134
gene8674	NC_015775.1	7984842	7987126	-	2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8675	NC_015775.1	7994740	8004355	+	9616	43	53	29	16	36	22	24	62	16	33	41	17	49	31	40	27	69	22
gene8676	NC_015775.1	8004472	8013967	-	9496	15	8	7	7	11	7	6	7	7	4	6	6	10	8	9	5	11	6
gene8677	NC_015775.1	8014464	8015908	+	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8678	NC_015775.1	8031523	8047959	+	16437	105	130	91	40	120	93	85	121	51	111	148	96	77	100	98	137	173	98
gene8679	NC_015775.1	8052712	8056248	+	3537	450	460	443	287	389	459	479	366	337	398	422	333	377	371	380	366	454	400
gene8680	NC_015775.1	8058163	8068473	-	10311	529	489	440	133	306	416	462	413	290	331	389	287	313	332	324	268	307	352
gene8681	NC_015775.1	8069013	8071472	+	2460	191	210	186	71	179	159	183	165	196	180	164	115	149	180	150	141	170	160
gene8682	NC_015775.1	8078459	8085627	+	7169	37	33	33	13	21	58	41	36	34	25	41	24	29	34	25	16	24	25
gene8683	NC_015775.1	8087833	8089708	+	1876	398	389	419	374	392	329	504	268	324	323	354	355	297	348	299	394	449	418
gene8684	NC_015775.1	8089716	8093214	-	3499	48	65	54	39	33	48	37	47	43	58	32	24	40	47	40	22	60	40
gene8685	NC_015775.1	8093327	8095461	-	2135	27	24	33	26	14	21	23	18	44	18	19	16	35	30	20	23	27	33
gene8686	NC_015775.1	8095675	8101600	-	5926	786	873	872	561	772	733	961	692	676	772	715	662	702	717	768	707	839	725
gene8687	NC_015775.1	8101312	8106030	+	4719	128	142	110	86	105	115	143	114	112	110	134	77	103	104	82	110	137	96
gene8688	NC_015775.1	8106020	8108411	-	2392	17	18	15	17	8	15	14	8	11	7	12	15	14	12	20	8	14	8
gene8689	NC_015775.1	8108560	8116428	-	7869	76	86	92	205	212	156	154	140	65	135	130	114	118	191	117	169	184	198
gene8690	NC_015775.1	8112258	8116426	+	4169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8691	NC_015775.1	8116527	8118913	+	2387	435	463	266	201	289	442	354	341	275	357	418	178	218	332	320	270	283	385
gene8692	NC_015775.1	8119105	8129093	-	9989	880	959	924	452	756	731	825	705	680	764	714	621	755	701	687	680	824	770
gene8693	NC_015775.1	8129523	8132707	-	3185	329	261	272	186	233	283	291	222	211	189	250	204	224	214	253	221	279	244
gene8694	NC_015775.1	8132398	8137676	-	5279	14	11	12	9	12	24	18	10	16	13	13	6	18	7	16	14	12	15
gene8695	NC_015775.1	8137902	8143373	-	5472	730	712	690	394	466	672	611	557	473	519	597	397	495	606	599	428	555	540
gene8696	NC_015775.1	8144038	8151687	+	7650	166	159	150	82	86	211	162	128	100	119	125	83	133	150	119	71	62	126
