# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/silkworm_genome/GCF_000151625.1_ASM15162v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR10836807_dupsRemoved.bam" "SRR10836808_dupsRemoved.bam" "SRR10836809_dupsRemoved.bam" "SRR10836810_dupsRemoved.bam" "SRR10836811_dupsRemoved.bam" "SRR10836812_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10836807_dupsRemoved.bam	SRR10836808_dupsRemoved.bam	SRR10836809_dupsRemoved.bam	SRR10836810_dupsRemoved.bam	SRR10836811_dupsRemoved.bam	SRR10836812_dupsRemoved.bam
gene-LOC101737376	NW_004582026.1	5181481	5199105	+	17625	261	307	283	272	0	261
gene-LOC101737085	NW_004582026.1	5200413	5203851	+	3439	706	763	645	932	0	817
gene-LOC101736951	NW_004582026.1	5203787	5207871	-	4085	631	766	555	663	0	655
gene-LOC105842431	NW_004582026.1	5215258	5224969	+	9712	48	30	44	38	0	33
gene-LOC101737268	NW_004582026.1	5227779	5244121	-	16343	49	35	50	52	0	65
gene-LOC110386228	NW_004582026.1	5227918	5229789	+	1872	0	0	0	0	0	0
gene-LOC100101225	NW_004582026.1	5228460	5231011	-	2552	0	0	0	0	0	0
gene-CPH43	NW_004582026.1	5231305	5235918	-	4614	0	0	0	0	0	0
gene-LOC101737792	NW_004582026.1	5244567	5245411	-	845	2107	2304	2122	1806	0	1706
gene-LOC110386244	NW_004582026.1	5249363	5252846	+	3484	15	11	13	14	0	17
gene-Mir2838	NW_004582026.1	5256547	5256634	+	88	10	9	5	6	0	9
gene-LOC101737554	NW_004582026.1	5278548	5322827	+	44280	387	429	364	887	0	848
gene-LOC101738185	NW_004582026.1	5325769	5334368	+	8600	483	529	407	932	0	815
gene-LOC110386245	NW_004582026.1	5334459	5336947	+	2489	5	4	9	4	0	7
gene-LOC105841259	NW_004582026.1	5336906	5344708	+	7803	0	0	0	0	0	0
gene-LOC101737700	NW_004582026.1	5337266	5402665	+	65400	1892	2137	1805	1884	0	1725
gene-LOC778506	NW_004582026.1	5355041	5365015	-	9975	0	0	0	0	0	0
gene-LOC101738548	NW_004582026.1	5404686	5406905	+	2220	756	877	762	810	0	721
gene-LOC101737837	NW_004582026.1	5407311	5414995	+	7685	56	75	43	131	0	128
gene-LOC101738819	NW_004582026.1	5418311	5472762	-	54452	4840	5452	4618	3507	0	3368
gene-LOC101738952	NW_004582026.1	5489834	5492393	-	2560	0	0	0	0	0	0
gene-LOC101739093	NW_004582026.1	5492632	5495210	+	2579	0	0	0	1	0	0
gene-LOC101739235	NW_004582026.1	5495718	5499901	+	4184	2	2	2	2	0	1
gene-LOC101739370	NW_004582026.1	5501102	5506081	+	4980	0	0	0	0	0	0
gene-LOC101737969	NW_004582026.1	5524148	5660344	-	136197	116	116	121	32	0	33
gene-LOC101739476	NW_004582026.1	5535127	5549852	+	14726	0	0	0	0	0	0
gene-LOC101739614	NW_004582026.1	5661347	5673930	+	12584	1	0	2	0	0	1
gene-LOC105842440	NW_004582026.1	5675131	5679676	-	4546	0	0	0	0	0	0
gene-LOC110386241	NW_004582026.1	5676850	5696634	+	19785	3	1	0	0	0	0
gene-LOC105842441	NW_004582026.1	5691983	5695441	-	3459	0	0	0	0	0	0
gene-LOC110386240	NW_004582026.1	5697439	5713648	+	16210	3	4	4	1	0	1
gene-LOC101739844	NW_004582026.1	5717698	5738053	+	20356	1752	2004	1741	2555	0	2416
gene-LOC101738362	NW_004582026.1	5739048	5743046	+	3999	8	15	9	27	0	30
gene-LOC101739983	NW_004582026.1	5743021	5744499	-	1479	1	3	5	0	0	5
gene-Tm	NW_004582026.1	5745351	5746767	+	1417	394	393	363	432	0	456
gene-LOC101738502	NW_004582026.1	5747577	5755721	-	8145	28	32	26	16	0	9
gene-LOC101740114	NW_004582026.1	5755807	5811954	-	56148	266	329	254	630	0	586
gene-LOC110386221	NW_004582026.1	5793417	5795459	+	2043	0	0	0	0	0	0
gene-LOC101740427	NW_004582026.1	5812874	5818098	+	5225	1059	1212	929	1630	0	1476
gene-LOC101740804	NW_004582026.1	5818931	5842404	+	23474	1352	1528	1339	2347	0	2177
gene-LOC101740660	NW_004582026.1	5842194	5843310	-	1117	241	330	223	174	0	163
gene-LOC101738631	NW_004582026.1	5843615	5849394	+	5780	348	380	305	383	0	369
gene-LOC101740945	NW_004582026.1	5849922	5853613	-	3692	902	1027	856	1198	0	1104
gene-LOC733101	NW_004582026.1	5855845	5867632	-	11788	7387	8228	7207	7873	0	7601
gene-LOC100101161	NW_004582026.1	5856720	5858049	-	1330	0	0	0	0	0	0
gene-LOC101741177	NW_004582026.1	5877842	5923948	+	46107	991	1140	898	1845	0	1712
gene-LOC101741320	NW_004582026.1	5932199	5937771	-	5573	2221	2426	2238	1913	0	1834
gene-Tbh	NW_004582026.1	5941654	5946879	-	5226	1	9	2	15	0	8
gene-LOC101741457	NW_004582026.1	5950348	5959902	-	9555	488	538	427	1084	0	1017
gene-LOC101741597	NW_004582026.1	5969366	5973727	-	4362	1018	1141	1019	996	0	1040
gene-LOC101738765	NW_004582026.1	5974466	5997339	+	22874	1189	1359	1138	2633	0	2433
gene-Mir3421	NW_004582026.1	5987644	5987792	+	149	0	0	0	0	0	0
gene-Mir2839	NW_004582026.1	5994524	5994598	+	75	0	0	0	0	0	0
gene-LOC110386246	NW_004582026.1	5998418	6004090	-	5673	2	1	0	3	0	3
gene-LOC101739049	NW_004582026.1	6002650	6029910	+	27261	172	184	183	352	0	323
gene-LOC101741738	NW_004582026.1	6032145	6049850	+	17706	31	30	28	58	0	71
gene-LOC105842443	NW_004582026.1	6055727	6072468	-	16742	157	152	141	215	0	182
gene-LOC110386273	NW_004582027.1	15266	19667	+	4402	113	118	111	336	0	297
gene-Hmgc-2	NW_004582027.1	20352	23976	+	3625	488	521	465	771	0	758
gene-LOC101744099	NW_004582027.1	24090	32432	+	8343	1632	1880	1586	2649	0	2386
gene-LOC101736069	NW_004582027.1	33239	64848	+	31610	140	144	148	138	0	136
gene-LOC101744241	NW_004582027.1	64514	84237	-	19724	644	697	614	1171	0	1104
gene-LOC101744385	NW_004582027.1	86329	92403	+	6075	289	291	268	431	0	395
gene-LOC110386261	NW_004582027.1	88967	100674	-	11708	0	0	0	0	0	1
gene-LOC101744529	NW_004582027.1	93101	102962	+	9862	297	330	291	388	0	319
gene-LOC101744674	NW_004582027.1	105058	107740	-	2683	449	552	441	404	0	393
gene-LOC101736207	NW_004582027.1	115205	118564	+	3360	5	2	3	6	0	3
gene-LOC101736339	NW_004582027.1	130236	154757	+	24522	415	434	380	1621	0	1521
gene-LOC101745200	NW_004582027.1	163084	169407	+	6324	871	1058	883	1204	0	1135
gene-LOC692876	NW_004582027.1	171485	193421	-	21937	380	422	377	1720	0	1600
gene-LOC101736461	NW_004582027.1	219080	251813	-	32734	66	81	65	79	0	70
gene-LOC110386270	NW_004582027.1	225935	233324	+	7390	0	0	0	0	0	0
gene-LOC101745350	NW_004582027.1	246979	258620	+	11642	835	926	1023	662	0	640
gene-14-3-3zeta	NW_004582027.1	258629	279517	-	20889	12809	13943	12325	12271	0	11692
gene-LOC101736590	NW_004582027.1	267371	278866	+	11496	0	0	0	0	0	0
gene-LOC101745494	NW_004582027.1	280995	323756	-	42762	813	894	735	1263	0	1176
gene-RGPC	NW_004582027.1	325084	331424	-	6341	1973	2307	1926	1907	0	1738
gene-LOC110384712	NW_004582027.1	335414	346047	-	10634	16	11	17	15	0	10
gene-LOC101745780	NW_004582027.1	349692	351833	-	2142	573	694	568	741	0	705
gene-LOC101745925	NW_004582027.1	362429	370156	+	7728	517	603	478	651	0	613
gene-LOC101746072	NW_004582027.1	373861	374951	-	1091	1106	1208	1054	1052	0	995
gene-LOC101746312	NW_004582027.1	376761	380208	+	3448	318	362	330	569	0	509
gene-LOC101746449	NW_004582027.1	380261	395495	-	15235	891	1041	877	1550	0	1512
gene-LOC101736732	NW_004582027.1	395920	398673	+	2754	519	559	468	576	0	547
gene-LOC101746680	NW_004582027.1	400363	429183	-	28821	1942	2085	1758	3365	0	3107
gene-LOC101746960	NW_004582027.1	438625	460365	+	21741	42	65	58	36	0	46
gene-LOC101746819	NW_004582027.1	459882	484526	-	24645	6194	6749	5774	3404	0	3042
gene-LOC101747092	NW_004582027.1	514775	541940	-	27166	377	390	314	596	0	612
gene-Lpr	NW_004582027.1	593201	811182	+	217982	1231	1445	1113	1328	0	1270
gene-LOC105842462	NW_004582027.1	688385	690242	-	1858	0	0	0	0	0	0
gene-LOC101735398	NW_004582027.1	819738	826708	-	6971	179	179	135	313	0	249
gene-Or-15	NW_004582027.1	848231	851311	+	3081	0	3	2	1	0	1
gene-LOC100037435	NW_004582027.1	854763	858832	+	4070	1	1	1	0	0	0
gene-Or-12	NW_004582027.1	867033	870335	+	3303	0	0	0	0	0	0
gene-Or-13	NW_004582027.1	882676	884981	+	2306	0	0	0	0	0	0
gene-CPR1	NW_004582027.1	1056917	1059175	+	2259	4	9	8	1	0	1
gene-LOC101735531	NW_004582027.1	1216621	1232107	+	15487	7	6	7	1	0	4
gene-LOC101735623	NW_004582027.1	1249439	1340736	-	91298	157	185	140	414	0	392
gene-LOC101737125	NW_004582027.1	1353261	1371574	+	18314	11	9	8	10	0	8
gene-LOC105841263	NW_004582027.1	1371642	1372999	+	1358	0	0	0	0	0	1
gene-LOC101735763	NW_004582027.1	1387320	1394858	-	7539	0	1	0	1	0	6
gene-fmxg9M19	NW_004582027.1	1404746	1406876	-	2131	0	0	0	0	0	0
gene-LOC101735895	NW_004582027.1	1432295	1437883	-	5589	2	2	0	1	0	1
gene-LOC101737701	NW_004582027.1	1442393	1442870	+	478	1	2	1	1	0	0
gene-LOC100134928	NW_004582027.1	1445630	1451043	-	5414	1	0	2	1	0	0
gene-LOC105842451	NW_004582027.1	1470354	1477314	+	6961	0	2	7	2	0	3
gene-LOC101737838	NW_004582027.1	1477286	1489641	-	12356	492	542	476	695	0	686
gene-LOC105842467	NW_004582027.1	1496423	1500003	-	3581	5	4	3	1	0	2
gene-LOC110386264	NW_004582027.1	1500131	1501448	-	1318	0	2	0	1	0	0
gene-LOC101737971	NW_004582027.1	1501647	1504420	-	2774	0	1	0	0	0	0
gene-LOC101736159	NW_004582027.1	1505379	1510367	-	4989	4	2	1	8	0	2
gene-LOC101736422	NW_004582027.1	1515871	1519180	+	3310	181	206	167	51	0	39
gene-LOC101736295	NW_004582027.1	1523784	1533521	+	9738	431	535	457	319	0	297
gene-LOC101736550	NW_004582027.1	1544097	1547894	+	3798	1	1	1	5	0	2
gene-LOC692513	NW_004582027.1	1558471	1562009	+	3539	13	27	25	15	0	16
gene-LOC101736690	NW_004582027.1	1562979	1576709	-	13731	16	15	16	14	0	19
gene-LOC101738232	NW_004582027.1	1578419	1589856	-	11438	63	75	63	101	0	114
gene-LOC733040	NW_004582027.1	1591591	1596622	+	5032	1474	1692	1418	1651	0	1652
gene-LOC101736823	NW_004582027.1	1598508	1607122	-	8615	14626	16056	13845	11438	0	10693
gene-LOC101737171	NW_004582027.1	1611247	1614316	-	3070	898	990	814	1134	0	1154
gene-LOC101738363	NW_004582027.1	1611495	1612601	-	1107	0	0	0	0	0	0
gene-LOC101737319	NW_004582027.1	1631686	1677096	+	45411	321	327	298	602	0	558
gene-LOC101738633	NW_004582027.1	1676353	1683577	+	7225	779	909	805	848	0	785
gene-trh-2	NW_004582027.1	1688766	1690077	-	1312	8016	9058	7570	5959	0	5604
gene-LOC110386263	NW_004582027.1	1757604	1758810	-	1207	0	0	0	0	0	0
gene-LOC101737461	NW_004582027.1	1816815	1875987	+	59173	3314	3690	3028	4159	0	3824
gene-LOC101737747	NW_004582027.1	1878636	1887321	-	8686	12	15	14	24	0	17
gene-LOC110386272	NW_004582027.1	1926435	1946171	+	19737	1	2	6	3	0	7
gene-LOC101738767	NW_004582027.1	1949988	2085045	-	135058	2444	2760	2436	1353	0	1303
gene-TRNAP-UGG-3	NW_004582027.1	2106692	2106763	+	72	0	1	1	1	0	1
gene-LOC105842458	NW_004582027.1	2120469	2121338	-	870	9	6	11	14	0	14
gene-TRNAP-UGG-4	NW_004582027.1	2121460	2121531	+	72	0	0	0	0	0	0
gene-LOC110386275	NW_004582027.1	2142567	2145716	-	3150	115	127	98	63	0	51
gene-LOC101737970	NW_004582027.1	2159148	2161205	+	2058	93	126	80	311	0	264
gene-LOC105842469	NW_004582027.1	2160380	2164397	-	4018	5	6	11	10	0	8
gene-LOC101738907	NW_004582027.1	2217273	2219472	+	2200	1	0	0	0	0	0
gene-LOC105842452	NW_004582027.1	2248213	2270634	-	22422	210	255	213	723	0	664
gene-LOC101739196	NW_004582027.1	2276832	2288327	+	11496	270	333	276	317	0	278
gene-LOC101738100	NW_004582027.1	2290033	2325147	-	35115	2429	2708	2339	2807	0	2699
gene-LOC101738231	NW_004582027.1	2326018	2331265	+	5248	940	1050	890	565	0	620
gene-LOC101738632	NW_004582027.1	2331823	2333071	-	1249	323	374	299	426	0	406
gene-LOC101738766	NW_004582027.1	2335587	2364409	+	28823	931	1039	852	798	0	802
gene-LOC105842453	NW_004582027.1	2367387	2372673	-	5287	366	425	323	828	0	753
gene-LOC105842466	NW_004582027.1	2373072	2373932	-	861	15	17	16	61	0	65
gene-LOC101738998	NW_004582027.1	2376594	2377563	+	970	9	0	2	12	0	10
gene-LOC101739094	NW_004582027.1	2378205	2385391	+	7187	642	709	666	700	0	649
gene-LOC101739478	NW_004582027.1	2389446	2414949	+	25504	604	659	599	2226	0	2056
gene-LOC110386268	NW_004582027.1	2414977	2423652	-	8676	9	11	7	20	0	26
gene-LOC101739332	NW_004582027.1	2423739	2450403	-	26665	57	64	51	41	0	42
gene-LOC101739477	NW_004582027.1	2454898	2459022	+	4125	578	615	476	818	0	776
gene-LOC101739704	NW_004582027.1	2460145	2464648	-	4504	851	1007	903	737	0	711
gene-LOC101739845	NW_004582027.1	2467319	2474141	-	6823	1983	2219	1941	1982	0	1892
gene-LOC733119	NW_004582027.1	2492598	2529322	+	36725	44	59	52	81	0	74
gene-LOC110386278	NW_004582027.1	2535152	2537395	-	2244	15	13	13	14	0	20
gene-LOC101740073	NW_004582027.1	2537777	2543557	+	5781	363	425	335	519	0	538
gene-LOC101740300	NW_004582027.1	2545554	2565577	-	20024	112	154	113	134	0	140
gene-CPG10	NW_004582027.1	2580061	2585382	-	5322	139	127	121	1593	0	1615
gene-LOC101740428	NW_004582027.1	2598073	2601957	-	3885	17	30	21	113	0	114
gene-LOC101740610	NW_004582027.1	2605918	2607533	-	1616	11	11	9	4	0	1
gene-LOC101740747	NW_004582027.1	2614339	2619477	-	5139	2	3	3	2	0	0
gene-LOC692598	NW_004582027.1	2635332	2640699	+	5368	3	4	2	1	0	3
gene-LOC105842464	NW_004582027.1	2662118	2667162	+	5045	1	3	3	0	0	0
gene-LOC101740888	NW_004582027.1	2674006	2676312	+	2307	0	0	0	0	0	0
gene-LOC101741030	NW_004582027.1	2683116	2696687	+	13572	0	1	2	1	0	6
gene-LOC101741178	NW_004582027.1	2704300	2722670	+	18371	527	606	498	711	0	707
gene-LOC101741688	NW_004582027.1	2724747	2728403	-	3657	6	12	8	6	0	13
gene-TRNAK-CUU-8	NW_004582027.1	2730187	2730259	-	73	0	0	0	0	0	0
gene-TRNAT-AGU-7	NW_004582027.1	2842984	2843057	-	74	0	0	0	0	0	0
gene-TRNAS-AGA-7	NW_004582027.1	2845803	2845884	+	82	0	0	0	0	0	0
gene-LOC101741833	NW_004582027.1	2857782	2902554	-	44773	61	72	61	305	0	184
gene-LOC101741984	NW_004582027.1	2905917	2926265	-	20349	1456	1624	1294	742	0	674
gene-LOC101739892	NW_004582027.1	2926529	3039018	+	112490	4683	5145	4570	5783	0	5466
gene-LOC101739757	NW_004582027.1	2930429	2933358	+	2930	0	0	0	0	0	0
gene-adk2	NW_004582027.1	3042847	3048144	-	5298	699	790	685	935	0	836
gene-LOC101740026	NW_004582027.1	3048404	3061772	+	13369	1103	1204	1003	1886	0	1719
gene-LOC101740158	NW_004582027.1	3063608	3081805	+	18198	1637	1900	1701	2024	0	1944
gene-LOC101740301	NW_004582027.1	3082095	3125053	-	42959	1245	1342	1172	1873	0	1699
gene-LOC101742125	NW_004582027.1	3129904	3148871	-	18968	196	202	157	745	0	663
gene-LOC101740429	NW_004582027.1	3214689	3342597	+	127909	177	162	159	210	0	224
gene-LOC101740564	NW_004582027.1	3343520	3349079	+	5560	0	0	1	0	0	0
gene-Mef2	NW_004582027.1	3355203	3441033	-	85831	221	250	198	532	0	451
gene-TRNAH-GUG-3	NW_004582027.1	3358438	3358509	+	72	0	0	0	0	0	0
gene-ae3	NW_004582027.1	3459943	3462993	+	3051	0	0	0	0	0	0
gene-TRNAE-CUC-10	NW_004582027.1	3499007	3499078	-	72	0	0	0	0	0	0
gene-LOC101742277	NW_004582027.1	3556609	3573344	-	16736	25	26	26	67	0	57
gene-LOC110386276	NW_004582027.1	3574023	3577082	+	3060	5	6	2	8	0	6
gene-TRNAV-AAC-8	NW_004582027.1	3587126	3587198	-	73	1	0	0	0	0	0
gene-LOC101740697	NW_004582027.1	3795449	3857040	+	61592	24	26	33	29	0	22
gene-LOC110386269	NW_004582027.1	3860158	3864173	+	4016	1	2	1	1	0	1
gene-LOC110386260	NW_004582027.1	4013745	4031059	+	17315	2	3	0	1	0	0
gene-LOC110386274	NW_004582027.1	4097280	4101123	+	3844	3	2	2	1	0	6
gene-Mir3366	NW_004582027.1	4107414	4107538	+	125	0	0	0	0	0	0
gene-LOC110386271	NW_004582027.1	4112107	4190844	-	78738	104	111	87	123	0	113
gene-LOC100862771	NW_004582027.1	4138981	4187871	+	48891	0	0	0	0	0	0
gene-LOC100286767	NW_004582027.1	4198406	4203105	+	4700	2	1	2	1	0	5
gene-LOC101742419	NW_004582027.1	4205710	4214038	+	8329	48	54	55	29	0	36
gene-LOC101742662	NW_004582027.1	4214424	4227777	-	13354	931	1036	878	750	0	712
gene-LOC101742811	NW_004582027.1	4230401	4401824	+	171424	4284	4973	4129	5374	0	4927
gene-TRNAK-UUU-10	NW_004582027.1	4275417	4275489	+	73	0	0	0	0	0	0
gene-LOC110386267	NW_004582027.1	4299461	4303188	-	3728	0	0	0	0	0	0
gene-LOC110386266	NW_004582027.1	4360366	4363085	+	2720	0	0	0	0	0	0
gene-LOC101740983	NW_004582027.1	4403798	4419113	+	15316	420	496	399	621	0	581
gene-LOC101742956	NW_004582027.1	4420486	4422065	-	1580	2651	3129	2576	2672	0	2419
gene-LOC101743093	NW_004582027.1	4424894	4446141	+	21248	678	857	664	1189	0	1117
gene-LOC692903	NW_004582027.1	4450305	4495399	+	45095	2967	3269	2752	2075	0	1943
gene-LOC105842465	NW_004582027.1	4465553	4468220	-	2668	0	0	0	0	0	0
gene-LOC101741267	NW_004582027.1	4499954	4520949	+	20996	659	801	606	279	0	231
gene-LOC101743333	NW_004582027.1	4523022	4566935	-	43914	19	21	22	70	0	60
gene-LOC778527	NW_004582027.1	4585991	4587638	+	1648	1001	1173	1008	1174	0	1145
gene-LOC101743475	NW_004582027.1	4592460	4875444	+	282985	393	369	316	867	0	795
gene-LOC110386258	NW_004582027.1	4820693	4821601	+	909	0	0	0	0	0	0
gene-TRNAL-UAG	NW_004582027.1	4880257	4880336	-	80	0	0	0	0	0	0
gene-LOC110386277	NW_004582027.1	4894037	4895089	-	1053	0	1	0	0	0	0
gene-LOC101743952	NW_004582027.1	4898122	4899923	+	1802	5	8	1	3	0	7
gene-LOC101743803	NW_004582027.1	4899991	4926293	-	26303	256	332	296	395	0	397
gene-LOC101744100	NW_004582027.1	4928330	4946428	-	18099	18	15	15	17	0	23
gene-TRNAH-GUG-4	NW_004582027.1	4931577	4931648	-	72	0	0	0	0	0	0
gene-LOC101744242	NW_004582027.1	4950402	4965195	-	14794	29	32	33	44	0	15
gene-LOC101744530	NW_004582027.1	4968417	4981785	-	13369	60	66	52	90	0	90
gene-LOC101744386	NW_004582027.1	4982676	5004823	-	22148	35	42	32	53	0	45
gene-RpL19	NW_004582027.1	5006499	5009517	-	3019	8994	9938	8629	8594	0	8097
gene-LOC101744675	NW_004582027.1	5012968	5034932	+	21965	1477	1565	1445	2697	0	2602
gene-LOC110386262	NW_004582027.1	5034589	5037191	-	2603	70	85	72	83	0	87
gene-LOC101744961	NW_004582027.1	5038987	5044001	+	5015	712	776	614	531	0	578
gene-LOC101744816	NW_004582027.1	5043997	5050305	-	6309	365	446	353	409	0	372
gene-LOC101745110	NW_004582027.1	5051206	5054503	+	3298	241	308	220	641	0	638
gene-LOC101745260	NW_004582027.1	5063201	5074116	+	10916	617	645	541	1242	0	1216
gene-LOC101745402	NW_004582027.1	5075701	5077427	-	1727	1834	2150	1731	1815	0	1673
gene-LOC101745543	NW_004582027.1	5078277	5080324	+	2048	510	498	472	550	0	512
gene-LOC101745692	NW_004582027.1	5082374	5090001	-	7628	1620	1825	1614	1494	0	1341
gene-LOC692569	NW_004582027.1	5093807	5097298	+	3492	271	299	253	370	0	328
gene-LOC101741547	NW_004582027.1	5109179	5192121	+	82943	361	372	348	731	0	607
gene-Mir3367	NW_004582027.1	5158760	5158858	+	99	0	0	0	0	0	0
gene-LOC101745841	NW_004582027.1	5215964	5218585	-	2622	0	0	1	0	0	0
gene-LOC105842461	NW_004582027.1	5218656	5220728	+	2073	0	0	0	0	0	0
gene-LOC101745980	NW_004582027.1	5222236	5224014	-	1779	0	0	0	0	0	0
gene-LOC101741834	NW_004582027.1	5248388	5250357	-	1970	1	0	0	0	0	0
gene-LOC101746215	NW_004582027.1	5264991	5266113	-	1123	0	0	0	1	0	0
gene-LOC101746450	NW_004582027.1	5292459	5294093	-	1635	5	5	4	2	0	2
gene-LOC101746734	NW_004582027.1	5294197	5305584	+	11388	0	3	1	3	0	6
gene-LOC101746592	NW_004582027.1	5297325	5298475	-	1151	0	0	0	0	0	0
gene-LOC101746872	NW_004582027.1	5305570	5306749	-	1180	0	0	0	0	0	0
gene-LOC101747008	NW_004582027.1	5318634	5322052	-	3419	0	0	0	0	0	0
gene-LOC101747144	NW_004582027.1	5336465	5339532	-	3068	3	0	4	1	0	2
gene-LOC101735351	NW_004582027.1	5342900	5344198	-	1299	1	1	0	0	0	0
gene-LOC105842460	NW_004582027.1	5346203	5390817	+	44615	38	26	28	32	0	30
gene-TRNAF-GAA-5	NW_004582027.1	5350114	5350186	-	73	0	0	0	0	0	0
gene-TRNAF-GAA-6	NW_004582027.1	5354570	5354642	-	73	0	0	0	0	0	0
gene-TRNAF-GAA-7	NW_004582027.1	5360649	5360721	-	73	0	0	0	0	0	0
gene-LOC101735624	NW_004582027.1	5391480	5395008	-	3529	526	658	454	613	0	597
gene-LOC733110	NW_004582027.1	5406170	5408741	+	2572	513	585	472	672	0	562
gene-LOC105842463	NW_004582027.1	5408645	5600434	+	191790	231	274	232	736	0	597
gene-TRNAF-GAA-8	NW_004582027.1	5449791	5449863	-	73	0	0	0	0	0	0
gene-Ubc13	NW_004582027.1	5615112	5616473	-	1362	1069	1231	986	1633	0	1524
gene-LOC101735764	NW_004582027.1	5626044	5634829	-	8786	3	6	4	4	0	1
gene-LOC101735976	NW_004582027.1	5638369	5639513	+	1145	0	0	0	0	0	0
gene-LOC110386259	NW_004582027.1	5640417	5642993	-	2577	1	0	0	1	0	0
gene-TRNAH-GUG-5	NW_004582027.1	5647660	5647731	+	72	0	0	0	0	0	0
gene-TRNAH-GUG-6	NW_004582027.1	5682428	5682499	+	72	0	0	0	0	0	0
gene-TRNAH-GUG-7	NW_004582027.1	5686254	5686325	+	72	0	0	0	0	0	0
gene-TRNAH-GUG-8	NW_004582027.1	5698767	5698838	+	72	0	0	0	0	0	0
gene-TRNAH-GUG-9	NW_004582027.1	5723837	5723908	+	72	0	0	0	0	0	0
gene-LOC110386302	NW_004582028.1	872	4522	+	3651	3	3	5	0	0	1
gene-LOC101736340	NW_004582028.1	70809	82945	+	12137	393	386	321	193	0	220
gene-LOC101736462	NW_004582028.1	96705	98671	+	1967	0	0	0	0	0	0
gene-LOC101736591	NW_004582028.1	106175	121215	+	15041	33	47	55	24	0	27
gene-LOC101741598	NW_004582028.1	208437	210373	-	1937	109	123	90	45	0	39
gene-LOC101741885	NW_004582028.1	306993	309591	+	2599	0	1	1	0	0	0
gene-LOC692744	NW_004582028.1	313938	348938	-	35001	1524	1807	1505	2351	0	2236
gene-Mir2808d	NW_004582028.1	418407	418538	-	132	0	0	0	0	0	0
gene-LOC101736860	NW_004582028.1	440901	477887	-	36987	68	73	76	96	0	86
gene-LOC101737126	NW_004582028.1	479092	481938	+	2847	93	127	92	203	0	181
gene-LOC101736993	NW_004582028.1	481939	484452	-	2514	231	256	195	256	0	259
gene-LOC101737269	NW_004582028.1	494886	527875	-	32990	1969	2232	1887	2949	0	2793
gene-SDR1	NW_004582028.1	529869	534740	-	4872	49	36	48	40	0	24
gene-LOC105841255	NW_004582028.1	538380	545105	-	6726	71	108	75	93	0	91
gene-LOC101737413	NW_004582028.1	611584	804613	-	193030	200	231	221	442	0	450
gene-LOC692390	NW_004582028.1	829350	830542	+	1193	542	556	488	427	0	411
gene-LOC110386303	NW_004582028.1	831962	832736	+	775	0	0	2	0	0	0
gene-LOC101737556	NW_004582028.1	845767	857296	-	11530	1616	1790	1486	1666	0	1594
gene-LOC101742468	NW_004582028.1	859968	870437	+	10470	1007	1012	930	1050	0	992
gene-LOC101737702	NW_004582028.1	874535	876071	-	1537	149	172	141	90	0	88
gene-LOC101737839	NW_004582028.1	890009	902837	+	12829	1327	1400	1178	1054	0	961
gene-LOC101738101	NW_004582028.1	903366	903831	-	466	599	694	585	616	0	564
gene-LOC101742609	NW_004582028.1	904030	910688	+	6659	645	760	655	543	0	507
gene-LOC101742755	NW_004582028.1	914978	971862	-	56885	63	53	57	157	0	151
gene-LOC101743051	NW_004582028.1	1015227	1024180	+	8954	20	9	12	16	0	16
gene-LOC101738233	NW_004582028.1	1024599	1063573	-	38975	19	18	22	44	0	38
gene-LOC110386301	NW_004582028.1	1062036	1062454	+	419	0	0	0	0	0	0
gene-LOC101738364	NW_004582028.1	1067343	1075608	-	8266	1	1	0	1	0	1
gene-LOC105842483	NW_004582028.1	1175713	1222991	+	47279	7	11	8	7	0	6
gene-bcpi	NW_004582028.1	1417542	1419294	-	1753	5597	6207	5395	3824	0	3748
gene-LOC101743197	NW_004582028.1	1427956	1471655	-	43700	483	515	435	590	0	527
gene-LOC110386308	NW_004582028.1	1462888	1483735	+	20848	0	3	0	2	0	0
gene-Mir2790	NW_004582028.1	1468673	1468767	-	95	0	0	0	0	0	0
gene-LOC101738504	NW_004582028.1	1479338	1516654	-	37317	1097	1198	968	1431	0	1260
gene-LOC101738908	NW_004582028.1	1519735	1537589	-	17855	5234	5873	4856	5904	0	5698
gene-LOC101738768	NW_004582028.1	1528110	1529873	-	1764	0	0	0	0	0	0
gene-LOC101738634	NW_004582028.1	1530937	1531436	+	500	0	0	0	0	0	0
gene-LOC101743334	NW_004582028.1	1540665	1543370	-	2706	238	288	244	211	0	181
gene-TRNAE-UUC-10	NW_004582028.1	1564537	1564608	+	72	0	0	0	0	0	0
gene-LOC101739050	NW_004582028.1	1565938	1594431	+	28494	23	32	28	59	0	72
gene-LOC101739197	NW_004582028.1	1594858	1663915	-	69058	132	116	123	181	0	180
gene-Mir2846	NW_004582028.1	1624734	1624827	-	94	0	0	0	0	0	0
gene-TRNAE-UUC-11	NW_004582028.1	1675698	1675769	-	72	0	0	0	0	0	0
gene-Y-b	NW_004582028.1	1678814	1680835	+	2022	1345	1526	1270	3066	0	2782
